date,Id,colour,patch,cum_hrs,cum_klux_hr,cum_MJ/m2,L*,L*,a*,a*,b*,b*,C*,C*,h,h,dE76,dE76,dE00,dE00,dR_VIS,dR_VIS
2022-01-28 02:14:22,b.019,cyan,C08,3,unknown,unknown,64.56,0.0,-35.1,0.0,-30.78,0.0,46.68,0.0,221.26,0.0,1.3719999999999999,0.08900000000000001,1.06,0.079,1.2329999999999999,0.019
2022-01-28 02:14:57,b.020,cyan,C09,3,unknown,unknown,61.13,0.0,-36.24,0.0,-33.1,0.0,49.08,0.0,222.41,0.0,1.442,0.069,1.057,0.064,1.137,0.013000000000000001
2022-01-28 02:15:28,b.021,cyan,C10,3,unknown,unknown,59.34,0.0,-36.16,0.0,-34.18,0.0,49.75,0.0,223.39,0.0,1.329,0.033,0.861,0.03,0.9059999999999999,0.006999999999999999
2022-01-28 02:16:00,b.022,cyan,C11,3,unknown,unknown,58.69,0.0,-35.82,0.0,-34.84,0.0,49.97,0.0,224.2,0.0,1.383,0.027999999999999997,0.8859999999999999,0.011000000000000001,0.9309999999999999,0.005
2022-01-28 02:03:50,w.002,white,GS1,3,unknown,unknown,91.25,0.0,-0.23,0.0,-3.03,0.0,3.04,0.0,265.73,0.0,1.0590000000000002,0.01,0.763,0.009000000000000001,2.065,0.005
2022-01-28 02:04:21,gy.004,grey,GS2,3,unknown,unknown,72.13,0.0,-0.34,0.0,0.32,0.0,0.47,0.0,136.52,0.0,1.405,0.157,1.527,0.191,1.682,0.042
2022-01-28 02:04:50,gy.005,grey,GS3,3,unknown,unknown,45.32,0.0,-0.84,0.0,-0.06,0.0,0.84,0.0,184.02,0.0,1.165,0.154,1.227,0.145,0.48200000000000004,0.02
2022-01-28 02:07:19,gy.006,grey,GS4,3,unknown,unknown,13.21,0.0,-0.02,0.0,-4.4,0.0,4.4,0.0,269.71,0.0,4.5360000000000005,0.255,3.742,0.251,0.316,0.006999999999999999
2022-01-28 02:07:54,k.003,black,GS5,3,unknown,unknown,3.63,0.0,-1.05,0.0,-4.9,0.0,5.01,0.0,257.9,0.0,6.928999999999999,0.245,5.145,0.235,0.414,0.006
2022-01-28 02:08:27,k.004,black,GS6,3,unknown,unknown,28.21,0.0,0.07,0.0,-1.77,0.0,1.77,0.0,272.38,0.0,19.607,0.075,13.398,0.069,4.775,0.005
2022-01-28 02:17:58,r.012,magenta,M01,3,unknown,unknown,90.39,0.0,1.32,0.0,-4.44,0.0,4.64,0.0,286.5,0.0,1.355,0.036000000000000004,0.878,0.024,2.603,0.008
2022-01-28 02:18:27,r.013,magenta,M02,3,unknown,unknown,86.42,0.0,7.54,0.0,-9.21,0.0,11.9,0.0,309.32,0.0,1.2819999999999998,0.134,0.858,0.091,2.3409999999999997,0.031
2022-01-28 02:18:59,r.014,magenta,M03,3,unknown,unknown,80.61,0.0,16.73,0.0,-15.83,0.0,23.04,0.0,316.59,0.0,1.29,0.132,0.825,0.08800000000000001,2.077,0.028999999999999998
2022-01-28 02:19:34,r.015,magenta,M04,3,unknown,unknown,74.22,0.0,26.34,0.0,-22.05,0.0,34.35,0.0,320.07,0.0,1.1540000000000001,0.21,0.805,0.159,1.9040000000000001,0.039
2022-01-28 02:20:04,r.016,magenta,M05,3,unknown,unknown,68.13,0.0,35.21,0.0,-27.46,0.0,44.65,0.0,322.06,0.0,1.3419999999999999,0.22,0.6729999999999999,0.13,1.534,0.03
2022-01-28 02:20:33,r.017,magenta,M06,3,unknown,unknown,62.81,0.0,42.72,0.0,-31.73,0.0,53.22,0.0,323.4,0.0,1.46,0.19399999999999998,0.698,0.131,1.4569999999999999,0.027999999999999997
2022-01-28 02:21:03,r.018,magenta,M07,3,unknown,unknown,56.19,0.0,51.59,0.0,-36.31,0.0,63.09,0.0,324.86,0.0,1.8719999999999999,0.23199999999999998,0.57,0.091,1.234,0.024
2022-01-28 02:21:32,r.019,magenta,M08,3,unknown,unknown,47.94,0.0,61.49,0.0,-41.12,0.0,73.97,0.0,326.23,0.0,2.174,0.077,0.5489999999999999,0.012,1.125,0.012
2022-01-28 02:22:05,r.020,magenta,M09,3,unknown,unknown,43.29,0.0,65.18,0.0,-43.1,0.0,78.14,0.0,326.52,0.0,2.381,0.059000000000000004,0.608,0.023,1.1079999999999999,0.017
2022-01-28 02:22:37,r.021,magenta,M10,3,unknown,unknown,41.16,0.0,66.04,0.0,-44.35,0.0,79.55,0.0,326.11,0.0,2.7310000000000003,0.102,0.682,0.013999999999999999,1.128,0.017
2022-01-28 02:23:15,r.022,magenta,M11,3,unknown,unknown,40.99,0.0,65.66,0.0,-44.41,0.0,79.27,0.0,325.93,0.0,2.2880000000000003,0.05,0.628,0.027999999999999997,1.1840000000000002,0.01
2022-01-28 02:24:21,y.012,yellow,Y01,3,unknown,unknown,90.92,0.0,-0.87,0.0,-0.06,0.0,0.88,0.0,184.16,0.0,1.8030000000000002,0.021,1.475,0.024,2.737,0.005
2022-01-28 02:24:51,y.013,yellow,Y02,3,unknown,unknown,89.87,0.0,-2.21,0.0,9.15,0.0,9.42,0.0,103.58,0.0,1.99,0.054000000000000006,1.329,0.037000000000000005,2.623,0.009000000000000001
2022-01-28 02:25:24,y.014,yellow,Y03,3,unknown,unknown,88.3,0.0,-3.0,0.0,21.11,0.0,21.32,0.0,98.08,0.0,1.867,0.115,1.05,0.052000000000000005,2.316,0.013999999999999999
2022-01-28 02:25:57,y.015,yellow,Y04,3,unknown,unknown,86.66,0.0,-2.73,0.0,33.24,0.0,33.36,0.0,94.7,0.0,2.674,0.096,1.251,0.045,2.465,0.023
2022-01-28 02:26:28,y.016,yellow,Y05,3,unknown,unknown,84.83,0.0,-1.56,0.0,45.59,0.0,45.62,0.0,91.96,0.0,2.044,0.145,0.955,0.06,2.084,0.026000000000000002
2022-01-28 02:26:57,y.017,yellow,Y06,3,unknown,unknown,82.9,0.0,0.19,0.0,56.58,0.0,56.58,0.0,89.8,0.0,0.971,0.125,0.5720000000000001,0.033,1.3619999999999999,0.015
2022-01-28 02:27:27,y.018,yellow,Y07,3,unknown,unknown,80.97,0.0,2.46,0.0,67.28,0.0,67.32,0.0,87.9,0.0,0.898,0.1,0.57,0.066,1.304,0.024
2022-01-28 02:28:00,y.019,yellow,Y08,3,unknown,unknown,77.97,0.0,6.34,0.0,81.59,0.0,81.83,0.0,85.56,0.0,0.8240000000000001,0.114,0.579,0.07400000000000001,1.082,0.022000000000000002
2022-01-28 02:28:30,y.020,yellow,Y09,3,unknown,unknown,75.86,0.0,9.12,0.0,87.7,0.0,88.18,0.0,84.07,0.0,1.6340000000000001,0.132,0.506,0.053,0.777,0.018000000000000002
2022-01-28 02:29:09,y.021,yellow,Y10,3,unknown,unknown,74.27,0.0,10.7,0.0,89.36,0.0,89.99,0.0,83.17,0.0,1.271,0.376,0.395,0.065,0.5720000000000001,0.019
2022-01-28 02:29:38,y.022,yellow,Y11,3,unknown,unknown,72.75,0.0,12.53,0.0,89.32,0.0,90.19,0.0,82.01,0.0,2.204,0.07400000000000001,0.536,0.025,0.573,0.009000000000000001
2022-01-31 11:24:11,b.034,cyan,C01,6,unknown,unknown,91.77,0.0,-1.16,0.0,-2.72,0.0,2.96,0.0,246.83,0.0,1.8630000000000002,0.071,1.172,0.045,3.9560000000000004,0.022000000000000002
2022-01-31 11:24:24,b.035,cyan,C02,6,unknown,unknown,89.85,0.0,-5.52,0.0,-5.37,0.0,7.7,0.0,224.17,0.0,2.251,0.09300000000000001,1.493,0.06,4.212,0.027999999999999997
2022-01-31 11:24:35,b.036,cyan,C03,6,unknown,unknown,86.19,0.0,-12.28,0.0,-9.76,0.0,15.69,0.0,218.46,0.0,1.9980000000000002,0.049,1.305,0.032,3.299,0.012
2022-01-31 11:24:46,b.037,cyan,C04,6,unknown,unknown,82.48,0.0,-18.17,0.0,-14.09,0.0,22.99,0.0,217.79,0.0,2.055,0.073,1.367,0.048,2.983,0.018000000000000002
2022-01-31 11:24:57,b.038,cyan,C05,6,unknown,unknown,78.58,0.0,-23.42,0.0,-18.23,0.0,29.68,0.0,217.9,0.0,1.932,0.172,1.34,0.122,2.54,0.043
2022-01-31 11:25:08,b.039,cyan,C06,6,unknown,unknown,74.95,0.0,-27.64,0.0,-21.99,0.0,35.32,0.0,218.5,0.0,1.871,0.10099999999999999,1.3730000000000002,0.073,2.294,0.025
2022-01-31 11:25:19,b.040,cyan,C07,6,unknown,unknown,70.7,0.0,-31.77,0.0,-25.8,0.0,40.93,0.0,219.08,0.0,1.7109999999999999,0.068,1.2930000000000001,0.053,1.8030000000000002,0.013999999999999999
2022-01-31 11:25:29,b.041,cyan,C08,6,unknown,unknown,64.95,0.0,-35.95,0.0,-30.27,0.0,47.0,0.0,220.1,0.0,2.017,0.079,1.449,0.076,1.546,0.019
2022-01-31 11:25:39,b.042,cyan,C09,6,unknown,unknown,61.46,0.0,-37.62,0.0,-32.61,0.0,49.79,0.0,220.92,0.0,2.4,0.06,1.489,0.059000000000000004,1.4140000000000001,0.013000000000000001
2022-01-31 11:25:50,b.043,cyan,C10,6,unknown,unknown,59.7,0.0,-38.14,0.0,-33.69,0.0,50.89,0.0,221.45,0.0,2.891,0.032,1.494,0.026000000000000002,1.232,0.006999999999999999
2022-01-31 11:26:02,b.044,cyan,C11,6,unknown,unknown,58.83,0.0,-38.23,0.0,-34.27,0.0,51.35,0.0,221.88,0.0,3.074,0.021,1.4340000000000002,0.01,1.146,0.005
2022-01-31 11:31:55,w.004,white,GS1,6,unknown,unknown,92.14,0.0,-0.37,0.0,-2.26,0.0,2.29,0.0,260.59,0.0,1.83,0.008,1.147,0.006,3.9160000000000004,0.005
2022-01-31 11:32:06,gy.010,grey,GS2,6,unknown,unknown,73.69,0.0,-1.84,0.0,2.0,0.0,2.71,0.0,132.54,0.0,3.033,0.152,2.488,0.131,3.239,0.042
2022-01-31 11:32:17,gy.011,grey,GS3,6,unknown,unknown,46.83,0.0,-2.84,0.0,1.71,0.0,3.32,0.0,149.03,0.0,2.575,0.151,2.7769999999999997,0.145,1.102,0.02
2022-01-31 11:32:28,gy.012,grey,GS4,6,unknown,unknown,14.59,0.0,-1.29,0.0,0.28,0.0,1.32,0.0,167.92,0.0,1.921,0.201,1.847,0.177,0.379,0.006999999999999999
2022-01-31 11:32:42,k.007,black,GS5,6,unknown,unknown,2.62,0.0,-1.96,0.0,-2.22,0.0,2.96,0.0,228.56,0.0,6.706,0.203,4.621,0.14300000000000002,0.575,0.006
2022-01-31 11:32:54,k.008,black,GS6,6,unknown,unknown,3.15,0.0,-1.71,0.0,-3.44,0.0,3.84,0.0,243.63,0.0,6.535,0.268,4.81,0.32,0.488,0.005
2022-01-31 11:26:44,r.034,magenta,M01,6,unknown,unknown,91.19,0.0,1.04,0.0,-3.28,0.0,3.44,0.0,287.61,0.0,2.255,0.036000000000000004,1.506,0.024,4.154,0.008
2022-01-31 11:26:55,r.035,magenta,M02,6,unknown,unknown,87.75,0.0,6.75,0.0,-7.72,0.0,10.25,0.0,311.17,0.0,2.7680000000000002,0.139,1.8559999999999999,0.1,4.516,0.031
2022-01-31 11:27:08,r.036,magenta,M03,6,unknown,unknown,81.9,0.0,15.79,0.0,-14.34,0.0,21.33,0.0,317.77,0.0,2.45,0.139,1.629,0.094,3.971,0.028999999999999998
2022-01-31 11:27:18,r.037,magenta,M04,6,unknown,unknown,75.43,0.0,24.81,0.0,-20.18,0.0,31.98,0.0,320.88,0.0,2.9560000000000004,0.23800000000000002,1.808,0.155,3.1710000000000003,0.039
2022-01-31 11:27:30,r.038,magenta,M05,6,unknown,unknown,70.54,0.0,33.33,0.0,-25.51,0.0,41.97,0.0,322.57,0.0,3.403,0.222,2.4130000000000003,0.158,4.438,0.03
2022-01-31 11:27:41,r.039,magenta,M06,6,unknown,unknown,64.37,0.0,41.56,0.0,-30.18,0.0,51.36,0.0,324.01,0.0,2.245,0.20600000000000002,1.811,0.17,3.338,0.027999999999999997
2022-01-31 11:27:52,r.040,magenta,M07,6,unknown,unknown,57.55,0.0,51.04,0.0,-35.27,0.0,62.04,0.0,325.35,0.0,1.734,0.20800000000000002,1.4580000000000002,0.182,3.0,0.024
2022-01-31 11:28:03,r.041,magenta,M08,6,unknown,unknown,48.72,0.0,62.26,0.0,-40.61,0.0,74.33,0.0,326.88,0.0,2.616,0.098,1.001,0.061,2.714,0.012
2022-01-31 11:28:14,r.042,magenta,M09,6,unknown,unknown,43.88,0.0,67.75,0.0,-42.96,0.0,80.22,0.0,327.62,0.0,4.421,0.065,1.103,0.05,3.322,0.017
2022-01-31 11:28:27,r.043,magenta,M10,6,unknown,unknown,41.66,0.0,69.6,0.0,-44.07,0.0,82.38,0.0,327.66,0.0,5.593999999999999,0.152,1.3419999999999999,0.048,3.766,0.017
2022-01-31 11:28:45,r.044,magenta,M11,6,unknown,unknown,41.15,0.0,69.72,0.0,-44.46,0.0,82.69,0.0,327.48,0.0,5.731,0.071,1.3769999999999998,0.027000000000000003,3.852,0.01
2022-01-31 11:29:18,y.034,yellow,Y01,6,unknown,unknown,91.76,0.0,-0.97,0.0,1.11,0.0,1.47,0.0,131.09,0.0,2.125,0.008,1.3319999999999999,0.006999999999999999,4.399,0.005
2022-01-31 11:29:30,y.035,yellow,Y02,6,unknown,unknown,90.62,0.0,-2.34,0.0,10.66,0.0,10.92,0.0,102.38,0.0,2.004,0.017,1.262,0.011000000000000001,4.062,0.009000000000000001
2022-01-31 11:29:43,y.036,yellow,Y03,6,unknown,unknown,88.53,0.0,-2.78,0.0,22.61,0.0,22.78,0.0,97.01,0.0,1.433,0.024,0.9420000000000001,0.016,2.838,0.013999999999999999
2022-01-31 11:29:57,y.037,yellow,Y04,6,unknown,unknown,87.36,0.0,-2.56,0.0,35.34,0.0,35.43,0.0,94.14,0.0,2.023,0.08,1.307,0.052000000000000005,3.7319999999999998,0.023
2022-01-31 11:30:10,y.038,yellow,Y05,6,unknown,unknown,85.53,0.0,-1.31,0.0,47.06,0.0,47.08,0.0,91.6,0.0,1.9069999999999998,0.096,1.255,0.063,3.427,0.026000000000000002
2022-01-31 11:30:25,y.039,yellow,Y06,6,unknown,unknown,83.71,0.0,0.75,0.0,57.33,0.0,57.34,0.0,89.25,0.0,1.76,0.054000000000000006,1.169,0.031,2.997,0.015
2022-01-31 11:30:37,y.040,yellow,Y07,6,unknown,unknown,81.8,0.0,2.84,0.0,69.42,0.0,69.48,0.0,87.66,0.0,2.463,0.105,1.234,0.062,2.7489999999999997,0.024
2022-01-31 11:30:49,y.041,yellow,Y08,6,unknown,unknown,78.57,0.0,7.28,0.0,85.94,0.0,86.25,0.0,85.16,0.0,4.553999999999999,0.397,1.367,0.079,2.46,0.022000000000000002
2022-01-31 11:31:01,y.042,yellow,Y09,6,unknown,unknown,76.17,0.0,9.83,0.0,92.77,0.0,93.29,0.0,83.95,0.0,6.7139999999999995,0.13699999999999998,1.465,0.037000000000000005,1.868,0.018000000000000002
2022-01-31 11:31:13,y.043,yellow,Y10,6,unknown,unknown,75.22,0.0,11.15,0.0,95.05,0.0,95.7,0.0,83.31,0.0,7.0420000000000025,0.391,1.685,0.073,2.102,0.019
2022-01-31 11:31:29,y.044,yellow,Y11,6,unknown,unknown,74.88,0.0,12.14,0.0,96.34,0.0,97.1,0.0,82.82,0.0,9.533,0.073,2.7,0.028999999999999998,2.992,0.009000000000000001
2022-01-31 17:34:03,b.056,cyan,C01,11,unknown,unknown,91.75,0.0,-1.14,0.0,-2.82,0.0,3.04,0.0,248.02,0.0,1.837,0.071,1.156,0.044000000000000004,4.018,0.022000000000000002
2022-01-31 17:34:14,b.057,cyan,C02,11,unknown,unknown,89.95,0.0,-5.38,0.0,-5.41,0.0,7.63,0.0,225.15,0.0,2.373,0.092,1.6030000000000002,0.057999999999999996,4.5680000000000005,0.027999999999999997
2022-01-31 17:34:25,b.058,cyan,C03,11,unknown,unknown,86.24,0.0,-12.13,0.0,-9.86,0.0,15.63,0.0,219.11,0.0,2.046,0.047,1.339,0.028999999999999998,3.5239999999999996,0.012
2022-01-31 17:34:37,b.059,cyan,C04,11,unknown,unknown,82.55,0.0,-18.02,0.0,-14.0,0.0,22.82,0.0,217.83,0.0,2.176,0.073,1.433,0.048,3.1710000000000003,0.018000000000000002
2022-01-31 17:34:48,b.060,cyan,C05,11,unknown,unknown,78.54,0.0,-23.43,0.0,-18.33,0.0,29.75,0.0,218.03,0.0,1.865,0.172,1.301,0.12300000000000001,2.506,0.043
2022-01-31 17:34:59,b.061,cyan,C06,11,unknown,unknown,74.77,0.0,-27.75,0.0,-22.0,0.0,35.41,0.0,218.41,0.0,1.703,0.10099999999999999,1.247,0.07400000000000001,2.0669999999999997,0.025
2022-01-31 17:35:10,b.062,cyan,C07,11,unknown,unknown,70.41,0.0,-31.79,0.0,-25.95,0.0,41.03,0.0,219.23,0.0,1.431,0.067,1.068,0.053,1.536,0.013999999999999999
2022-01-31 17:35:21,b.063,cyan,C08,11,unknown,unknown,64.74,0.0,-35.96,0.0,-30.42,0.0,47.11,0.0,220.23,0.0,1.859,0.075,1.28,0.075,1.431,0.019
