date,Id,colour,patch,cum_hrs,cum_klux_hr,cum_MJ/m2,L*,L*,a*,a*,b*,b*,C*,C*,h,h,dE76,dE76,dE00,dE00,dR_VIS,dR_VIS
value,value,value,value,value,value,value,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std,mean,std
2022-03-11 11:29:53,b.453-b.454-b.455,cyan,C01,0,0,0,89.92,0.071,-1.2830000000000001,0.017,-2.903,0.10300000000000001,3.173,0.10300000000000001,246.10299999999998,0.47700000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:32:38,b.456-b.457-b.458,cyan,C02,0,0,0,87.72,0.09300000000000001,-6.05,0.043,-5.87,0.134,8.43,0.126,224.127,0.433,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:36:01,b.459-b.460-b.461,cyan,C03,0,0,0,84.28,0.043,-12.53,0.022000000000000002,-10.29,0.102,16.213,0.068,219.393,0.28300000000000003,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:37:54,b.462-b.463-b.464,cyan,C04,0,0,0,80.547,0.069,-18.47,0.037000000000000005,-14.72,0.10400000000000001,23.62,0.09300000000000001,218.55700000000002,0.155,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:39:43,b.465-b.466-b.467,cyan,C05,0,0,0,76.743,0.17300000000000001,-23.517,0.168,-18.82,0.165,30.12,0.235,218.67,0.049,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:41:29,b.468-b.469-b.470,cyan,C06,0,0,0,73.107,0.098,-27.53,0.12,-22.29300000000001,0.172,35.427,0.19899999999999998,219.0,0.102,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 11:43:15,b.471-b.472-b.473,cyan,C07,0,0,0,69.063,0.069,-31.31,0.054000000000000006,-25.99,0.027999999999999997,40.69,0.059000000000000004,219.697,0.019,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:13:49,b.474-b.475-b.476,cyan,C08,0,0,0,63.31,0.096,-34.777,0.021,-30.316999999999997,0.039,46.14,0.028999999999999998,221.083,0.040999999999999995,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:15:39,b.477-b.478-b.479,cyan,C09,0,0,0,59.96,0.075,-35.757,0.047,-32.41,0.057,48.26,0.073,222.187,0.025,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:17:21,b.480-b.481-b.482,cyan,C10,0,0,0,58.44,0.036000000000000004,-35.55300000000001,0.031,-33.413000000000004,0.028999999999999998,48.79,0.028999999999999998,223.22299999999998,0.031,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:19:13,b.483-b.484-b.485,cyan,C11,0,0,0,57.787,0.012,-35.363,0.021,-33.897,0.038,48.983000000000004,0.012,223.787,0.046,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:42:50,gy.130-gy.131-gy.132,grey,GS2,0,0,0,71.083,0.16,-1.2429999999999999,0.155,0.57,0.12,1.3730000000000002,0.17800000000000002,155.447,3.6460000000000004,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:44:35,gy.133-gy.134-gy.135,grey,GS3,0,0,0,44.893,0.175,-1.35,0.091,0.897,0.163,1.6269999999999998,0.021,146.563,6.546,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:46:23,gy.136-gy.137-gy.138,grey,GS4,0,0,0,15.93,0.161,-0.4270000000000001,0.026000000000000002,-0.7929999999999999,0.297,0.91,0.26899999999999996,239.547,8.148,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:48:23,k.086-k.087-k.088,black,GS5,0,0,0,8.9,0.2,-0.413,0.012,-0.447,0.298,0.657,0.184,220.297,24.226,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:50:11,k.089-k.090-k.091,black,GS6,0,0,0,8.667,0.063,-0.3,0.037000000000000005,-0.233,0.534,0.59,0.292,195.52,48.177,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:21:21,r.453-r.454-r.455,magenta,M01,0,0,0,89.09,0.036000000000000004,1.297,0.012,-4.06,0.037000000000000005,4.26,0.037000000000000005,287.733,0.083,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:23:21,r.456-r.457-r.458,magenta,M02,0,0,0,85.26299999999998,0.139,7.523,0.168,-8.657,0.111,11.47,0.193,310.9770000000001,0.27699999999999997,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:25:18,r.459-r.460-r.461,magenta,M03,0,0,0,79.65,0.136,16.5,0.177,-15.0,0.12300000000000001,22.296999999999997,0.20800000000000002,317.7270000000001,0.076,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:27:13,r.462-r.463-r.464,magenta,M04,0,0,0,73.227,0.223,26.307,0.304,-21.463,0.168,33.95,0.34,320.79,0.11900000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:29:07,r.465-r.466-r.467,magenta,M05,0,0,0,67.53699999999999,0.20199999999999999,34.673,0.311,-26.38300000000001,0.196,43.57,0.369,322.733,0.045,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:31:04,r.468-r.469-r.470,magenta,M06,0,0,0,62.23,0.2,42.15,0.28600000000000003,-30.517,0.165,52.04,0.32899999999999996,324.093,0.037000000000000005,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:32:52,r.471-r.472-r.473,magenta,M07,0,0,0,55.983000000000004,0.19699999999999998,50.42,0.265,-34.863,0.209,61.297,0.336,325.337,0.045,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 12:34:42,r.474-r.475-r.476,magenta,M08,0,0,0,47.903,0.07400000000000001,60.033,0.111,-39.507,0.028999999999999998,71.863,0.102,326.653,0.045,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:10:04,r.477-r.478-r.479,magenta,M09,0,0,0,43.383,0.125,63.713,0.065,-41.227,0.054000000000000006,75.89,0.08199999999999999,327.097,0.012,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:12:38,r.480-r.481-r.482,magenta,M10,0,0,0,41.253,0.10099999999999999,64.337,0.161,-42.217,0.019,76.95,0.139,326.73,0.065,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:14:37,r.483-r.484-r.485,magenta,M11,0,0,0,40.72,0.078,64.327,0.075,-42.57,0.028999999999999998,77.133,0.07400000000000001,326.503,0.021,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:40:54,w.043-w.044-w.045,white,GS1,0,0,0,90.33,0.008,-0.39,0.008,-2.53,0.013999999999999999,2.557,0.019,261.193,0.165,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:17:43,y.453-y.454-y.455,yellow,Y01,0,0,0,89.64,0.008,-1.09,0.027999999999999997,1.19,0.028999999999999998,1.62,0.037000000000000005,132.48,0.5379999999999999,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:19:50,y.456-y.457-y.458,yellow,Y02,0,0,0,88.617,0.017,-2.41,0.022000000000000002,10.683,0.068,10.953,0.076,102.70299999999999,0.078,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:21:31,y.459-y.460-y.461,yellow,Y03,0,0,0,87.13,0.024,-3.08,0.008,22.563000000000002,0.146,22.773000000000003,0.146,97.77,0.051,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:23:37,y.462-y.463-y.464,yellow,Y04,0,0,0,85.36,0.08,-2.747,0.005,35.577,0.1,35.677,0.1,94.413,0.005,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:25:30,y.465-y.466-y.467,yellow,Y05,0,0,0,83.64299999999999,0.095,-1.51,0.027999999999999997,47.253,0.165,47.277,0.161,91.833,0.038,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:27:28,y.468-y.469-y.470,yellow,Y06,0,0,0,82.083,0.045,0.12,0.049,57.1,0.222,57.1,0.222,89.88,0.049,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:29:18,y.471-y.472-y.473,yellow,Y07,0,0,0,80.16,0.098,2.347,0.021,67.65,0.115,67.69,0.115,88.01299999999998,0.012,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:31:04,y.474-y.475-y.476,yellow,Y08,0,0,0,77.163,0.10300000000000001,6.48,0.141,81.683,0.42200000000000004,81.93700000000003,0.431,85.463,0.075,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:32:52,y.477-y.478-y.479,yellow,Y09,0,0,0,75.327,0.09,8.793,0.026000000000000002,86.19,0.139,86.637,0.13699999999999998,84.177,0.021,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:34:43,y.480-y.481-y.482,yellow,Y10,0,0,0,73.847,0.068,10.633,0.182,88.163,0.39899999999999997,88.8,0.418,83.12,0.08800000000000001,0.0,0.0,0.0,0.0,0.0,0.0
2022-03-11 16:36:34,y.483-y.484-y.485,yellow,Y11,0,0,0,72.37,0.045,12.48,0.08,87.15,0.075,88.04299999999998,0.085,81.85,0.045,0.0,0.0,0.0,0.0,0.0,0.0
2022-01-28 02:10:40,b.012,cyan,C01,3,unknown,unknown,90.96,0.0,-1.06,0.0,-3.66,0.0,3.81,0.0,253.82,0.0,1.306,0.08199999999999999,0.986,0.07,2.233,0.022000000000000002
2022-01-28 02:11:09,b.013,cyan,C02,3,unknown,unknown,88.73,0.0,-5.31,0.0,-6.06,0.0,8.06,0.0,228.77,0.0,1.266,0.081,1.0659999999999998,0.059000000000000004,2.0780000000000003,0.027999999999999997
2022-01-28 02:11:42,b.014,cyan,C03,3,unknown,unknown,85.53,0.0,-12.0,0.0,-10.56,0.0,15.99,0.0,221.36,0.0,1.3840000000000001,0.044000000000000004,0.972,0.034,2.177,0.012
2022-01-28 02:12:17,b.015,cyan,C04,3,unknown,unknown,81.89,0.0,-17.79,0.0,-14.96,0.0,23.24,0.0,220.05,0.0,1.524,0.065,1.044,0.046,2.147,0.018000000000000002
2022-01-28 02:12:52,b.016,cyan,C05,3,unknown,unknown,77.87,0.0,-22.88,0.0,-18.87,0.0,29.66,0.0,219.51,0.0,1.296,0.172,0.875,0.12,1.632,0.043
2022-01-28 02:13:21,b.017,cyan,C06,3,unknown,unknown,74.3,0.0,-27.23,0.0,-22.68,0.0,35.44,0.0,219.79,0.0,1.29,0.10800000000000001,0.9279999999999999,0.075,1.535,0.025
2022-01-28 02:13:52,b.018,cyan,C07,3,unknown,unknown,70.21,0.0,-31.23,0.0,-26.43,0.0,40.91,0.0,220.23,0.0,1.2309999999999999,0.065,0.9179999999999999,0.053,1.3559999999999999,0.013999999999999999
