	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    23 	b.143_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:42:09 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,27	5,55	-43,77	44,12	277,23	0,00	0,00	0,00	0,00	13,71	16,61	20,42	24,82	28,39	30,31	30,34	28,62	25,34	21,32	16,95	12,55	9,15	6,53	4,76	3,67	3,12	2,83	2,69	2,65	2,69	2,95	3,45	4,36	5,75	7,59	10,01	12,98	16,63	20,97	26,52	32,53	39,78	47,25	55,88
    24 	b.144_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:42:23 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,10	5,76	-43,89	44,27	277,47	0,00	0,00	0,00	0,00	13,59	16,46	20,34	24,76	28,30	30,23	30,26	28,43	25,20	21,11	16,81	12,39	9,02	6,43	4,70	3,62	3,06	2,80	2,66	2,61	2,64	2,91	3,41	4,32	5,68	7,55	9,75	12,84	16,43	20,83	26,24	32,25	39,56	47,10	55,78
    24 	b.144_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:42:23 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,26	5,71	-43,84	44,21	277,41	0,00	0,00	0,00	0,00	13,71	16,58	20,48	24,90	28,45	30,39	30,41	28,59	25,35	21,25	16,95	12,51	9,12	6,51	4,77	3,68	3,11	2,84	2,70	2,64	2,69	2,97	3,47	4,39	5,77	7,67	9,90	13,00	16,62	21,03	26,44	32,46	39,77	47,31	55,97
    25 	b.145_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:43:04 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,85	-7,05	-28,79	29,64	256,25	0,00	0,00	0,00	0,00	16,19	17,56	18,52	19,50	20,76	21,94	22,35	21,71	20,48	19,13	17,21	14,86	12,47	10,24	8,38	6,81	5,57	4,57	3,87	3,58	3,55	3,76	4,12	4,78	5,74	7,09	8,72	10,66	12,98	15,48	18,51	21,53	25,24	29,10	34,10
    25 	b.145_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:43:04 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,99	-7,05	-28,77	29,63	256,23	0,00	0,00	0,00	0,00	16,29	17,66	18,62	19,61	20,87	22,06	22,47	21,82	20,60	19,25	17,32	14,95	12,56	10,32	8,44	6,88	5,62	4,62	3,91	3,61	3,59	3,80	4,18	4,83	5,81	7,17	8,82	10,77	13,11	15,63	18,67	21,70	25,42	29,29	34,30
    26 	b.146_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:43:16 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,04	-6,95	-29,11	29,93	256,57	0,00	0,00	0,00	0,00	16,53	17,87	18,84	19,86	21,08	22,34	22,72	22,08	20,78	19,34	17,41	15,00	12,60	10,34	8,46	6,88	5,62	4,62	3,91	3,58	3,56	3,78	4,16	4,82	5,81	7,16	8,76	10,78	13,12	15,68	18,68	21,83	25,51	29,50	34,64
    26 	b.146_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:43:16 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,17	-6,94	-29,10	29,92	256,59	0,00	0,00	0,00	0,00	16,61	17,95	18,93	19,96	21,19	22,46	22,83	22,19	20,89	19,45	17,51	15,10	12,69	10,41	8,52	6,94	5,66	4,66	3,95	3,62	3,61	3,83	4,22	4,88	5,88	7,24	8,87	10,89	13,25	15,82	18,84	22,00	25,70	29,70	34,85
    27 	b.147_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:43:28 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,66	-7,01	-28,86	29,70	256,35	0,00	0,00	0,00	0,00	16,03	17,36	18,29	19,34	20,58	21,83	22,27	21,60	20,40	18,96	17,08	14,71	12,34	10,10	8,26	6,70	5,48	4,52	3,84	3,52	3,50	3,69	4,06	4,69	5,65	6,94	8,53	10,46	12,77	15,30	18,27	21,42	25,08	29,05	34,11
    27 	b.147_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:43:28 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,73	-7,03	-28,83	29,67	256,30	0,00	0,00	0,00	0,00	16,06	17,39	18,33	19,38	20,63	21,88	22,32	21,66	20,45	19,03	17,15	14,76	12,39	10,14	8,29	6,74	5,51	4,54	3,86	3,54	3,52	3,72	4,09	4,72	5,69	6,99	8,60	10,53	12,86	15,41	18,38	21,54	25,21	29,19	34,24
    28 	b.148_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:43:58 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,84	2,44	-34,97	35,05	273,99	0,00	0,00	0,00	0,00	11,10	12,59	15,35	20,27	25,55	27,73	26,72	24,03	20,70	17,56	14,81	12,25	10,10	8,27	7,10	6,18	5,26	4,49	4,13	4,17	4,22	4,08	3,86	4,06	4,97	7,14	11,30	18,08	27,20	37,14	47,14	55,12	62,25	68,08	73,68
    28 	b.148_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:43:58 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,99	2,40	-34,91	35,00	273,94	0,00	0,00	0,00	0,00	11,17	12,67	15,44	20,37	25,66	27,84	26,83	24,15	20,81	17,67	14,92	12,35	10,19	8,35	7,17	6,24	5,31	4,54	4,17	4,21	4,26	4,12	3,92	4,13	5,07	7,28	11,49	18,30	27,45	37,43	47,45	55,46	62,61	68,45	74,03
    29 	b.149_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:44:08 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,96	2,55	-35,64	35,73	274,09	0,00	0,00	0,00	0,00	11,23	12,77	15,55	20,69	26,14	28,38	27,34	24,56	21,17	17,86	15,06	12,41	10,18	8,31	7,12	6,17	5,24	4,45	4,06	4,10	4,16	4,04	3,85	4,01	4,95	7,17	11,35	18,34	27,48	37,55	47,60	55,61	62,72	68,48	74,10
    29 	b.149_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:44:08 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,14	2,52	-35,59	35,68	274,06	0,00	0,00	0,00	0,00	11,33	12,88	15,67	20,82	26,29	28,54	27,49	24,71	21,32	18,01	15,20	12,53	10,29	8,40	7,20	6,25	5,31	4,51	4,12	4,15	4,22	4,10	3,92	4,10	5,07	7,33	11,56	18,59	27,77	37,88	47,97	56,01	63,14	68,92	74,53
    30 	b.150_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:44:23 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,53	2,66	-35,36	35,46	274,31	0,00	0,00	0,00	0,00	10,81	12,34	15,07	20,13	25,50	27,73	26,71	23,95	20,57	17,40	14,60	12,06	9,89	8,09	6,93	6,02	5,11	4,33	3,98	4,03	4,08	3,97	3,75	3,94	4,85	6,98	11,12	17,79	26,83	36,74	46,68	54,65	61,69	67,50	73,12
    30 	b.150_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:44:23 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,71	2,67	-35,31	35,41	274,33	0,00	0,00	0,00	0,00	10,91	12,45	15,20	20,27	25,65	27,89	26,87	24,11	20,72	17,54	14,74	12,17	10,00	8,18	7,01	6,09	5,18	4,39	4,03	4,09	4,15	4,03	3,84	4,04	4,98	7,16	11,35	18,06	27,14	37,08	47,05	55,04	62,10	67,92	73,52
