	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
     6 	b.126_BW2-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:34:31 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,75	-11,54	-9,33	14,84	218,96	0,00	0,00	0,00	0,00	29,63	32,00	33,79	34,28	34,58	34,44	34,19	34,39	34,50	34,87	34,79	34,44	33,63	32,42	30,78	28,63	26,67	24,82	23,08	21,63	20,37	19,51	18,72	18,36	18,34	18,78	19,57	21,14	23,32	26,37	30,32	35,06	40,95	47,13	54,59
     6 	b.126_BW2-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:34:31 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,97	-11,48	-9,15	14,68	218,56	0,00	0,00	0,00	0,00	29,73	32,10	33,89	34,40	34,72	34,59	34,33	34,55	34,66	35,05	35,00	34,65	33,86	32,64	31,03	28,89	26,93	25,08	23,34	21,90	20,64	19,77	18,98	18,61	18,59	19,04	19,85	21,41	23,60	26,65	30,61	35,34	41,24	47,42	54,87
     7 	b.127_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:35:15 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,01	3,12	-36,72	36,85	274,85	0,00	0,00	0,00	0,00	20,32	22,95	25,36	27,54	28,49	28,39	27,41	25,68	23,45	21,05	18,14	14,89	12,03	9,51	7,59	6,19	5,34	4,84	4,59	4,48	4,57	4,93	5,56	6,56	7,90	9,61	11,74	14,26	17,32	21,01	25,41	30,27	36,10	42,23	49,53
     7 	b.127_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:35:15 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,16	3,11	-36,65	36,78	274,85	0,00	0,00	0,00	0,00	20,45	23,08	25,49	27,66	28,61	28,51	27,53	25,81	23,57	21,16	18,26	15,00	12,13	9,60	7,67	6,26	5,40	4,89	4,64	4,54	4,63	5,00	5,65	6,66	8,02	9,74	11,90	14,43	17,51	21,22	25,64	30,50	36,34	42,48	49,78
     8 	b.128_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:35:31 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,99	3,87	-37,22	37,42	275,94	0,00	0,00	0,00	0,00	20,06	22,36	24,73	26,80	27,78	27,63	26,62	24,87	22,63	20,12	17,24	14,06	11,29	8,86	7,03	5,72	4,93	4,49	4,26	4,18	4,26	4,62	5,22	6,16	7,44	9,09	11,07	13,66	16,65	20,24	24,66	29,54	35,41	41,61	48,96
     8 	b.128_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:35:31 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,18	3,84	-37,15	37,34	275,90	0,00	0,00	0,00	0,00	20,20	22,50	24,88	26,94	27,93	27,80	26,77	25,03	22,78	20,27	17,38	14,19	11,41	8,97	7,13	5,81	5,00	4,55	4,32	4,24	4,33	4,70	5,31	6,27	7,56	9,24	11,25	13,85	16,87	20,48	24,92	29,82	35,71	41,91	49,27
     9 	b.129_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:35:50 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,17	3,33	-36,70	36,85	275,18	0,00	0,00	0,00	0,00	20,79	23,19	25,66	27,77	28,76	28,57	27,55	25,77	23,48	21,01	18,09	14,93	12,11	9,62	7,72	6,30	5,45	4,95	4,67	4,60	4,65	5,05	5,69	6,66	8,03	9,74	11,73	14,25	17,33	20,85	25,23	30,12	35,86	42,05	49,37
     9 	b.129_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:35:50 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,34	3,32	-36,66	36,81	275,18	0,00	0,00	0,00	0,00	20,93	23,33	25,80	27,92	28,91	28,73	27,69	25,92	23,62	21,14	18,22	15,05	12,22	9,71	7,80	6,38	5,51	5,01	4,73	4,66	4,72	5,12	5,77	6,76	8,14	9,88	11,90	14,43	17,53	21,08	25,47	30,38	36,14	42,33	49,65
    10 	b.130_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:36:37 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,23	-5,85	-28,09	28,69	258,24	0,00	0,00	0,00	0,00	17,74	19,01	19,92	20,90	21,87	22,79	22,96	22,23	21,04	19,64	17,73	15,46	13,18	11,00	9,16	7,58	6,31	5,29	4,59	4,27	4,22	4,50	4,94	5,71	6,88	8,39	10,25	12,36	14,79	17,39	20,45	23,62	27,32	31,32	36,19
    10 	b.130_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:36:37 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,36	-5,86	-28,07	28,68	258,20	0,00	0,00	0,00	0,00	17,85	19,11	20,03	21,01	21,98	22,89	23,06	22,34	21,15	19,75	17,84	15,56	13,26	11,08	9,23	7,65	6,36	5,34	4,63	4,30	4,27	4,54	4,99	5,77	6,95	8,48	10,36	12,48	14,93	17,55	20,63	23,81	27,53	31,53	36,40
    11 	b.131_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:36:52 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,50	-6,01	-28,16	28,79	257,95	0,00	0,00	0,00	0,00	17,77	19,13	20,14	21,13	22,15	23,12	23,29	22,55	21,32	19,95	18,06	15,71	13,37	11,19	9,33	7,70	6,40	5,37	4,64	4,31	4,27	4,55	5,02	5,79	6,97	8,54	10,29	12,58	15,00	17,65	20,78	23,94	27,74	31,68	36,66
    11 	b.131_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:36:52 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,64	-6,05	-28,09	28,74	257,85	0,00	0,00	0,00	0,00	17,84	19,21	20,22	21,22	22,25	23,22	23,39	22,66	21,42	20,06	18,17	15,82	13,47	11,28	9,42	7,78	6,47	5,43	4,69	4,36	4,32	4,60	5,08	5,86	7,04	8,62	10,40	12,70	15,13	17,80	20,94	24,12	27,93	31,88	36,86
    12 	b.132_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:37:07 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,97	-5,70	-28,25	28,82	258,59	0,00	0,00	0,00	0,00	17,46	18,76	19,76	20,70	21,74	22,64	22,84	22,10	20,84	19,45	17,53	15,26	12,98	10,84	9,00	7,42	6,18	5,18	4,48	4,15	4,14	4,41	4,87	5,64	6,79	8,30	10,11	12,24	14,69	17,29	20,42	23,66	27,42	31,43	36,40
    12 	b.132_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:37:07 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,10	-5,71	-28,21	28,78	258,56	0,00	0,00	0,00	0,00	17,57	18,86	19,85	20,80	21,84	22,73	22,94	22,20	20,95	19,55	17,63	15,36	13,07	10,91	9,07	7,49	6,24	5,23	4,52	4,20	4,19	4,47	4,93	5,70	6,86	8,38	10,21	12,36	14,82	17,44	20,58	23,84	27,62	31,64	36,61
    13 	b.133_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:37:42 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,07	4,13	-34,77	35,02	276,77	0,00	0,00	0,00	0,00	12,39	14,23	17,12	22,10	27,11	28,90	27,43	24,53	21,14	17,99	15,29	12,76	10,64	8,84	7,67	6,72	5,79	5,01	4,66	4,74	4,84	4,76	4,66	5,08	6,52	9,54	14,45	21,40	29,70	38,39	46,88	54,04	60,90	66,77	72,69
    13 	b.133_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:37:42 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,24	4,13	-34,70	34,95	276,78	0,00	0,00	0,00	0,00	12,50	14,34	17,24	22,22	27,24	29,04	27,56	24,67	21,27	18,12	15,41	12,87	10,74	8,93	7,75	6,80	5,86	5,07	4,72	4,80	4,91	4,83	4,74	5,19	6,66	9,72	14,68	21,67	30,01	38,74	47,27	54,46	61,34	67,24	73,15
    14 	b.134_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:37:53 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,00	3,88	-34,46	34,68	276,42	0,00	0,00	0,00	0,00	12,23	14,05	16,93	21,80	26,75	28,56	27,19	24,34	20,99	17,93	15,21	12,72	10,62	8,82	7,66	6,71	5,78	5,00	4,65	4,73	4,83	4,73	4,62	5,04	6,47	9,46	14,38	21,36	29,51	38,27	46,68	53,82	60,60	66,46	72,25
    14 	b.134_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:37:53 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,18	3,85	-34,38	34,59	276,39	0,00	0,00	0,00	0,00	12,32	14,15	17,04	21,92	26,88	28,69	27,32	24,49	21,13	18,06	15,34	12,83	10,73	8,92	7,75	6,80	5,85	5,07	4,71	4,79	4,89	4,80	4,71	5,14	6,60	9,64	14,60	21,62	29,81	38,60	47,03	54,19	60,97	66,85	72,62
    15 	b.135_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:38:04 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,48	3,98	-34,61	34,84	276,56	0,00	0,00	0,00	0,00	12,61	14,45	17,37	22,36	27,46	29,20	27,79	24,89	21,48	18,33	15,57	13,01	10,89	9,08	7,87	6,92	5,98	5,18	4,83	4,90	5,00	4,91	4,80	5,23	6,70	9,77	14,78	21,83	30,18	38,85	47,33	54,53	61,22	67,15	72,97
    15 	b.135_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:38:04 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,64	3,97	-34,54	34,77	276,56	0,00	0,00	0,00	0,00	12,69	14,54	17,47	22,47	27,58	29,33	27,92	25,02	21,60	18,44	15,68	13,12	10,99	9,16	7,95	7,00	6,05	5,24	4,88	4,96	5,06	4,97	4,89	5,33	6,83	9,94	15,01	22,09	30,48	39,19	47,71	54,93	61,65	67,58	73,40
    16 	b.136_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:39:27 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,40	-3,89	-38,10	38,30	264,17	0,00	0,00	0,00	0,00	24,37	28,55	31,72	33,89	34,97	35,69	35,24	33,86	31,51	28,60	24,96	20,90	17,47	14,19	11,39	9,08	7,42	6,37	5,68	5,18	4,67	4,41	4,39	5,13	7,11	10,68	15,94	23,27	32,13	42,81	54,85	65,27	73,86	79,18	83,07
    16 	b.136_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:39:27 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,48	-3,94	-37,40	37,61	263,99	0,00	0,00	0,00	0,00	24,07	28,20	31,33	33,47	34,52	35,23	34,80	33,47	31,18	28,36	24,80	20,83	17,47	14,25	11,50	9,22	7,58	6,53	5,84	5,34	4,83	4,58	4,56	5,30	7,29	10,86	16,14	23,45	32,31	42,97	54,99	65,40	73,99	79,30	83,16
    17 	b.137_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:40:07 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,80	-3,27	-38,29	38,43	265,12	0,00	0,00	0,00	0,00	23,54	27,89	31,16	33,14	34,50	35,09	34,68	33,27	30,77	27,91	24,31	20,28	16,76	13,65	11,00	8,66	7,12	6,13	5,47	5,00	4,54	4,31	4,29	5,01	6,94	10,49	15,81	23,17	32,18	43,15	55,41	66,02	74,74	80,13	83,98
    17 	b.137_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:40:07 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,91	-3,29	-37,57	37,72	264,99	0,00	0,00	0,00	0,00	23,29	27,58	30,81	32,75	34,08	34,66	34,24	32,88	30,45	27,66	24,16	20,21	16,76	13,72	11,12	8,83	7,30	6,31	5,65	5,18	4,72	4,48	4,47	5,20	7,12	10,69	16,02	23,36	32,37	43,33	55,57	66,15	74,84	80,22	84,03
    18 	b.138_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:40:21 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,45	-3,47	-38,28	38,44	264,82	0,00	0,00	0,00	0,00	24,17	28,60	31,98	33,99	35,38	35,88	35,41	34,10	31,65	28,64	24,83	20,96	17,36	14,16	11,40	9,06	7,46	6,41	5,73	5,24	4,74	4,51	4,47	5,24	7,24	10,87	16,26	23,56	32,68	43,50	55,67	66,10	74,57	79,81	83,59
    18 	b.138_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:40:21 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,55	-3,53	-37,55	37,71	264,64	0,00	0,00	0,00	0,00	23,86	28,25	31,58	33,55	34,93	35,42	34,95	33,70	31,32	28,40	24,66	20,88	17,37	14,23	11,52	9,22	7,64	6,59	5,90	5,41	4,92	4,68	4,65	5,42	7,42	11,06	16,47	23,75	32,86	43,67	55,83	66,23	74,69	79,92	83,67
    19 	b.139_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:40:58 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,29	-7,75	-44,11	44,79	260,03	0,00	0,00	0,00	0,00	27,16	31,42	36,53	41,21	44,12	45,56	45,24	43,71	40,78	36,62	31,60	26,00	21,00	16,53	12,98	9,96	7,80	6,38	5,40	4,82	4,42	4,33	4,24	4,41	4,97	6,09	8,09	11,14	15,84	22,18	31,14	41,61	53,67	64,66	74,75
    19 	b.139_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:40:58 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,29	-7,78	-43,67	44,36	259,89	0,00	0,00	0,00	0,00	26,92	31,12	36,18	40,83	43,71	45,14	44,81	43,32	40,44	36,35	31,41	25,88	20,95	16,53	13,03	10,03	7,88	6,47	5,48	4,90	4,51	4,40	4,33	4,50	5,06	6,21	8,23	11,29	16,01	22,36	31,33	41,80	53,87	64,87	74,94
    20 	b.140_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:41:08 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,95	-7,25	-44,40	44,99	260,72	0,00	0,00	0,00	0,00	27,47	31,36	36,64	41,15	44,17	45,21	44,97	43,19	40,10	36,13	31,02	25,36	20,60	16,30	12,75	9,81	7,70	6,26	5,30	4,70	4,32	4,17	4,09	4,26	4,84	5,94	7,96	10,99	15,44	21,77	30,37	40,58	52,59	63,59	73,91
    20 	b.140_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:41:08 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,95	-7,27	-43,96	44,56	260,61	0,00	0,00	0,00	0,00	27,26	31,09	36,33	40,79	43,78	44,79	44,55	42,80	39,77	35,87	30,83	25,24	20,56	16,31	12,80	9,89	7,79	6,36	5,40	4,79	4,41	4,26	4,18	4,35	4,95	6,06	8,10	11,14	15,61	21,96	30,57	40,79	52,82	63,83	74,14
    21 	b.141_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:41:21 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,89	-7,36	-45,20	45,79	260,76	0,00	0,00	0,00	0,00	27,71	31,72	36,76	41,54	44,68	45,95	45,63	44,08	40,84	36,60	31,34	25,59	20,65	16,14	12,59	9,70	7,47	6,00	5,06	4,48	4,11	3,96	3,89	4,05	4,63	5,74	7,63	10,81	15,42	21,76	30,62	41,14	53,45	64,70	75,10
    21 	b.141_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:41:21 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,87	-7,38	-44,73	45,33	260,63	0,00	0,00	0,00	0,00	27,44	31,39	36,38	41,11	44,22	45,48	45,15	43,63	40,45	36,29	31,11	25,44	20,59	16,13	12,63	9,77	7,55	6,08	5,15	4,56	4,19	4,05	3,98	4,13	4,72	5,85	7,77	10,95	15,58	21,92	30,79	41,31	53,64	64,88	75,27
    22 	b.142_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:41:57 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,62	5,41	-43,51	43,84	277,08	0,00	0,00	0,00	0,00	13,78	16,75	20,62	25,04	28,63	30,48	30,59	28,85	25,60	21,60	17,20	12,74	9,36	6,69	4,93	3,81	3,24	2,96	2,82	2,78	2,82	3,09	3,60	4,53	5,92	7,83	10,14	13,24	16,84	21,31	26,79	32,89	40,13	47,59	56,27
    22 	b.142_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/7/2022 12:41:57 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,79	5,36	-43,48	43,81	277,03	0,00	0,00	0,00	0,00	13,92	16,90	20,77	25,20	28,79	30,66	30,76	29,03	25,76	21,75	17,35	12,86	9,46	6,78	5,00	3,87	3,29	3,00	2,85	2,82	2,86	3,14	3,66	4,61	6,01	7,95	10,30	13,41	17,05	21,52	27,01	33,11	40,34	47,79	56,45
    23 	b.143_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/7/2022 12:42:09 PM	2/7/2022 12:30:46 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,12	5,60	-43,80	44,16	277,29	0,00	0,00	0,00	0,00	13,60	16,51	20,30	24,69	28,25	30,16	30,19	28,47	25,20	21,18	16,83	12,45	9,05	6,45	4,69	3,62	3,08	2,80	2,66	2,62	2,65	2,90	3,40	4,29	5,67	7,48	9,87	12,83	16,46	20,78	26,33	32,34	39,59	47,07	55,72
