	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
     6 	b.216_BW2-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:43:42 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	70,86	-11,44	-0,84	11,47	184,22	0,00	0,00	0,00	0,00	32,57	36,09	39,14	40,78	42,09	42,93	43,55	44,27	45,02	46,09	46,63	47,40	47,76	47,40	46,33	44,51	42,54	40,41	38,31	36,23	34,52	33,23	32,14	31,44	31,10	31,56	32,52	34,29	36,75	40,17	44,61	49,54	55,37	61,07	67,15
     6 	b.216_BW2-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:43:42 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	71,14	-11,39	-0,65	11,40	183,25	0,00	0,00	0,00	0,00	32,77	36,30	39,35	41,00	42,32	43,17	43,80	44,54	45,32	46,40	46,97	47,77	48,16	47,80	46,77	44,96	43,00	40,87	38,78	36,69	34,96	33,67	32,58	31,86	31,52	31,98	32,94	34,70	37,17	40,60	45,03	49,96	55,79	61,49	67,56
     7 	b.217_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:44:29 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	43,68	-1,18	-27,47	27,49	267,54	0,00	0,00	0,00	0,00	22,08	24,70	26,88	28,54	29,25	29,16	28,50	27,42	25,96	24,42	22,23	19,70	17,09	14,54	12,40	10,65	9,52	8,78	8,32	8,14	8,20	8,72	9,61	10,70	12,20	14,07	16,13	18,88	21,81	25,20	29,53	34,16	39,58	45,28	51,99
     7 	b.217_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:44:29 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	43,95	-1,18	-27,29	27,32	267,52	0,00	0,00	0,00	0,00	22,24	24,86	27,05	28,71	29,42	29,34	28,69	27,61	26,16	24,61	22,42	19,90	17,29	14,73	12,58	10,83	9,69	8,95	8,49	8,31	8,37	8,90	9,80	10,90	12,41	14,30	16,39	19,13	22,08	25,50	29,82	34,46	39,89	45,60	52,30
     8 	b.218_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:44:45 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,94	-1,00	-27,71	27,73	267,93	0,00	0,00	0,00	0,00	21,43	24,07	26,28	27,94	28,58	28,51	27,80	26,76	25,33	23,72	21,55	19,05	16,49	13,99	11,90	10,20	9,07	8,35	7,93	7,76	7,85	8,32	9,19	10,26	11,72	13,55	15,77	18,32	21,24	24,67	28,94	33,50	38,90	44,54	51,27
     8 	b.218_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:44:45 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	43,18	-1,00	-27,53	27,55	267,92	0,00	0,00	0,00	0,00	21,56	24,21	26,42	28,07	28,72	28,65	27,95	26,91	25,49	23,87	21,71	19,21	16,65	14,16	12,06	10,36	9,22	8,51	8,09	7,92	8,00	8,47	9,36	10,44	11,90	13,74	15,98	18,53	21,47	24,91	29,19	33,76	39,16	44,82	51,55
     9 	b.219_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:45:01 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,72	-0,69	-27,90	27,91	268,59	0,00	0,00	0,00	0,00	21,57	23,99	26,16	27,84	28,55	28,41	27,71	26,59	25,09	23,50	21,29	18,79	16,26	13,78	11,71	10,04	8,95	8,28	7,87	7,70	7,79	8,25	9,10	10,18	11,61	13,47	15,57	18,07	21,19	24,59	28,85	33,50	39,02	44,74	51,53
     9 	b.219_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:45:01 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,96	-0,68	-27,74	27,75	268,59	0,00	0,00	0,00	0,00	21,72	24,13	26,30	27,99	28,70	28,57	27,87	26,76	25,25	23,66	21,46	18,97	16,43	13,94	11,87	10,19	9,10	8,43	8,02	7,86	7,93	8,41	9,27	10,35	11,80	13,67	15,79	18,29	21,44	24,86	29,13	33,79	39,33	45,06	51,85
    10 	b.220_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:45:38 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	39,33	-5,80	-26,01	26,65	257,43	0,00	0,00	0,00	0,00	18,25	19,74	20,74	21,74	22,74	23,51	23,70	23,04	22,04	20,77	18,94	16,75	14,51	12,36	10,45	8,79	7,46	6,40	5,63	5,28	5,25	5,57	6,23	7,11	8,46	10,27	12,35	14,83	17,48	20,25	23,55	26,87	30,74	34,85	39,79
    10 	b.220_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:45:38 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	39,51	-5,78	-25,85	26,49	257,40	0,00	0,00	0,00	0,00	18,35	19,83	20,83	21,83	22,82	23,60	23,79	23,14	22,14	20,86	19,05	16,87	14,63	12,47	10,56	8,90	7,57	6,51	5,74	5,39	5,35	5,68	6,34	7,22	8,58	10,40	12,50	14,97	17,63	20,43	23,74	27,08	30,96	35,08	40,04
    11 	b.221_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:45:51 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	39,09	-5,57	-26,11	26,70	257,97	0,00	0,00	0,00	0,00	18,19	19,58	20,68	21,59	22,56	23,37	23,51	22,86	21,79	20,52	18,70	16,51	14,30	12,16	10,30	8,67	7,35	6,32	5,55	5,18	5,17	5,52	6,18	7,04	8,37	10,20	12,25	14,74	17,44	20,29	23,66	27,05	30,98	35,14	40,25
    11 	b.221_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:45:51 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	39,27	-5,55	-25,99	26,58	257,95	0,00	0,00	0,00	0,00	18,30	19,68	20,79	21,70	22,67	23,48	23,62	22,98	21,91	20,63	18,82	16,64	14,42	12,27	10,41	8,78	7,45	6,42	5,66	5,28	5,26	5,62	6,28	7,15	8,49	10,33	12,40	14,89	17,60	20,48	23,86	27,27	31,21	35,39	40,49
    12 	b.222_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:46:03 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	38,92	-5,62	-25,96	26,57	257,78	0,00	0,00	0,00	0,00	18,09	19,45	20,42	21,38	22,34	23,08	23,25	22,62	21,55	20,33	18,54	16,38	14,18	12,06	10,23	8,60	7,30	6,24	5,49	5,13	5,12	5,46	6,11	6,97	8,29	10,11	12,19	14,63	17,25	20,06	23,37	26,76	30,63	34,68	39,65
    12 	b.222_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:46:03 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	39,12	-5,61	-25,81	26,42	257,74	0,00	0,00	0,00	0,00	18,18	19,54	20,51	21,47	22,44	23,19	23,37	22,75	21,67	20,45	18,67	16,51	14,31	12,18	10,35	8,72	7,41	6,35	5,61	5,24	5,22	5,57	6,22	7,10	8,43	10,25	12,35	14,79	17,43	20,26	23,59	26,99	30,87	34,92	39,91
    13 	b.223_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:46:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,45	3,13	-32,61	32,76	275,49	0,00	0,00	0,00	0,00	12,52	14,44	17,32	22,05	26,82	28,74	27,59	24,95	21,78	18,76	16,10	13,62	11,52	9,67	8,45	7,47	6,52	5,69	5,29	5,39	5,54	5,52	5,49	5,91	7,55	10,84	16,04	22,91	30,76	38,79	46,51	53,28	59,81	65,77	71,79
    13 	b.223_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:46:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,73	3,14	-32,42	32,58	275,53	0,00	0,00	0,00	0,00	12,63	14,56	17,46	22,21	26,99	28,92	27,78	25,15	21,97	18,93	16,27	13,79	11,68	9,82	8,59	7,61	6,65	5,84	5,44	5,54	5,67	5,67	5,65	6,10	7,75	11,08	16,32	23,22	31,11	39,19	46,93	53,72	60,26	66,24	72,24
    14 	b.224_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:46:46 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,07	3,24	-32,55	32,71	275,69	0,00	0,00	0,00	0,00	12,41	14,25	17,05	21,71	26,41	28,27	27,09	24,48	21,36	18,36	15,74	13,33	11,26	9,46	8,27	7,31	6,38	5,56	5,18	5,27	5,40	5,40	5,38	5,78	7,35	10,61	15,72	22,50	30,29	38,23	45,94	52,60	59,14	65,08	71,24
    14 	b.224_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:46:46 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,33	3,25	-32,38	32,54	275,74	0,00	0,00	0,00	0,00	12,52	14,38	17,19	21,86	26,57	28,44	27,26	24,66	21,52	18,52	15,89	13,49	11,40	9,60	8,40	7,43	6,51	5,69	5,32	5,41	5,52	5,53	5,52	5,94	7,54	10,84	15,99	22,80	30,63	38,61	46,35	53,03	59,59	65,54	71,69
    15 	b.225_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:46:59 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,89	2,95	-32,83	32,97	275,13	0,00	0,00	0,00	0,00	12,81	14,74	17,74	22,59	27,50	29,39	28,20	25,57	22,31	19,26	16,51	14,00	11,83	9,93	8,69	7,68	6,69	5,84	5,44	5,52	5,66	5,62	5,59	6,00	7,60	10,99	16,15	23,09	30,95	38,96	46,62	53,23	59,79	65,73	71,87
    15 	b.225_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:46:59 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	38,15	2,95	-32,65	32,78	275,15	0,00	0,00	0,00	0,00	12,94	14,88	17,88	22,74	27,65	29,54	28,36	25,73	22,47	19,41	16,66	14,15	11,98	10,08	8,83	7,81	6,81	5,98	5,58	5,66	5,79	5,75	5,73	6,16	7,78	11,21	16,42	23,38	31,27	39,34	47,01	53,66	60,23	66,18	72,31
    16 	b.226_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:55:17 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,32	-3,77	-37,93	38,12	264,32	0,00	0,00	0,00	0,00	24,16	28,21	31,44	33,47	34,75	35,46	35,01	33,73	31,47	28,52	24,74	20,81	17,30	14,12	11,36	9,01	7,38	6,34	5,64	5,16	4,64	4,46	4,54	5,23	7,18	10,87	16,17	23,64	32,68	43,59	55,85	66,28	74,71	79,92	83,56
    16 	b.226_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:55:17 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,51	-3,80	-37,11	37,31	264,16	0,00	0,00	0,00	0,00	23,90	27,91	31,10	33,10	34,36	35,06	34,62	33,39	31,19	28,31	24,63	20,80	17,37	14,25	11,53	9,23	7,62	6,59	5,89	5,41	4,88	4,70	4,77	5,47	7,42	11,12	16,42	23,87	32,91	43,81	56,05	66,47	74,88	80,06	83,68
    17 	b.227_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:55:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,65	-4,25	-37,25	37,49	263,49	0,00	0,00	0,00	0,00	23,79	28,01	31,18	33,30	34,59	35,38	34,93	33,73	31,44	28,71	24,97	21,07	17,63	14,36	11,65	9,35	7,63	6,56	5,86	5,36	4,83	4,62	4,68	5,36	7,34	10,95	16,27	23,48	32,59	43,30	55,32	65,80	74,35	79,72	83,58
    17 	b.227_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:55:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,84	-4,26	-36,45	36,70	263,34	0,00	0,00	0,00	0,00	23,56	27,73	30,86	32,95	34,22	35,00	34,56	33,41	31,18	28,52	24,86	21,06	17,70	14,48	11,83	9,57	7,87	6,81	6,11	5,61	5,07	4,86	4,92	5,60	7,58	11,20	16,53	23,72	32,82	43,53	55,54	66,02	74,56	79,91	83,77
    18 	b.228_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:55:47 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,09	-3,73	-38,06	38,25	264,40	0,00	0,00	0,00	0,00	23,93	28,23	31,13	33,29	34,53	35,38	34,84	33,46	31,24	28,30	24,56	20,61	17,10	14,01	11,22	8,82	7,25	6,22	5,54	5,05	4,58	4,37	4,43	5,06	6,98	10,55	15,99	23,31	32,40	43,29	55,58	66,22	74,69	80,14	83,87
    18 	b.228_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:55:47 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,27	-3,74	-37,26	37,45	264,27	0,00	0,00	0,00	0,00	23,69	27,94	30,80	32,92	34,14	34,98	34,44	33,12	30,96	28,09	24,43	20,59	17,15	14,13	11,39	9,02	7,47	6,46	5,80	5,30	4,81	4,60	4,66	5,30	7,21	10,79	16,23	23,54	32,62	43,51	55,79	66,42	74,88	80,33	84,04
    19 	b.229_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:56:22 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,45	-7,86	-44,23	44,92	259,93	0,00	0,00	0,00	0,00	27,18	31,46	36,82	41,52	44,54	45,86	45,57	44,06	41,04	37,07	31,76	26,10	21,21	16,76	13,09	10,08	7,87	6,38	5,40	4,80	4,40	4,32	4,33	4,43	4,97	6,08	8,13	11,29	16,00	22,45	31,57	42,22	54,51	65,54	75,59
    19 	b.229_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:56:22 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,51	-7,85	-43,71	44,41	259,82	0,00	0,00	0,00	0,00	27,01	31,23	36,54	41,19	44,18	45,48	45,19	43,69	40,73	36,83	31,60	26,02	21,21	16,81	13,19	10,21	8,02	6,54	5,56	4,95	4,54	4,46	4,47	4,57	5,11	6,23	8,29	11,45	16,18	22,67	31,80	42,47	54,77	65,81	75,86
    20 	b.230_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:56:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	46,44	-8,85	-44,18	45,05	258,68	0,00	0,00	0,00	0,00	28,03	32,54	37,95	42,68	45,91	47,31	47,03	45,72	42,76	38,78	33,43	27,65	22,46	17,70	13,86	10,58	8,25	6,71	5,65	5,03	4,60	4,50	4,53	4,62	5,18	6,35	8,47	11,78	16,78	23,62	33,00	43,85	56,15	67,02	76,72
    20 	b.230_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:56:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	46,48	-8,83	-43,66	44,54	258,57	0,00	0,00	0,00	0,00	27,81	32,26	37,62	42,30	45,49	46,87	46,59	45,31	42,40	38,49	33,23	27,54	22,43	17,73	13,93	10,70	8,38	6,86	5,80	5,17	4,74	4,64	4,66	4,75	5,32	6,50	8,63	11,94	16,96	23,82	33,21	44,08	56,38	67,26	76,96
    21 	b.231_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:56:44 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,46	-8,17	-44,46	45,20	259,59	0,00	0,00	0,00	0,00	27,17	31,57	36,79	41,53	44,77	46,14	45,81	44,45	41,41	37,36	32,02	26,30	21,35	16,84	13,13	9,95	7,75	6,30	5,28	4,69	4,29	4,20	4,23	4,31	4,84	5,99	7,98	11,17	15,97	22,47	31,63	42,33	54,65	65,70	75,82
    21 	b.231_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:56:44 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,52	-8,14	-43,93	44,68	259,50	0,00	0,00	0,00	0,00	26,97	31,32	36,48	41,18	44,37	45,73	45,39	44,06	41,07	37,09	31,84	26,21	21,33	16,88	13,22	10,07	7,89	6,45	5,44	4,84	4,43	4,35	4,37	4,46	4,99	6,15	8,15	11,35	16,16	22,67	31,84	42,54	54,87	65,93	76,04
    22 	b.232_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:57:12 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,01	5,51	-43,73	44,07	277,18	0,00	0,00	0,00	0,00	13,33	16,19	20,02	24,45	28,06	30,01	30,07	28,35	25,11	21,16	16,75	12,38	9,03	6,41	4,67	3,56	3,01	2,75	2,62	2,57	2,59	2,88	3,46	4,27	5,60	7,43	9,78	12,80	16,41	20,96	26,43	32,63	40,00	47,71	56,47
    22 	b.232_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:57:12 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,28	5,45	-43,54	43,88	277,14	0,00	0,00	0,00	0,00	13,46	16,33	20,16	24,60	28,23	30,19	30,26	28,53	25,27	21,33	16,91	12,53	9,17	6,53	4,78	3,67	3,12	2,85	2,72	2,68	2,69	2,99	3,58	4,40	5,74	7,58	9,95	12,98	16,60	21,18	26,65	32,86	40,22	47,93	56,68
    23 	b.233_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:57:23 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,59	5,13	-43,66	43,96	276,70	0,00	0,00	0,00	0,00	13,70	16,56	20,48	24,94	28,63	30,61	30,68	29,08	25,81	21,80	17,33	12,86	9,39	6,69	4,87	3,74	3,17	2,89	2,74	2,70	2,74	3,01	3,61	4,45	5,80	7,69	10,10	13,14	16,87	21,30	26,91	33,11	40,51	48,13	56,78
