	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    23 	b.233_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:57:23 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,82	5,10	-43,51	43,81	276,69	0,00	0,00	0,00	0,00	13,83	16,69	20,62	25,09	28,78	30,77	30,84	29,22	25,95	21,94	17,46	12,99	9,51	6,79	4,97	3,84	3,26	2,98	2,84	2,80	2,83	3,10	3,71	4,56	5,92	7,82	10,25	13,28	17,03	21,49	27,11	33,31	40,71	48,33	56,96
    24 	b.234_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:57:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,91	4,76	-43,57	43,83	276,23	0,00	0,00	0,00	0,00	13,78	16,74	20,72	25,20	28,85	30,93	31,05	29,34	26,11	22,06	17,62	13,15	9,65	6,90	5,06	3,86	3,25	2,96	2,80	2,75	2,77	3,03	3,65	4,52	5,91	7,79	10,21	13,24	16,92	21,44	27,00	33,22	40,60	48,26	56,93
    24 	b.234_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:57:34 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,12	4,75	-43,40	43,66	276,24	0,00	0,00	0,00	0,00	13,89	16,85	20,83	25,32	28,98	31,06	31,18	29,47	26,23	22,18	17,74	13,27	9,76	7,00	5,15	3,95	3,34	3,05	2,90	2,85	2,86	3,13	3,76	4,64	6,03	7,92	10,37	13,40	17,10	21,63	27,19	33,41	40,79	48,45	57,11
    25 	b.235_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:58:07 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,92	-7,00	-28,75	29,59	256,31	0,00	0,00	0,00	0,00	16,25	17,54	18,53	19,57	20,78	21,98	22,39	21,75	20,57	19,17	17,25	14,90	12,55	10,29	8,40	6,81	5,57	4,59	3,89	3,57	3,53	3,79	4,28	4,86	5,82	7,15	8,85	10,87	13,19	15,72	18,79	21,97	25,74	29,76	34,92
    25 	b.235_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:58:07 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,14	-6,98	-28,61	29,45	256,29	0,00	0,00	0,00	0,00	16,35	17,64	18,64	19,69	20,91	22,10	22,51	21,88	20,69	19,30	17,38	15,03	12,68	10,41	8,51	6,92	5,68	4,70	4,00	3,67	3,62	3,89	4,38	4,96	5,94	7,27	8,99	11,01	13,35	15,90	18,98	22,18	25,96	29,99	35,16
    26 	b.236_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:58:21 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,75	-6,87	-28,60	29,41	256,50	0,00	0,00	0,00	0,00	16,12	17,40	18,41	19,36	20,57	21,71	22,15	21,46	20,33	18,94	17,03	14,76	12,40	10,17	8,32	6,74	5,52	4,57	3,89	3,57	3,53	3,78	4,27	4,84	5,79	7,12	8,79	10,84	13,08	15,64	18,64	21,76	25,46	29,44	34,49
    26 	b.236_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:58:21 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,98	-6,83	-28,48	29,28	256,51	0,00	0,00	0,00	0,00	16,26	17,54	18,55	19,50	20,70	21,84	22,29	21,60	20,46	19,07	17,16	14,89	12,53	10,29	8,44	6,85	5,62	4,68	4,00	3,68	3,62	3,88	4,37	4,94	5,90	7,23	8,92	10,96	13,21	15,80	18,80	21,95	25,66	29,64	34,70
    27 	b.237_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:58:32 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,95	-7,02	-28,51	29,36	256,16	0,00	0,00	0,00	0,00	15,83	17,28	18,34	19,42	20,63	21,89	22,34	21,71	20,53	19,15	17,25	14,92	12,53	10,27	8,41	6,82	5,59	4,64	3,95	3,62	3,60	3,85	4,33	4,90	5,85	7,19	8,85	10,90	13,21	15,79	18,94	22,20	25,95	30,07	35,25
    27 	b.237_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:58:32 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,10	-7,02	-28,39	29,24	256,10	0,00	0,00	0,00	0,00	15,88	17,33	18,39	19,49	20,71	21,97	22,41	21,79	20,61	19,23	17,34	15,01	12,62	10,36	8,49	6,91	5,67	4,71	4,03	3,70	3,66	3,92	4,40	4,98	5,92	7,27	8,94	10,99	13,31	15,92	19,08	22,35	26,12	30,25	35,44
    28 	b.238_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:59:26 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,96	2,06	-34,77	34,83	273,39	0,00	0,00	0,00	0,00	10,97	12,44	15,11	20,07	25,45	27,76	26,80	24,18	20,90	17,72	14,90	12,40	10,23	8,35	7,16	6,21	5,31	4,52	4,12	4,16	4,22	4,16	4,01	4,10	4,96	7,07	11,14	17,80	26,57	36,22	45,87	53,61	60,28	66,10	71,64
    28 	b.238_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:59:26 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,26	2,03	-34,58	34,64	273,37	0,00	0,00	0,00	0,00	11,10	12,58	15,27	20,24	25,64	27,96	27,00	24,39	21,10	17,90	15,08	12,57	10,40	8,50	7,30	6,35	5,45	4,65	4,26	4,29	4,34	4,28	4,15	4,25	5,13	7,28	11,41	18,09	26,91	36,61	46,30	54,08	60,78	66,63	72,16
    29 	b.239_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:59:36 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,24	2,04	-35,12	35,18	273,32	0,00	0,00	0,00	0,00	11,30	12,72	15,44	20,51	25,96	28,35	27,34	24,68	21,32	18,05	15,21	12,62	10,41	8,51	7,27	6,31	5,39	4,57	4,16	4,21	4,27	4,17	4,03	4,11	5,00	7,14	11,35	18,04	26,84	36,65	46,26	54,03	61,03	66,85	72,51
    29 	b.239_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:59:36 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,52	2,04	-34,96	35,02	273,33	0,00	0,00	0,00	0,00	11,42	12,85	15,60	20,67	26,14	28,54	27,53	24,87	21,50	18,22	15,37	12,78	10,56	8,65	7,40	6,44	5,51	4,69	4,30	4,34	4,38	4,29	4,16	4,25	5,16	7,35	11,61	18,32	27,16	37,02	46,66	54,45	61,47	67,30	72,96
    30 	b.240_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/21/2022 2:59:49 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,96	2,14	-35,26	35,33	273,47	0,00	0,00	0,00	0,00	10,97	12,52	15,21	20,29	25,75	28,17	27,16	24,47	21,10	17,85	15,00	12,43	10,23	8,35	7,13	6,18	5,26	4,46	4,07	4,11	4,17	4,06	3,93	4,01	4,87	6,99	11,11	17,72	26,51	36,20	45,64	53,25	60,00	65,71	71,12
    30 	b.240_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/21/2022 2:59:49 PM	2/21/2022 2:41:06 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,22	2,09	-35,08	35,14	273,41	0,00	0,00	0,00	0,00	11,09	12,65	15,34	20,43	25,90	28,33	27,32	24,64	21,27	18,00	15,16	12,58	10,37	8,49	7,26	6,30	5,38	4,58	4,19	4,22	4,27	4,16	4,04	4,14	5,02	7,18	11,35	17,98	26,81	36,55	46,02	53,66	60,43	66,15	71,56
