	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    15 	r.026_CAL01-M04_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:18:06	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,72	24,95	-20,50	32,29	320,60	0,00	0,00	0,00	0,00	34,56	52,73	74,07	83,57	84,30	80,95	76,85	72,21	66,24	60,16	54,04	48,26	44,35	41,72	39,99	39,10	40,17	44,31	50,94	58,73	66,19	72,18	76,83	80,44	83,09	85,30	87,17	88,59	90,16	91,42	92,38	93,17	93,76	94,31	94,59
    15 	r.026_CAL01-M04_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:18:06	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	76,09	25,94	-21,00	33,38	321,01	0,00	0,00	0,00	0,00	31,54	49,75	71,13	80,67	81,43	78,12	74,05	69,44	63,46	57,37	51,25	45,46	41,53	38,91	37,18	36,31	37,41	41,59	48,27	56,11	63,64	69,71	74,42	78,09	80,78	83,04	84,96	86,41	88,00	89,29	90,24	91,02	91,61	92,17	92,43
    16 	r.027_CAL01-M05_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:18:17	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	71,90	33,12	-25,40	41,74	322,51	0,00	0,00	0,00	0,00	33,84	50,87	70,71	79,43	79,40	75,06	69,93	64,23	57,07	50,06	43,44	37,30	33,47	30,86	29,26	28,55	29,74	33,87	41,01	49,91	58,92	66,71	72,84	77,62	81,11	83,80	86,06	87,82	89,55	90,99	92,01	92,90	93,50	94,15	94,48
    16 	r.027_CAL01-M05_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:18:17	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	69,94	34,67	-26,24	43,48	322,88	0,00	0,00	0,00	0,00	30,75	47,81	67,70	76,45	76,44	72,13	67,02	61,33	54,17	47,15	40,52	34,36	30,51	27,90	26,31	25,61	26,84	31,01	38,21	47,16	56,25	64,10	70,30	75,14	78,70	81,43	83,74	85,55	87,30	88,76	89,79	90,68	91,29	91,94	92,25
    17 	r.028_CAL01-M06_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:18:27	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	67,06	39,59	-29,03	49,09	323,75	0,00	0,00	0,00	0,00	33,10	48,97	67,59	75,40	74,84	69,91	63,86	57,29	49,55	42,19	35,49	29,33	25,68	23,46	22,01	21,43	22,61	26,51	33,60	42,89	52,63	61,68	69,05	74,93	79,02	82,45	84,96	86,92	88,84	90,47	91,58	92,47	93,25	93,87	94,19
    17 	r.028_CAL01-M06_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:18:27	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	64,76	41,76	-30,20	51,53	324,12	0,00	0,00	0,00	0,00	29,93	45,81	64,46	72,31	71,77	66,86	60,83	54,28	46,53	39,16	32,46	26,28	22,62	20,39	18,94	18,37	19,58	23,52	30,67	40,02	49,82	58,95	66,39	72,35	76,49	79,98	82,56	84,55	86,50	88,16	89,27	90,18	90,96	91,58	91,89
    18 	r.029_CAL01-M07_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:18:38	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	61,03	47,06	-32,94	57,44	325,01	0,00	0,00	0,00	0,00	31,44	46,15	63,11	69,80	68,63	63,00	56,09	48,77	40,62	33,07	26,61	21,03	17,85	15,96	14,87	14,51	15,42	18,83	25,30	34,51	44,93	54,97	63,72	70,77	76,08	80,10	83,03	85,48	87,67	89,39	90,72	91,75	92,60	93,26	93,72
    18 	r.029_CAL01-M07_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:18:38	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	57,98	50,51	-34,80	61,34	325,44	0,00	0,00	0,00	0,00	27,83	42,58	59,58	66,31	65,18	59,59	52,68	45,38	37,23	29,68	23,20	17,61	14,41	12,51	11,41	11,07	12,00	15,45	21,98	31,24	41,74	51,87	60,69	67,80	73,19	77,27	80,27	82,77	84,99	86,75	88,08	89,12	89,98	90,65	91,11
    19 	r.030_CAL01-M08_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:18:49	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	53,80	54,52	-36,55	65,64	326,16	0,00	0,00	0,00	0,00	29,45	42,35	57,06	62,42	60,26	53,98	46,42	38,65	30,52	23,35	17,60	12,97	10,71	9,57	8,89	8,78	9,33	11,66	16,98	25,23	35,59	46,16	56,05	64,26	70,40	75,29	78,76	81,71	84,52	86,81	88,55	89,89	91,02	91,92	92,52
    19 	r.030_CAL01-M08_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:18:49	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	49,72	60,05	-39,47	71,87	326,68	0,00	0,00	0,00	0,00	25,60	38,53	53,27	58,67	56,53	50,29	42,74	34,99	26,87	19,70	13,94	9,30	7,03	5,88	5,20	5,10	5,66	8,02	13,39	21,68	32,11	42,75	52,71	61,00	67,21	72,18	75,73	78,72	81,58	83,90	85,66	87,02	88,17	89,08	89,67
    20 	r.031_CAL01-M09_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:19:00	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	50,08	56,48	-37,61	67,86	326,34	0,00	0,00	0,00	0,00	27,98	39,71	52,86	57,64	55,19	48,90	41,25	33,65	25,69	19,10	13,85	9,93	8,18	7,39	7,00	6,88	7,30	9,07	13,41	20,89	30,66	41,08	50,91	59,00	65,00	69,52	73,06	76,23	79,40	82,63	85,21	87,23	88,90	90,16	91,17
    20 	r.031_CAL01-M09_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:19:00	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,35	63,37	-41,26	75,62	326,93	0,00	0,00	0,00	0,00	24,07	35,82	49,01	53,83	51,41	45,15	37,50	29,92	21,96	15,37	10,13	6,18	4,42	3,62	3,22	3,11	3,54	5,33	9,72	17,24	27,07	37,56	47,47	55,63	61,70	66,28	69,89	73,12	76,34	79,61	82,22	84,27	85,97	87,25	88,27
    21 	r.032_CAL01-M10_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:19:12	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,24	56,45	-38,28	68,20	325,86	0,00	0,00	0,00	0,00	27,35	38,44	51,23	55,44	52,75	46,60	39,06	31,39	23,73	17,23	12,42	8,81	7,28	6,63	6,35	6,22	6,58	8,13	12,09	18,98	28,24	38,22	47,43	54,97	60,23	64,30	67,54	70,90	74,54	78,41	81,67	84,37	86,58	88,44	89,81
    21 	r.032_CAL01-M10_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:19:12	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	43,12	64,07	-42,39	76,82	326,51	0,00	0,00	0,00	0,00	23,44	34,54	47,36	51,59	48,93	42,80	35,26	27,62	19,95	13,46	8,64	5,02	3,48	2,82	2,54	2,41	2,76	4,33	8,34	15,27	24,57	34,61	43,89	51,51	56,83	60,97	64,28	67,69	71,38	75,29	78,59	81,32	83,56	85,44	86,82
    22 	r.033_CAL01-M11_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:19:25	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	47,86	56,71	-38,72	68,67	325,67	0,00	0,00	0,00	0,00	27,44	38,44	51,04	55,30	52,81	46,31	38,82	31,17	23,39	16,93	12,13	8,56	7,07	6,40	6,13	6,02	6,36	7,90	11,78	18,60	27,86	37,75	46,84	54,16	59,42	63,34	66,49	69,84	73,62	77,64	81,13	84,00	86,34	88,18	89,62
    22 	r.033_CAL01-M11_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:19:25	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,59	64,58	-43,03	77,60	326,32	0,00	0,00	0,00	0,00	23,51	34,52	47,14	51,43	48,95	42,48	35,00	27,37	19,59	13,14	8,33	4,74	3,23	2,56	2,27	2,15	2,51	4,06	7,97	14,83	24,13	34,07	43,23	50,62	55,94	59,92	63,14	66,53	70,37	74,44	77,95	80,85	83,21	85,07	86,52
    23 	y.023_CAL01-Y01_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:20:00	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	93,42	-0,72	0,41	0,83	150,34	0,00	0,00	0,00	0,00	35,45	53,77	75,11	84,84	86,57	85,16	84,71	85,31	85,36	85,43	85,26	85,16	84,65	84,29	84,04	83,58	83,02	82,80	82,59	82,61	83,01	83,36	84,14	85,13	86,11	87,28	88,51	89,59	90,87	92,07	92,82	93,45	94,04	94,54	94,82
