	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
     6 	b.036_BW2-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:08:27	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	46,35	-9,65	-33,78	35,13	254,06	0,00	0,00	0,00	0,00	28,35	31,31	34,49	36,54	36,99	36,98	36,05	34,99	33,47	31,44	28,62	25,13	21,76	18,45	15,38	12,64	10,55	9,00	7,86	7,08	6,51	6,23	6,10	6,24	6,72	7,66	9,17	11,26	14,41	18,46	24,13	30,99	39,57	48,39	58,23
     6 	b.036_BW2-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:08:27	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	46,48	-9,66	-33,56	34,92	253,95	0,00	0,00	0,00	0,00	28,40	31,34	34,50	36,54	36,98	36,96	36,04	34,99	33,49	31,48	28,69	25,22	21,86	18,56	15,49	12,76	10,67	9,12	7,98	7,19	6,62	6,33	6,20	6,34	6,83	7,78	9,31	11,40	14,56	18,64	24,33	31,20	39,79	48,62	58,46
     7 	b.037_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:09:00	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,61	6,84	-44,34	44,87	278,77	0,00	0,00	0,00	0,00	16,80	19,50	23,01	26,87	29,67	30,85	30,31	28,23	24,90	21,01	16,82	12,62	9,35	6,78	5,05	3,92	3,34	3,05	2,89	2,83	2,88	3,15	3,66	4,54	5,82	7,55	9,74	12,45	15,88	19,99	25,08	30,76	37,57	44,66	53,07
     7 	b.037_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:09:00	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,77	6,79	-44,28	44,80	278,72	0,00	0,00	0,00	0,00	16,94	19,62	23,14	27,00	29,81	30,99	30,45	28,38	25,03	21,14	16,95	12,73	9,45	6,86	5,11	3,98	3,38	3,10	2,94	2,88	2,93	3,21	3,72	4,61	5,90	7,66	9,88	12,59	16,05	20,19	25,29	30,98	37,80	44,90	53,31
     8 	b.038_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:09:10	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,21	6,34	-44,16	44,61	278,17	0,00	0,00	0,00	0,00	17,21	19,96	23,49	27,37	30,27	31,35	30,87	28,83	25,48	21,60	17,44	13,13	9,77	7,14	5,33	4,11	3,50	3,19	3,02	2,96	3,01	3,28	3,81	4,73	6,07	7,89	10,08	12,89	16,43	20,58	25,68	31,46	38,36	45,44	53,75
     8 	b.038_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:09:10	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,39	6,29	-44,14	44,59	278,11	0,00	0,00	0,00	0,00	17,36	20,12	23,66	27,55	30,46	31,55	31,07	29,03	25,67	21,78	17,60	13,26	9,89	7,24	5,40	4,17	3,55	3,23	3,06	3,01	3,06	3,33	3,87	4,81	6,16	8,01	10,24	13,07	16,65	20,83	25,95	31,75	38,66	45,76	54,07
     9 	b.039_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:09:25	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,42	6,72	-44,38	44,88	278,61	0,00	0,00	0,00	0,00	16,64	19,39	22,81	26,72	29,42	30,64	30,09	28,07	24,74	20,91	16,75	12,56	9,31	6,73	4,98	3,83	3,23	2,94	2,78	2,73	2,77	3,05	3,59	4,46	5,77	7,54	9,69	12,42	15,89	19,92	25,07	30,72	37,60	44,77	53,20
     9 	b.039_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:09:25	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,63	6,65	-44,34	44,84	278,54	0,00	0,00	0,00	0,00	16,83	19,58	23,01	26,92	29,63	30,85	30,31	28,28	24,94	21,09	16,92	12,70	9,44	6,84	5,06	3,91	3,30	3,00	2,83	2,78	2,82	3,11	3,66	4,54	5,87	7,67	9,86	12,60	16,10	20,17	25,34	31,00	37,90	45,09	53,52
    10 	b.040_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:10:10	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,85	-6,35	-29,50	30,17	257,86	0,00	0,00	0,00	0,00	16,61	17,99	18,96	20,04	21,17	22,41	22,75	21,98	20,65	19,11	17,16	14,77	12,41	10,18	8,32	6,77	5,52	4,57	3,88	3,57	3,53	3,78	4,16	4,84	5,78	7,16	8,70	10,74	12,89	15,42	18,37	21,47	25,14	29,11	34,08
    10 	b.040_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:10:10	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,98	-6,37	-29,49	30,17	257,81	0,00	0,00	0,00	0,00	16,73	18,10	19,08	20,16	21,29	22,54	22,87	22,10	20,77	19,23	17,27	14,88	12,51	10,26	8,39	6,83	5,57	4,61	3,92	3,61	3,57	3,81	4,20	4,89	5,84	7,23	8,79	10,85	13,02	15,57	18,54	21,66	25,34	29,32	34,29
    11 	b.041_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:10:23	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,24	-6,67	-29,60	30,34	257,30	0,00	0,00	0,00	0,00	17,14	18,40	19,39	20,48	21,55	22,83	23,15	22,40	21,05	19,57	17,57	15,13	12,70	10,44	8,55	6,96	5,70	4,68	3,96	3,63	3,60	3,80	4,19	4,85	5,84	7,19	8,74	10,81	13,02	15,51	18,46	21,62	25,31	29,20	34,15
    11 	b.041_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:10:23	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,36	-6,67	-29,58	30,32	257,30	0,00	0,00	0,00	0,00	17,23	18,49	19,49	20,57	21,65	22,93	23,26	22,51	21,16	19,67	17,67	15,22	12,79	10,51	8,61	7,01	5,74	4,71	4,00	3,67	3,64	3,85	4,24	4,91	5,91	7,27	8,84	10,92	13,15	15,66	18,62	21,78	25,48	29,38	34,32
    12 	b.042_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:10:35	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,01	-6,53	-29,55	30,26	257,55	0,00	0,00	0,00	0,00	16,84	18,17	19,19	20,24	21,38	22,54	22,92	22,17	20,81	19,31	17,33	14,92	12,54	10,30	8,43	6,85	5,60	4,62	3,91	3,60	3,55	3,76	4,15	4,81	5,79	7,12	8,74	10,68	12,91	15,43	18,40	21,59	25,32	29,18	34,20
    12 	b.042_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:10:35	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,13	-6,56	-29,54	30,26	257,48	0,00	0,00	0,00	0,00	16,93	18,26	19,28	20,34	21,48	22,64	23,03	22,28	20,93	19,42	17,44	15,02	12,62	10,37	8,50	6,91	5,64	4,65	3,94	3,64	3,57	3,80	4,19	4,86	5,84	7,19	8,84	10,78	13,04	15,58	18,56	21,77	25,51	29,38	34,40
    13 	b.043_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:11:05	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,54	3,49	-36,25	36,41	275,50	0,00	0,00	0,00	0,00	11,90	13,51	16,47	21,81	27,40	29,61	28,21	25,21	21,59	18,21	15,34	12,70	10,44	8,56	7,34	6,38	5,46	4,66	4,26	4,32	4,38	4,31	4,11	4,36	5,42	7,90	12,34	19,33	28,33	38,15	47,80	55,74	62,68	68,43	73,98
    13 	b.043_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:11:05	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,77	3,43	-36,18	36,34	275,41	0,00	0,00	0,00	0,00	12,04	13,65	16,63	21,98	27,59	29,82	28,42	25,42	21,79	18,40	15,53	12,86	10,59	8,69	7,45	6,48	5,55	4,74	4,33	4,39	4,45	4,39	4,19	4,47	5,56	8,10	12,59	19,63	28,67	38,56	48,25	56,22	63,18	68,95	74,49
    14 	b.044_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:11:18	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,78	3,53	-36,49	36,66	275,53	0,00	0,00	0,00	0,00	11,39	12,99	15,86	21,17	26,71	28,98	27,57	24,59	20,99	17,69	14,85	12,21	10,01	8,16	6,99	6,04	5,15	4,36	3,97	4,03	4,09	3,99	3,80	4,02	5,03	7,39	11,75	18,59	27,44	37,23	47,01	54,99	61,94	67,77	73,38
    14 	b.044_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:11:18	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,98	3,50	-36,43	36,60	275,48	0,00	0,00	0,00	0,00	11,52	13,13	16,01	21,33	26,88	29,15	27,74	24,77	21,16	17,86	15,01	12,34	10,13	8,27	7,08	6,12	5,22	4,42	4,03	4,09	4,15	4,05	3,88	4,11	5,16	7,57	11,98	18,86	27,76	37,59	47,41	55,42	62,39	68,24	73,84
    15 	b.045_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:11:28	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,87	3,60	-36,47	36,65	275,63	0,00	0,00	0,00	0,00	11,56	13,12	16,01	21,24	26,83	29,03	27,68	24,63	21,05	17,69	14,86	12,26	10,04	8,21	7,03	6,08	5,18	4,42	4,05	4,09	4,15	4,02	3,84	4,07	5,07	7,38	11,76	18,43	27,32	37,04	46,80	54,78	61,75	67,58	73,15
    15 	b.045_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:11:28	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,04	3,57	-36,42	36,59	275,60	0,00	0,00	0,00	0,00	11,67	13,22	16,13	21,36	26,97	29,17	27,83	24,77	21,19	17,83	15,00	12,37	10,14	8,30	7,10	6,15	5,24	4,47	4,09	4,14	4,20	4,08	3,91	4,15	5,19	7,54	11,98	18,68	27,60	37,37	47,17	55,17	62,16	68,01	73,57
    16 	b.046_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:12:14	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,12	-3,89	-38,35	38,55	264,20	0,00	0,00	0,00	0,00	24,15	28,22	31,30	33,55	34,92	35,59	35,14	33,73	31,40	28,42	24,70	20,74	17,28	13,97	11,22	8,93	7,24	6,17	5,47	4,99	4,52	4,23	4,20	4,91	6,88	10,50	16,01	23,37	32,47	43,41	55,60	66,12	74,59	79,81	83,49
    16 	b.046_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:12:14	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,23	-3,91	-37,67	37,87	264,07	0,00	0,00	0,00	0,00	23,93	27,95	30,98	33,19	34,52	35,17	34,74	33,37	31,10	28,20	24,57	20,68	17,30	14,05	11,34	9,09	7,41	6,35	5,64	5,16	4,69	4,40	4,38	5,10	7,09	10,73	16,25	23,60	32,71	43,65	55,83	66,33	74,78	79,99	83,64
    17 	b.047_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:12:26	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,29	-3,93	-38,44	38,64	264,16	0,00	0,00	0,00	0,00	23,95	27,97	31,38	33,82	35,06	35,92	35,49	34,21	31,76	28,76	25,01	20,88	17,32	14,09	11,32	8,95	7,27	6,24	5,54	5,06	4,59	4,31	4,27	4,98	6,95	10,54	15,98	23,40	32,44	43,50	55,83	66,48	74,96	80,10	83,82
    17 	b.047_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:12:26	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,38	-3,97	-37,72	37,93	264,00	0,00	0,00	0,00	0,00	23,70	27,66	31,02	33,40	34,60	35,45	35,04	33,79	31,41	28,50	24,84	20,80	17,32	14,16	11,44	9,09	7,44	6,41	5,71	5,23	4,75	4,48	4,45	5,16	7,13	10,75	16,19	23,59	32,62	43,68	55,99	66,61	75,07	80,19	83,88
    18 	b.048_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:12:38	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,35	-3,60	-38,86	39,02	264,71	0,00	0,00	0,00	0,00	24,74	28,71	32,11	34,39	35,53	36,28	35,78	34,39	31,94	28,93	25,05	20,92	17,39	14,09	11,30	9,00	7,30	6,22	5,52	5,04	4,55	4,30	4,26	5,01	6,98	10,68	16,25	23,71	33,00	43,97	56,20	66,74	75,17	80,31	83,99
    18 	b.048_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:12:38	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,45	-3,63	-38,12	38,29	264,55	0,00	0,00	0,00	0,00	24,48	28,38	31,73	33,96	35,08	35,82	35,32	33,99	31,60	28,68	24,89	20,85	17,40	14,16	11,42	9,16	7,48	6,41	5,70	5,21	4,73	4,47	4,45	5,20	7,19	10,91	16,49	23,93	33,21	44,18	56,40	66,92	75,33	80,45	84,09
    19 	b.049_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:13:11	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,81	-8,75	-44,65	45,50	258,91	0,00	0,00	0,00	0,00	27,08	31,65	37,17	42,15	45,22	46,78	46,76	45,29	42,23	38,22	32,96	26,90	21,75	17,14	13,34	10,13	7,85	6,35	5,30	4,69	4,29	4,14	4,07	4,24	4,79	5,98	7,93	11,26	16,05	22,89	32,27	43,34	55,82	66,70	76,56
    19 	b.049_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:13:11	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,81	-8,78	-44,19	45,05	258,77	0,00	0,00	0,00	0,00	26,87	31,37	36,83	41,76	44,79	46,33	46,30	44,87	41,86	37,93	32,75	26,77	21,70	17,15	13,39	10,21	7,94	6,45	5,40	4,79	4,38	4,22	4,16	4,33	4,89	6,11	8,08	11,43	16,23	23,09	32,48	43,54	56,02	66,90	76,74
    20 	b.050_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:13:23	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,11	-7,22	-45,25	45,82	260,94	0,00	0,00	0,00	0,00	26,30	30,33	35,61	40,40	43,41	44,88	44,61	43,04	39,86	35,78	30,52	24,78	19,86	15,49	12,00	9,09	7,02	5,65	4,73	4,19	3,83	3,70	3,64	3,83	4,35	5,44	7,28	10,44	14,91	21,37	30,24	40,92	53,22	64,40	74,56
    20 	b.050_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:13:23	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,11	-7,24	-44,82	45,40	260,83	0,00	0,00	0,00	0,00	26,11	30,07	35,30	40,05	43,03	44,47	44,20	42,67	39,53	35,52	30,33	24,67	19,82	15,50	12,05	9,17	7,11	5,74	4,82	4,28	3,91	3,78	3,73	3,92	4,45	5,57	7,43	10,60	15,09	21,57	30,46	41,14	53,45	64,63	74,78
    21 	b.051_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:13:42	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,10	-7,63	-45,05	45,69	260,39	0,00	0,00	0,00	0,00	27,46	31,32	36,89	41,64	44,72	46,12	45,94	44,33	41,14	36,96	31,76	25,86	20,89	16,40	12,75	9,67	7,52	6,11	5,13	4,54	4,16	4,02	3,96	4,15	4,70	5,85	7,86	11,06	15,66	22,30	31,48	42,29	54,67	65,78	75,86
    21 	b.051_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:13:42	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,13	-7,67	-44,58	45,24	260,24	0,00	0,00	0,00	0,00	27,29	31,08	36,60	41,30	44,33	45,72	45,53	43,96	40,82	36,71	31,59	25,76	20,87	16,44	12,83	9,78	7,64	6,22	5,23	4,64	4,26	4,12	4,05	4,26	4,81	5,98	8,01	11,23	15,86	22,51	31,70	42,52	54,90	66,00	76,07
    22 	b.052_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:14:12	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,02	5,49	-44,11	44,45	277,09	0,00	0,00	0,00	0,00	13,57	16,37	20,26	24,68	28,30	30,24	30,34	28,66	25,43	21,33	16,89	12,45	9,02	6,38	4,63	3,52	2,98	2,73	2,57	2,55	2,56	2,81	3,31	4,19	5,53	7,37	9,63	12,59	16,18	20,45	25,93	31,96	39,18	46,62	55,03
    22 	b.052_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:14:12	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,15	5,42	-44,07	44,41	277,01	0,00	0,00	0,00	0,00	13,68	16,48	20,38	24,80	28,42	30,36	30,46	28,78	25,55	21,45	16,99	12,55	9,11	6,45	4,69	3,56	3,02	2,75	2,60	2,58	2,58	2,84	3,35	4,24	5,60	7,45	9,75	12,72	16,31	20,61	26,07	32,10	39,31	46,73	55,12
    23 	b.053_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:14:24	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,03	5,16	-43,73	44,03	276,72	0,00	0,00	0,00	0,00	13,38	16,15	20,00	24,45	28,02	30,01	30,11	28,47	25,20	21,24	16,87	12,44	9,07	6,45	4,71	3,58	3,02	2,74	2,58	2,55	2,58	2,80	3,29	4,19	5,55	7,38	9,64	12,60	16,13	20,62	26,01	32,18	39,46	47,00	55,61
    23 	b.053_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:14:24	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,18	5,12	-43,72	44,01	276,68	0,00	0,00	0,00	0,00	13,53	16,29	20,15	24,60	28,17	30,16	30,26	28,62	25,34	21,37	17,00	12,56	9,16	6,53	4,77	3,62	3,05	2,77	2,61	2,58	2,61	2,84	3,35	4,26	5,63	7,48	9,77	12,74	16,29	20,79	26,19	32,35	39,63	47,15	55,75
