	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
     6 	b.006_BW2-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:57:53	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,02	-9,12	-38,05	39,12	256,52	0,00	0,00	0,00	0,00	26,95	30,64	34,56	37,50	38,73	38,95	38,16	37,12	35,19	32,59	28,97	24,78	20,79	16,94	13,74	10,99	8,87	7,39	6,35	5,68	5,21	5,01	4,90	5,07	5,60	6,59	8,23	10,68	14,26	19,06	25,78	33,80	43,53	52,97	62,96
     6 	b.006_BW2-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:57:53	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,09	-9,15	-37,77	38,86	256,37	0,00	0,00	0,00	0,00	26,88	30,54	34,44	37,36	38,58	38,80	38,01	36,99	35,10	32,53	28,95	24,79	20,83	17,00	13,81	11,07	8,95	7,47	6,43	5,76	5,28	5,08	4,98	5,16	5,69	6,70	8,36	10,82	14,42	19,24	25,99	34,03	43,78	53,23	63,23
     7 	b.007_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:59:05	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,59	5,81	-43,77	44,15	277,56	0,00	0,00	0,00	0,00	15,35	18,20	21,80	25,86	28,99	30,44	30,23	28,43	25,18	21,38	17,10	12,77	9,40	6,75	4,97	3,85	3,26	2,97	2,84	2,77	2,81	3,08	3,59	4,48	5,83	7,66	9,90	12,85	16,45	20,82	26,21	32,28	39,42	46,81	55,31
     7 	b.007_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:59:05	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,72	5,73	-43,73	44,11	277,47	0,00	0,00	0,00	0,00	15,44	18,28	21,90	25,97	29,11	30,57	30,36	28,57	25,31	21,51	17,23	12,88	9,49	6,83	5,03	3,89	3,29	2,99	2,87	2,79	2,84	3,12	3,64	4,54	5,90	7,75	10,02	12,99	16,62	21,01	26,42	32,51	39,66	47,07	55,57
     8 	b.008_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:59:15	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,75	5,77	-44,36	44,74	277,42	0,00	0,00	0,00	0,00	15,58	18,51	22,29	26,33	29,58	31,09	30,85	28,98	25,73	21,77	17,43	13,03	9,53	6,84	5,00	3,83	3,21	2,92	2,75	2,68	2,77	2,98	3,52	4,44	5,83	7,75	10,03	13,07	16,81	21,27	26,77	32,91	40,25	47,59	56,06
     8 	b.008_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:59:15	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,88	5,69	-44,36	44,72	277,32	0,00	0,00	0,00	0,00	15,67	18,61	22,40	26,46	29,72	31,23	31,00	29,14	25,87	21,90	17,55	13,15	9,62	6,92	5,06	3,88	3,23	2,94	2,76	2,69	2,78	3,01	3,56	4,49	5,90	7,85	10,16	13,22	16,99	21,49	27,00	33,16	40,52	47,87	56,34
     9 	b.009_BW3-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:59:25	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,12	6,69	-44,83	45,32	278,49	0,00	0,00	0,00	0,00	15,50	18,33	22,02	26,12	29,23	30,74	30,42	28,43	25,15	21,08	16,76	12,40	9,02	6,43	4,70	3,63	3,06	2,80	2,66	2,63	2,66	2,87	3,36	4,23	5,56	7,31	9,59	12,48	16,05	20,41	25,84	31,95	39,19	46,64	55,25
     9 	b.009_BW3-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:59:25	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,17	6,68	-44,85	45,35	278,48	0,00	0,00	0,00	0,00	15,57	18,40	22,10	26,20	29,31	30,83	30,50	28,51	25,23	21,16	16,84	12,46	9,07	6,46	4,72	3,64	3,06	2,79	2,65	2,63	2,66	2,89	3,39	4,27	5,61	7,39	9,69	12,60	16,20	20,58	26,02	32,15	39,41	46,88	55,49
    10 	b.010_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:01:58	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,12	-6,75	-29,87	30,62	257,26	0,00	0,00	0,00	0,00	17,23	18,43	19,38	20,45	21,60	22,85	23,19	22,46	21,18	19,60	17,59	15,16	12,69	10,37	8,45	6,85	5,58	4,57	3,85	3,53	3,49	3,71	4,11	4,77	5,77	7,14	8,80	10,79	13,16	15,80	18,83	22,09	25,96	29,98	35,15
    10 	b.010_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:01:58	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,22	-6,80	-29,84	30,61	257,17	0,00	0,00	0,00	0,00	17,28	18,48	19,45	20,52	21,68	22,94	23,28	22,57	21,28	19,71	17,70	15,26	12,78	10,44	8,50	6,89	5,62	4,59	3,87	3,55	3,52	3,74	4,16	4,82	5,83	7,22	8,90	10,89	13,29	15,93	18,98	22,25	26,14	30,17	35,34
    11 	b.011_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:02:07	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,14	-6,71	-29,72	30,47	257,27	0,00	0,00	0,00	0,00	17,13	18,43	19,36	20,33	21,55	22,80	23,14	22,39	21,13	19,55	17,56	15,14	12,68	10,37	8,47	6,88	5,62	4,61	3,90	3,56	3,54	3,75	4,15	4,81	5,81	7,15	8,80	10,81	13,11	15,69	18,77	22,05	25,88	29,95	35,14
    11 	b.011_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:02:07	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,25	-6,75	-29,74	30,49	257,21	0,00	0,00	0,00	0,00	17,23	18,52	19,46	20,43	21,66	22,91	23,25	22,51	21,25	19,66	17,67	15,23	12,76	10,44	8,53	6,93	5,65	4,64	3,92	3,58	3,55	3,77	4,18	4,85	5,86	7,22	8,89	10,91	13,24	15,84	18,93	22,22	26,07	30,16	35,36
    12 	b.012_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:02:17	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,67	-6,86	-29,83	30,61	257,04	0,00	0,00	0,00	0,00	17,51	18,77	19,86	20,90	22,13	23,37	23,71	22,98	21,68	20,09	18,06	15,58	13,08	10,71	8,74	7,11	5,81	4,78	4,04	3,71	3,66	3,88	4,28	4,94	5,97	7,37	8,99	11,14	13,45	16,18	19,22	22,50	26,45	30,57	35,80
    12 	b.012_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:02:17	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,76	-6,91	-29,84	30,63	256,96	0,00	0,00	0,00	0,00	17,57	18,83	19,93	20,98	22,21	23,47	23,81	23,09	21,79	20,19	18,17	15,67	13,15	10,77	8,79	7,15	5,84	4,79	4,05	3,73	3,68	3,90	4,30	4,98	6,01	7,43	9,08	11,24	13,56	16,32	19,38	22,67	26,64	30,78	36,01
    13 	b.013_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:03:10	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,22	3,04	-36,42	36,54	274,76	0,00	0,00	0,00	0,00	11,44	13,06	15,90	21,28	27,09	29,42	28,13	25,16	21,60	18,16	15,29	12,61	10,31	8,40	7,17	6,24	5,30	4,47	4,05	4,12	4,20	4,11	3,88	4,05	5,06	7,35	11,89	18,86	28,04	38,17	48,26	56,23	63,35	69,05	74,52
    13 	b.013_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:03:10	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,40	2,98	-36,37	36,49	274,69	0,00	0,00	0,00	0,00	11,55	13,17	16,03	21,42	27,23	29,58	28,30	25,33	21,76	18,31	15,45	12,74	10,43	8,50	7,26	6,31	5,36	4,53	4,10	4,17	4,25	4,16	3,95	4,14	5,18	7,52	12,11	19,12	28,35	38,54	48,67	56,67	63,81	69,54	75,00
    14 	b.014_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:03:19	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,93	2,59	-36,49	36,58	274,06	0,00	0,00	0,00	0,00	11,89	13,52	16,53	21,99	27,85	30,25	28,97	25,98	22,38	18,91	15,92	13,18	10,82	8,81	7,52	6,55	5,56	4,69	4,24	4,30	4,39	4,26	4,01	4,18	5,20	7,59	12,08	19,23	28,56	38,75	48,73	56,54	63,52	69,22	74,57
    14 	b.014_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:03:19	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,05	2,57	-36,47	36,56	274,02	0,00	0,00	0,00	0,00	11,96	13,58	16,61	22,09	27,96	30,37	29,09	26,11	22,50	19,02	16,04	13,28	10,90	8,88	7,58	6,59	5,59	4,72	4,26	4,33	4,42	4,29	4,05	4,25	5,30	7,74	12,29	19,46	28,84	39,08	49,10	56,94	63,94	69,66	75,00
    15 	b.015_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:03:29	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,62	2,85	-36,49	36,60	274,46	0,00	0,00	0,00	0,00	11,67	13,31	16,22	21,65	27,57	29,94	28,64	25,62	22,01	18,60	15,64	12,92	10,59	8,62	7,37	6,41	5,43	4,59	4,16	4,21	4,31	4,22	3,98	4,17	5,17	7,52	11,90	19,00	28,26	38,44	48,42	56,30	63,28	68,97	74,42
    15 	b.015_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:03:29	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,75	2,82	-36,47	36,57	274,42	0,00	0,00	0,00	0,00	11,74	13,39	16,32	21,76	27,68	30,07	28,78	25,76	22,14	18,73	15,76	13,02	10,68	8,70	7,43	6,45	5,47	4,62	4,20	4,25	4,34	4,25	4,03	4,24	5,27	7,66	12,10	19,23	28,55	38,78	48,79	56,70	63,70	69,41	74,85
    16 	b.016_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:04:02	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,56	-3,23	-38,95	39,09	265,26	0,00	0,00	0,00	0,00	24,20	28,32	31,27	33,43	34,61	35,34	34,84	33,33	31,09	27,88	24,16	20,22	16,67	13,45	10,74	8,55	6,93	5,90	5,24	4,79	4,33	4,04	4,02	4,73	6,63	10,23	15,59	23,09	32,16	43,09	55,27	65,62	73,93	79,05	82,46
    16 	b.016_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:04:02	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,57	-3,24	-38,28	38,41	265,16	0,00	0,00	0,00	0,00	23,89	27,94	30,83	32,95	34,10	34,81	34,32	32,86	30,70	27,56	23,93	20,08	16,61	13,46	10,80	8,64	7,05	6,02	5,37	4,92	4,46	4,17	4,16	4,88	6,79	10,40	15,76	23,25	32,30	43,23	55,38	65,71	74,00	79,11	82,50
    17 	b.017_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:04:12	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,02	-3,41	-39,00	39,15	265,01	0,00	0,00	0,00	0,00	23,87	28,45	31,76	33,89	35,37	35,94	35,53	34,05	31,63	28,52	24,76	20,61	17,03	13,83	11,08	8,79	7,11	6,04	5,40	4,91	4,45	4,18	4,14	4,86	6,83	10,48	16,00	23,52	32,92	44,12	56,50	66,93	75,19	80,06	83,47
    17 	b.017_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:04:12	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,06	-3,47	-38,28	38,43	264,82	0,00	0,00	0,00	0,00	23,53	28,06	31,32	33,40	34,85	35,41	35,01	33,59	31,25	28,22	24,56	20,50	17,01	13,87	11,17	8,91	7,24	6,18	5,55	5,06	4,59	4,33	4,30	5,02	7,00	10,67	16,19	23,69	33,08	44,26	56,63	67,03	75,28	80,13	83,51
    18 	b.018_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:04:22	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,65	-3,67	-38,90	39,08	264,62	0,00	0,00	0,00	0,00	24,75	28,94	32,35	34,62	35,99	36,70	36,29	34,91	32,46	29,32	25,45	21,26	17,60	14,29	11,49	9,12	7,41	6,32	5,63	5,15	4,67	4,39	4,35	5,09	7,13	10,88	16,57	24,22	33,83	45,23	57,71	68,15	76,29	81,14	84,45
    18 	b.018_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:04:22	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,67	-3,71	-38,15	38,33	264,45	0,00	0,00	0,00	0,00	24,36	28,49	31,86	34,08	35,41	36,12	35,72	34,40	32,02	28,97	25,22	21,11	17,55	14,31	11,56	9,23	7,55	6,47	5,78	5,30	4,82	4,54	4,51	5,25	7,29	11,05	16,75	24,37	33,96	45,35	57,81	68,22	76,34	81,18	84,47
    19 	b.019_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:04:51	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,19	-8,43	-44,60	45,39	259,30	0,00	0,00	0,00	0,00	26,72	31,09	36,26	41,11	44,31	45,87	45,63	44,36	41,30	37,32	32,07	26,24	21,12	16,54	12,78	9,74	7,54	6,08	5,12	4,52	4,14	3,99	3,93	4,11	4,64	5,81	7,78	11,05	15,85	22,63	32,10	43,09	55,65	66,73	76,60
    19 	b.019_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:04:51	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,14	-8,44	-44,19	44,98	259,19	0,00	0,00	0,00	0,00	26,47	30,77	35,88	40,68	43,85	45,39	45,15	43,91	40,91	36,99	31,83	26,07	21,02	16,50	12,79	9,78	7,59	6,14	5,18	4,58	4,20	4,05	4,00	4,19	4,71	5,91	7,91	11,19	16,01	22,82	32,30	43,30	55,86	66,96	76,83
    20 	b.020_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:05:03	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,75	-8,46	-44,77	45,57	259,30	0,00	0,00	0,00	0,00	28,03	32,09	37,29	42,23	45,33	46,85	46,59	45,24	42,26	37,97	32,66	26,78	21,61	17,00	13,28	10,25	7,87	6,30	5,31	4,69	4,28	4,13	4,06	4,22	4,80	5,97	8,06	11,30	16,15	22,85	32,27	43,24	55,74	66,77	76,57
    20 	b.020_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:05:03	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,70	-8,47	-44,33	45,14	259,19	0,00	0,00	0,00	0,00	27,77	31,76	36,90	41,79	44,85	46,35	46,09	44,78	41,85	37,64	32,42	26,61	21,52	16,97	13,30	10,29	7,93	6,37	5,38	4,76	4,35	4,20	4,14	4,31	4,90	6,08	8,20	11,44	16,31	23,03	32,47	43,44	55,95	66,99	76,79
    21 	b.021_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:05:14	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,57	-8,62	-44,89	45,71	259,13	0,00	0,00	0,00	0,00	27,29	31,61	37,06	42,08	44,94	46,79	46,46	45,17	42,20	38,04	32,72	26,72	21,56	16,82	13,06	9,99	7,68	6,17	5,17	4,59	4,19	4,02	3,94	4,11	4,68	5,79	7,85	11,09	15,99	22,91	32,52	43,73	56,19	67,11	76,64
    21 	b.021_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:05:14	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,50	-8,64	-44,48	45,31	259,00	0,00	0,00	0,00	0,00	27,02	31,26	36,67	41,63	44,45	46,28	45,94	44,70	41,77	37,68	32,46	26,54	21,45	16,78	13,06	10,02	7,72	6,22	5,22	4,63	4,24	4,07	3,99	4,18	4,74	5,88	7,96	11,21	16,13	23,07	32,68	43,89	56,35	67,28	76,80
    22 	b.022_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:05:40	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	32,73	5,36	-44,05	44,37	276,94	0,00	0,00	0,00	0,00	13,13	15,97	19,79	24,24	27,94	29,88	29,99	28,39	25,15	21,12	16,71	12,29	8,87	6,24	4,52	3,43	2,89	2,62	2,48	2,46	2,47	2,68	3,18	4,05	5,38	7,25	9,53	12,51	16,28	20,79	26,44	32,73	40,23	47,88	56,50
    22 	b.022_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:05:40	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	32,83	5,33	-44,07	44,39	276,90	0,00	0,00	0,00	0,00	13,20	16,05	19,88	24,35	28,05	30,01	30,12	28,52	25,28	21,24	16,82	12,37	8,94	6,30	4,55	3,46	2,90	2,62	2,48	2,46	2,49	2,71	3,21	4,11	5,45	7,35	9,67	12,65	16,45	20,97	26,62	32,91	40,41	48,06	56,67
    23 	b.023_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 11:05:50	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,68	4,61	-43,78	44,02	276,01	0,00	0,00	0,00	0,00	13,74	16,65	20,58	25,05	28,73	30,78	30,87	29,29	26,09	22,09	17,64	13,09	9,53	6,77	4,92	3,75	3,13	2,84	2,69	2,64	2,68	2,88	3,41	4,34	5,77	7,67	10,12	13,19	16,96	21,47	27,14	33,38	40,82	48,42	57,01
    23 	b.023_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 11:05:50	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,78	4,57	-43,81	44,04	275,95	0,00	0,00	0,00	0,00	13,83	16,74	20,68	25,17	28,86	30,92	31,01	29,44	26,22	22,22	17,76	13,19	9,61	6,83	4,96	3,77	3,14	2,84	2,69	2,65	2,69	2,89	3,45	4,39	5,84	7,77	10,24	13,33	17,11	21,64	27,32	33,57	41,01	48,61	57,18
