	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
     1 	b.001_BW1-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:56:12	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,49	-7,99	-25,81	27,02	252,81	0,00	0,00	0,00	0,00	23,49	25,86	27,18	27,83	28,10	28,25	28,22	27,92	27,12	25,78	23,80	21,43	18,94	16,45	14,13	12,05	10,47	9,33	8,43	7,75	7,11	6,81	6,82	7,55	9,14	11,65	14,93	19,50	25,06	32,17	40,92	49,83	58,92	66,13	72,67
     1 	b.001_BW1-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:56:12	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,69	-7,96	-25,47	26,69	252,64	0,00	0,00	0,00	0,00	23,52	25,87	27,18	27,83	28,09	28,24	28,22	27,94	27,15	25,85	23,89	21,54	19,07	16,59	14,30	12,22	10,64	9,50	8,59	7,91	7,27	6,98	6,99	7,72	9,33	11,86	15,16	19,74	25,32	32,44	41,21	50,13	59,22	66,45	72,98
     2 	b.002_BW1-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:56:26	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,56	-7,90	-25,48	26,68	252,78	0,00	0,00	0,00	0,00	23,35	25,69	26,99	27,64	27,95	28,11	28,16	27,79	27,01	25,68	23,75	21,39	18,92	16,44	14,18	12,13	10,59	9,45	8,56	7,87	7,26	6,95	6,94	7,67	9,22	11,68	14,95	19,35	24,92	32,03	40,87	49,87	58,88	66,11	72,66
     2 	b.002_BW1-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:56:26	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,79	-7,91	-25,10	26,32	252,50	0,00	0,00	0,00	0,00	23,37	25,70	26,99	27,63	27,94	28,10	28,15	27,81	27,06	25,75	23,86	21,52	19,09	16,62	14,37	12,33	10,78	9,64	8,75	8,05	7,44	7,12	7,12	7,85	9,42	11,90	15,19	19,60	25,18	32,31	41,15	50,16	59,17	66,41	72,94
     3 	b.003_BW1-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:56:37	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,94	-8,26	-25,69	26,99	252,18	0,00	0,00	0,00	0,00	23,57	26,08	27,48	28,21	28,51	28,66	28,70	28,38	27,59	26,28	24,32	21,89	19,36	16,80	14,48	12,39	10,75	9,58	8,67	7,96	7,31	6,96	6,97	7,67	9,27	11,78	15,11	19,51	25,17	32,33	41,15	50,10	59,03	66,18	72,63
     3 	b.003_BW1-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:56:37	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,13	-8,26	-25,31	26,62	251,93	0,00	0,00	0,00	0,00	23,53	26,03	27,42	28,15	28,45	28,61	28,65	28,35	27,59	26,31	24,39	21,98	19,48	16,94	14,64	12,56	10,92	9,75	8,84	8,13	7,48	7,13	7,13	7,84	9,45	11,96	15,32	19,72	25,39	32,57	41,39	50,34	59,28	66,44	72,88
     4 	b.004_BW2-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:57:33	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,07	-9,22	-37,89	38,99	256,33	0,00	0,00	0,00	0,00	27,09	30,72	34,49	37,34	38,59	38,96	38,15	37,15	35,09	32,47	28,89	24,75	20,76	17,12	13,94	11,04	8,92	7,47	6,39	5,70	5,24	5,03	4,91	5,07	5,57	6,62	8,17	10,64	14,19	18,97	25,54	33,44	43,25	52,94	63,34
     4 	b.004_BW2-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:57:33	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,14	-9,23	-37,61	38,73	256,20	0,00	0,00	0,00	0,00	27,02	30,63	34,38	37,21	38,45	38,81	38,00	37,03	35,00	32,42	28,87	24,76	20,79	17,17	14,01	11,13	9,00	7,55	6,47	5,78	5,32	5,11	4,99	5,16	5,66	6,73	8,30	10,78	14,36	19,16	25,75	33,66	43,49	53,20	63,60
     5 	b.005_BW2-A_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 10:57:42	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,35	-9,23	-38,10	39,20	256,38	0,00	0,00	0,00	0,00	27,31	31,04	34,92	37,97	39,19	39,53	38,72	37,55	35,66	33,05	29,35	25,11	21,11	17,35	14,00	11,17	9,04	7,53	6,47	5,80	5,32	5,11	4,98	5,17	5,71	6,72	8,35	10,90	14,44	19,32	26,05	34,13	44,01	53,77	64,01
     5 	b.005_BW2-A_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 10:57:42	31/01/2022 10:54:13	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,39	-9,28	-37,81	38,93	256,21	0,00	0,00	0,00	0,00	27,19	30,89	34,75	37,78	39,00	39,33	38,53	37,39	35,53	32,96	29,30	25,10	21,12	17,39	14,05	11,24	9,12	7,60	6,54	5,87	5,38	5,16	5,04	5,24	5,77	6,81	8,45	11,01	14,57	19,47	26,22	34,31	44,20	53,98	64,23
