	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    23 	y.067_CAL01-Y01_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:47:04 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	91,07	-0,88	-0,14	0,89	188,84	0,00	0,00	0,00	0,00	35,27	52,97	71,62	79,77	81,57	80,36	80,09	80,58	80,67	80,62	80,53	80,14	79,61	79,05	78,61	78,21	77,72	77,43	76,99	76,98	77,21	77,73	78,43	79,32	80,25	81,53	83,02	84,20	85,69	87,06	87,95	88,72	89,29	89,86	90,20
    24 	y.068_CAL01-Y02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:47:18 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	92,02	-2,15	8,21	8,48	104,69	0,00	0,00	0,00	0,00	37,36	51,34	65,58	70,38	70,88	69,89	70,39	72,58	75,20	77,61	79,47	81,06	81,68	81,77	82,00	81,75	81,35	81,32	81,01	80,91	81,30	81,89	82,51	83,33	84,38	85,48	86,92	88,12	89,65	90,96	91,86	92,55	93,17	93,78	94,10
    24 	y.068_CAL01-Y02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:47:18 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	89,95	-2,21	8,81	9,08	104,08	0,00	0,00	0,00	0,00	32,29	46,29	60,58	65,44	65,98	65,04	65,59	67,84	70,49	72,95	74,83	76,45	77,07	77,17	77,43	77,19	76,82	76,82	76,51	76,44	76,86	77,48	78,13	78,97	80,05	81,19	82,65	83,88	85,44	86,76	87,68	88,38	89,02	89,64	89,96
    25 	y.069_CAL01-Y03_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:47:34 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	90,50	-3,02	19,82	20,05	98,65	0,00	0,00	0,00	0,00	33,43	42,94	51,43	53,65	53,04	52,36	53,41	57,06	61,83	66,76	71,22	75,22	77,45	79,07	79,92	80,23	80,30	80,34	80,27	80,45	80,73	81,36	82,07	82,93	83,88	85,32	86,51	87,90	89,35	90,72	91,61	92,45	93,03	93,63	94,00
    25 	y.069_CAL01-Y03_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:47:34 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	88,35	-3,09	21,17	21,39	98,30	0,00	0,00	0,00	0,00	28,24	37,80	46,33	48,61	48,06	47,43	48,51	52,23	57,02	62,00	66,50	70,52	72,77	74,41	75,29	75,63	75,73	75,81	75,77	75,96	76,28	76,95	77,69	78,57	79,56	81,03	82,25	83,67	85,14	86,54	87,43	88,30	88,90	89,51	89,89
    26 	y.070_CAL01-Y04_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:47:54 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	88,84	-2,83	30,78	30,91	95,25	0,00	0,00	0,00	0,00	28,85	34,82	39,61	40,08	39,22	38,56	39,94	44,00	49,91	56,47	62,54	68,61	72,73	75,48	77,27	78,18	78,65	79,11	79,32	79,62	80,09	80,74	81,55	82,35	83,42	84,68	86,00	87,39	88,78	90,19	91,18	91,93	92,55	93,16	93,49
    26 	y.070_CAL01-Y04_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:47:54 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	86,65	-2,88	32,98	33,11	94,99	0,00	0,00	0,00	0,00	23,82	29,82	34,64	35,15	34,33	33,70	35,11	39,22	45,17	51,76	57,86	63,96	68,10	70,87	72,70	73,65	74,14	74,62	74,87	75,20	75,71	76,39	77,23	78,05	79,15	80,44	81,79	83,20	84,61	86,04	87,05	87,82	88,46	89,09	89,41
    27 	y.071_CAL01-Y05_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:48:11 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	86,93	-1,55	42,33	42,36	92,10	0,00	0,00	0,00	0,00	24,01	27,09	29,08	28,36	27,29	26,77	28,19	32,29	38,51	45,79	53,09	60,90	66,68	71,01	73,78	75,45	76,51	77,37	77,99	78,72	79,32	80,26	80,90	81,89	82,90	84,04	85,52	86,74	88,12	89,34	90,31	91,06	91,56	92,36	92,85
    27 	y.071_CAL01-Y05_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:48:11 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	84,62	-1,52	45,98	46,00	91,90	0,00	0,00	0,00	0,00	18,90	22,00	24,02	23,34	22,31	21,82	23,26	27,41	33,65	40,98	48,30	56,15	61,96	66,31	69,13	70,83	71,93	72,83	73,48	74,25	74,88	75,86	76,53	77,55	78,59	79,76	81,25	82,52	83,91	85,15	86,14	86,90	87,41	88,23	88,72
    28 	y.072_CAL01-Y06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:48:26 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	85,49	-0,14	50,89	50,89	90,16	0,00	0,00	0,00	0,00	20,38	21,90	22,41	21,26	20,19	19,82	21,23	24,91	30,99	38,57	46,47	55,17	62,08	67,25	70,96	73,35	74,80	76,15	77,02	78,04	78,66	79,60	80,47	81,44	82,56	83,73	85,22	86,49	88,00	89,33	90,29	91,07	91,77	92,44	92,79
    28 	y.072_CAL01-Y06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:48:26 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	83,10	-0,04	56,09	56,09	90,04	0,00	0,00	0,00	0,00	15,20	16,76	17,30	16,19	15,15	14,82	16,24	19,97	26,09	33,71	41,65	50,38	57,32	62,52	66,29	68,71	70,21	71,59	72,49	73,55	74,21	75,19	76,10	77,10	78,25	79,45	80,98	82,27	83,80	85,16	86,14	86,94	87,67	88,34	88,70
    29 	y.073_CAL01-Y07_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:48:45 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	83,63	1,93	59,64	59,67	88,15	0,00	0,00	0,00	0,00	16,54	16,85	16,37	15,05	14,09	13,86	14,99	18,24	23,90	31,25	39,32	48,60	56,37	62,59	67,04	70,07	72,18	73,96	75,31	76,48	77,53	78,50	79,39	80,42	81,57	82,69	84,15	85,40	86,93	88,27	89,25	89,96	90,64	91,35	91,74
    29 	y.073_CAL01-Y07_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:48:45 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	81,39	2,14	66,27	66,31	88,15	0,00	0,00	0,00	0,00	11,89	12,23	11,77	10,48	9,56	9,35	10,50	13,79	19,47	26,86	34,96	44,27	52,08	58,32	62,81	65,88	68,04	69,86	71,24	72,46	73,54	74,54	75,47	76,52	77,71	78,86	80,35	81,62	83,16	84,53	85,52	86,24	86,94	87,65	88,04
    30 	y.074_CAL01-Y08_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:49:00 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	80,89	5,63	69,58	69,81	85,38	0,00	0,00	0,00	0,00	12,14	11,50	10,46	9,28	8,65	8,53	9,27	11,66	16,15	22,68	30,57	40,12	48,54	55,61	60,96	64,74	67,49	70,17	72,30	74,11	75,48	76,77	77,73	78,88	80,10	81,41	82,72	84,10	85,59	87,02	88,10	88,95	89,65	90,46	90,93
    30 	y.074_CAL01-Y08_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:49:00 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	78,88	6,01	78,49	78,72	85,62	0,00	0,00	0,00	0,00	8,15	7,53	6,51	5,36	4,76	4,65	5,40	7,82	12,34	18,90	26,82	36,40	44,85	51,95	57,35	61,19	63,98	66,70	68,87	70,71	72,13	73,46	74,45	75,64	76,89	78,22	79,56	80,96	82,48	83,92	85,00	85,86	86,56	87,38	87,84
    31 	y.075_CAL01-Y09_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:49:15 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	78,94	8,14	73,14	73,59	83,65	0,00	0,00	0,00	0,00	10,22	9,32	8,19	7,27	6,85	6,78	7,23	8,97	12,89	18,74	26,17	35,41	43,89	51,04	56,58	60,46	63,58	66,72	69,51	71,86	73,55	75,19	76,27	77,39	78,74	79,86	81,46	82,67	84,22	85,69	86,80	87,63	88,35	89,25	89,76
    31 	y.075_CAL01-Y09_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:49:15 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	76,99	8,64	83,60	84,04	84,10	0,00	0,00	0,00	0,00	6,47	5,59	4,48	3,59	3,19	3,14	3,60	5,37	9,31	15,19	22,65	31,92	40,44	47,62	53,20	57,13	60,30	63,49	66,31	68,70	70,45	72,12	73,24	74,38	75,76	76,91	78,54	79,76	81,33	82,81	83,93	84,77	85,51	86,40	86,92
    32 	y.076_CAL01-Y10_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:49:30 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,64	9,72	73,16	73,80	82,43	0,00	0,00	0,00	0,00	9,57	8,64	7,57	6,74	6,35	6,29	6,72	8,26	11,76	17,26	24,45	33,38	41,47	48,37	53,44	57,06	60,31	63,68	67,07	69,99	72,22	74,10	75,39	76,63	77,96	79,32	80,67	82,03	83,59	84,98	86,11	86,97	87,75	88,60	89,13
    32 	y.076_CAL01-Y10_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:49:30 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	75,51	10,33	85,18	85,81	83,08	0,00	0,00	0,00	0,00	5,61	4,71	3,66	2,86	2,51	2,48	2,91	4,48	8,00	13,54	20,74	29,70	37,82	44,76	49,87	53,54	56,84	60,26	63,69	66,66	68,93	70,86	72,19	73,46	74,81	76,21	77,57	78,96	80,52	81,94	83,07	83,95	84,73	85,59	86,12
    33 	y.077_CAL01-Y11_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:49:48 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	76,41	11,16	71,66	72,53	81,15	0,00	0,00	0,00	0,00	9,46	8,49	7,44	6,61	6,26	6,21	6,56	8,11	11,50	16,86	23,83	32,30	39,77	45,93	50,32	53,52	56,56	60,29	64,37	68,10	70,89	73,22	74,91	76,25	77,81	79,09	80,61	81,98	83,63	85,11	86,21	87,19	87,94	88,83	89,35
    33 	y.077_CAL01-Y11_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:49:48 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	74,16	11,89	84,23	85,06	81,96	0,00	0,00	0,00	0,00	5,42	4,47	3,45	2,64	2,33	2,31	2,66	4,25	7,65	13,03	20,03	28,52	36,01	42,20	46,63	49,88	52,97	56,75	60,88	64,66	67,50	69,87	71,60	72,97	74,56	75,87	77,42	78,81	80,48	81,97	83,09	84,08	84,84	85,74	86,25
    34 	w.007_CAL01-GS01_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:50:21 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	93,53	-0,30	-3,01	3,03	264,27	0,00	0,00	0,00	0,00	42,30	60,79	80,62	89,86	91,72	90,82	90,14	89,61	88,91	87,77	86,86	85,98	85,24	84,36	83,86	83,27	82,73	82,40	81,99	81,92	82,15	82,65	83,15	83,95	85,10	86,04	87,41	88,57	89,97	91,28	92,01	92,67	93,30	93,86	94,13
    34 	w.007_CAL01-GS01_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:50:21 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	91,54	-0,29	-2,95	2,96	264,40	0,00	0,00	0,00	0,00	37,25	55,79	75,68	85,00	86,93	86,08	85,44	84,97	84,30	83,18	82,30	81,42	80,68	79,80	79,33	78,75	78,22	77,92	77,52	77,47	77,73	78,26	78,80	79,62	80,81	81,79	83,18	84,36	85,80	87,12	87,87	88,56	89,20	89,77	90,04
    35 	gy.019_CAL01-GS02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:50:37 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	75,94	0,10	0,46	0,47	77,57	0,00	0,00	0,00	0,00	32,62	40,78	47,78	49,69	49,20	48,28	48,68	50,90	53,10	54,42	54,03	52,70	50,69	48,91	47,32	46,06	46,11	47,79	50,19	51,83	52,10	51,79	51,24	50,85	50,29	50,44	51,30	53,52	57,44	62,12	67,07	71,61	75,93	79,76	83,08
    35 	gy.019_CAL01-GS02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:50:37 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	72,92	0,13	0,62	0,64	78,03	0,00	0,00	0,00	0,00	27,58	35,77	42,80	44,76	44,31	43,42	43,85	46,10	48,32	49,66	49,27	47,94	45,93	44,14	42,56	41,30	41,35	43,05	45,46	47,12	47,40	47,11	46,59	46,22	45,69	45,87	46,77	49,02	52,99	57,71	62,70	67,28	71,64	75,49	78,84
    36 	gy.020_CAL01-GS03_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:50:53 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	52,17	-0,30	-0,20	0,36	213,28	0,00	0,00	0,00	0,00	18,59	20,18	21,01	20,26	19,33	18,80	19,50	21,39	23,59	24,88	24,38	22,80	20,89	19,34	18,09	17,24	17,38	18,91	21,04	22,35	22,08	21,27	20,62	20,12	19,52	19,33	19,83	21,72	25,30	30,24	36,20	42,33	48,77	55,03	61,54
    36 	gy.020_CAL01-GS03_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:50:53 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	46,07	-0,34	-0,15	0,38	203,85	0,00	0,00	0,00	0,00	13,44	15,06	15,91	15,20	14,30	13,80	14,51	16,42	18,63	19,93	19,43	17,83	15,91	14,36	13,10	12,25	12,38	13,91	16,06	17,37	17,12	16,32	15,68	15,19	14,62	14,46	15,00	16,92	20,55	25,54	31,56	37,74	44,23	50,53	57,06
    37 	gy.021_CAL01-GS04_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:51:08 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	30,54	0,33	-1,69	1,72	281,09	0,00	0,00	0,00	0,00	8,39	7,94	7,40	6,82	6,37	6,25	6,45	7,17	8,05	8,51	8,03	7,12	6,36	5,94	5,68	5,51	5,54	5,98	6,69	7,10	6,86	6,51	6,39	6,47	6,42	6,47	6,70	7,57	9,11	11,86	15,61	20,20	25,74	31,69	38,93
    37 	gy.021_CAL01-GS04_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:51:08 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	13,31	0,63	-4,53	4,57	277,88	0,00	0,00	0,00	0,00	3,49	3,06	2,55	2,00	1,58	1,48	1,68	2,41	3,29	3,74	3,25	2,32	1,54	1,10	0,83	0,65	0,67	1,10	1,81	2,22	1,97	1,64	1,51	1,60	1,58	1,65	1,91	2,82	4,39	7,19	10,99	15,63	21,22	27,20	34,47
    38 	k.013_CAL02-GS05_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:51:24 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	27,39	0,09	-1,26	1,27	273,88	0,00	0,00	0,00	0,00	6,72	6,24	5,82	5,45	5,21	5,14	5,23	5,66	6,20	6,51	6,19	5,58	5,15	4,92	4,80	4,75	4,76	4,97	5,32	5,53	5,37	5,17	5,13	5,22	5,22	5,28	5,47	5,98	7,16	8,99	11,95	15,80	20,67	26,16	33,14
    38 	k.013_CAL02-GS05_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:51:24 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	4,47	-0,09	-4,79	4,79	268,96	0,00	0,00	0,00	0,00	1,91	1,45	1,05	0,71	0,50	0,45	0,55	1,00	1,54	1,84	1,51	0,88	0,44	0,18	0,06	0,01	0,01	0,19	0,55	0,75	0,60	0,40	0,37	0,47	0,50	0,57	0,79	1,34	2,55	4,42	7,43	11,32	16,24	21,76	28,77
    39 	k.014_CAL01-GS06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:51:46 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	28,03	-0,01	-1,38	1,38	269,70	0,00	0,00	0,00	0,00	6,94	6,51	6,11	5,73	5,49	5,41	5,50	5,92	6,45	6,76	6,44	5,85	5,40	5,17	5,05	4,99	4,98	5,20	5,55	5,74	5,59	5,37	5,33	5,41	5,42	5,48	5,65	6,20	7,25	9,23	12,15	15,91	20,74	26,16	33,07
    39 	k.014_CAL01-GS06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:51:46 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	15,06	-0,08	-2,39	2,39	267,97	0,00	0,00	0,00	0,00	3,25	2,83	2,46	2,10	1,89	1,83	1,93	2,37	2,92	3,23	2,91	2,31	1,86	1,62	1,50	1,43	1,42	1,63	1,98	2,19	2,04	1,83	1,81	1,90	1,91	2,01	2,21	2,78	3,87	5,88	8,85	12,64	17,51	22,96	29,88
    40 	b.078_CAL02-C01_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:53:49 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	93,18	-1,16	-3,37	3,56	251,03	0,00	0,00	0,00	0,00	39,84	58,61	79,78	89,50	91,44	90,53	89,86	89,51	88,78	87,70	86,74	85,90	85,08	84,13	83,48	82,68	82,00	81,47	80,77	80,43	80,41	80,68	80,99	81,65	82,45	83,43	84,73	86,22	88,07	89,71	91,03	92,15	92,91	93,71	94,12
    40 	b.078_CAL02-C01_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:53:49 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	91,11	-1,19	-3,32	3,53	250,36	0,00	0,00	0,00	0,00	34,67	53,49	74,72	84,51	86,51	85,66	85,04	84,74	84,03	82,98	82,04	81,20	80,39	79,45	78,82	78,02	77,36	76,85	76,16	75,84	75,84	76,15	76,48	77,16	77,99	79,01	80,33	81,87	83,73	85,40	86,75	87,90	88,70	89,51	89,93
    41 	b.079_CAL02-C02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:54:05 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	91,44	-4,83	-5,62	7,41	229,32	0,00	0,00	0,00	0,00	38,93	57,34	78,64	88,24	90,36	89,58	89,03	88,65	87,75	86,82	85,84	84,78	83,71	82,46	81,49	80,12	78,71	77,26	75,47	73,85	72,27	71,45	70,67	70,28	70,20	70,37	71,71	73,60	76,41	79,62	82,61	85,21	87,35	89,26	90,65
    41 	b.079_CAL02-C02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:54:05 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	89,36	-5,04	-5,73	7,63	228,64	0,00	0,00	0,00	0,00	33,97	52,43	73,78	83,46	85,63	84,91	84,41	84,08	83,17	82,27	81,31	80,24	79,15	77,91	76,94	75,57	74,16	72,73	70,94	69,33	67,77	66,95	66,18	65,80	65,75	65,95	67,31	69,22	72,07	75,31	78,35	81,00	83,18	85,12	86,52
    42 	b.080_CAL02-C03_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:54:21 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	88,30	-10,89	-9,44	14,42	220,93	0,00	0,00	0,00	0,00	37,69	55,46	75,62	85,36	87,80	87,55	87,18	86,95	86,11	85,04	84,00	82,58	81,10	79,38	77,44	74,98	72,20	69,35	65,79	62,38	59,14	56,70	54,95	53,79	52,80	52,61	53,50	55,78	59,52	64,26	69,17	73,62	77,77	81,42	84,52
    42 	b.080_CAL02-C03_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:54:21 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	85,98	-11,49	-9,75	15,07	220,32	0,00	0,00	0,00	0,00	32,55	50,37	70,59	80,40	82,91	82,71	82,38	82,20	81,39	80,33	79,31	77,89	76,40	74,67	72,74	70,27	67,47	64,61	61,05	57,63	54,39	51,94	50,20	49,05	48,09	47,93	48,84	51,17	54,95	59,75	64,72	69,22	73,42	77,10	80,24
    43 	b.081_CAL02-C04_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:54:34 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	84,85	-16,35	-13,34	21,11	219,21	0,00	0,00	0,00	0,00	36,37	52,58	71,95	81,78	84,89	84,93	84,81	84,77	84,03	82,88	81,37	79,82	77,73	75,30	72,35	68,78	64,83	60,61	55,99	51,29	47,02	43,85	41,74	40,39	39,01	38,54	39,35	41,70	45,74	50,94	56,75	62,43	67,87	72,80	77,43
    43 	b.081_CAL02-C04_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:54:34 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	82,40	-17,35	-13,91	22,24	218,72	0,00	0,00	0,00	0,00	31,41	47,67	67,09	76,99	80,15	80,24	80,15	80,16	79,43	78,30	76,80	75,24	73,13	70,68	67,72	64,13	60,16	55,92	51,27	46,56	42,27	39,09	36,97	35,62	34,27	33,83	34,66	37,05	41,14	46,39	52,26	58,00	63,49	68,46	73,12
    44 	b.082_CAL02-C05_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:54:48 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	81,13	-21,23	-17,29	27,38	219,16	0,00	0,00	0,00	0,00	34,37	49,69	67,99	77,71	81,45	81,79	81,99	82,12	81,19	80,00	78,32	76,38	73,69	70,38	66,55	61,80	56,75	51,78	46,28	41,02	36,18	32,81	30,77	29,28	28,07	27,65	28,26	30,38	34,25	39,49	45,62	51,82	58,09	63,87	69,71
    44 	b.082_CAL02-C05_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:54:48 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	78,42	-22,73	-18,11	29,07	218,54	0,00	0,00	0,00	0,00	29,26	44,63	62,99	72,78	76,58	76,98	77,23	77,40	76,50	75,33	73,65	71,71	68,99	65,66	61,82	57,04	51,97	46,97	41,46	36,17	31,31	27,94	25,89	24,41	23,23	22,83	23,47	25,63	29,56	34,86	41,05	47,31	53,63	59,45	65,33
    45 	b.083_CAL02-C06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:55:00 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,63	-25,04	-20,61	32,44	219,46	0,00	0,00	0,00	0,00	32,52	46,51	63,59	73,57	77,66	78,53	78,94	79,24	78,37	76,97	74,98	72,61	69,44	65,44	60,86	55,36	49,61	44,07	38,26	32,74	27,90	24,58	22,64	21,44	20,44	19,93	20,59	22,44	26,02	31,00	37,08	43,30	49,90	56,19	62,85
    45 	b.083_CAL02-C06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:55:00 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	74,80	-26,98	-21,71	34,63	218,82	0,00	0,00	0,00	0,00	27,68	41,71	58,85	68,89	73,03	73,95	74,38	74,73	73,88	72,49	70,49	68,10	64,90	60,89	56,29	50,76	44,98	39,41	33,57	28,03	23,17	19,83	17,90	16,70	15,72	15,23	15,92	17,81	21,44	26,47	32,61	38,88	45,53	51,86	58,56
