	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
     6 	b.072_CAL01-C06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:27:16 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,67	-24,73	-21,02	32,45	220,36	0,00	0,00	0,00	0,00	33,86	48,12	64,71	74,45	78,33	79,18	79,44	79,38	78,60	77,10	75,12	72,65	69,35	65,52	60,95	55,36	49,63	44,11	38,26	32,74	27,81	24,60	22,70	21,63	20,75	20,32	20,94	22,78	26,54	31,43	37,51	43,81	50,29	56,59	63,22
     6 	b.072_CAL01-C06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:27:16 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	74,75	-26,69	-22,14	34,68	219,68	0,00	0,00	0,00	0,00	28,82	43,14	59,79	69,59	73,52	74,42	74,73	74,70	73,93	72,45	70,47	67,98	64,67	60,81	56,23	50,61	44,85	39,31	33,43	27,89	22,94	19,72	17,82	16,75	15,90	15,50	16,14	18,04	21,84	26,78	32,92	39,28	45,82	52,15	58,81
     7 	b.073_CAL01-C07_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:27:39 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	73,72	-28,34	-24,52	37,47	220,86	0,00	0,00	0,00	0,00	31,44	44,37	59,80	69,47	73,87	75,21	75,79	76,00	75,11	73,48	71,17	68,24	64,42	59,79	54,42	48,23	41,97	36,19	30,30	24,81	20,09	17,15	15,58	14,85	14,24	13,87	14,43	16,12	19,16	23,64	29,26	35,31	41,88	48,43	55,55
     7 	b.073_CAL01-C07_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:27:39 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	70,55	-30,93	-25,99	40,40	220,05	0,00	0,00	0,00	0,00	26,48	39,47	54,95	64,69	69,14	70,54	71,13	71,39	70,51	68,90	66,58	63,63	59,78	55,12	49,72	43,50	37,20	31,40	25,49	19,98	15,24	12,30	10,73	10,01	9,43	9,09	9,68	11,42	14,51	19,05	24,72	30,82	37,44	44,02	51,18
     8 	b.074_CAL01-C08_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:28:00 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	68,37	-31,43	-28,55	42,46	222,25	0,00	0,00	0,00	0,00	27,99	39,02	52,83	62,33	67,26	69,29	70,30	70,61	69,69	67,76	64,99	61,46	57,06	51,79	45,72	39,12	32,74	26,90	21,34	16,44	12,46	10,19	9,39	8,96	8,71	8,56	9,00	10,01	12,27	15,74	20,39	25,69	31,89	38,38	45,81
     8 	b.074_CAL01-C08_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:28:00 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	64,82	-34,91	-30,48	46,35	221,12	0,00	0,00	0,00	0,00	23,11	34,18	48,04	57,60	62,59	64,67	65,69	66,05	65,14	63,22	60,46	56,91	52,48	47,18	41,09	34,47	28,06	22,20	16,62	11,70	7,71	5,44	4,65	4,24	4,00	3,88	4,36	5,41	7,72	11,23	15,94	21,28	27,53	34,06	41,52
     9 	b.075_CAL01-C09_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:28:16 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	65,25	-32,04	-30,55	44,27	223,64	0,00	0,00	0,00	0,00	25,65	35,66	48,70	58,00	63,32	65,64	66,87	67,09	66,06	63,97	61,12	57,18	52,44	46,92	40,79	34,10	27,84	22,32	17,05	12,71	9,54	7,78	7,11	6,98	6,81	6,76	7,14	7,94	9,68	12,46	16,52	21,21	26,99	33,23	40,66
     9 	b.075_CAL01-C09_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:28:16 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	61,39	-36,09	-32,86	48,80	222,32	0,00	0,00	0,00	0,00	20,80	30,85	43,95	53,29	58,67	61,03	62,29	62,54	61,52	59,43	56,57	52,61	47,85	42,30	36,15	29,43	23,13	17,61	12,32	7,97	4,79	3,03	2,36	2,25	2,10	2,07	2,49	3,33	5,11	7,94	12,05	16,79	22,62	28,89	36,36
    10 	b.076_CAL01-C10_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:28:34 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,63	-31,84	-31,60	44,86	224,78	0,00	0,00	0,00	0,00	24,80	34,16	46,59	55,97	61,21	63,87	65,14	65,40	64,27	62,05	58,90	54,74	49,88	44,27	38,20	31,63	25,49	20,23	15,32	11,16	8,25	6,84	6,36	6,28	6,15	6,16	6,37	7,12	8,56	11,02	14,60	19,05	24,57	30,56	37,99
    10 	b.076_CAL01-C10_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:28:34 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,57	-36,20	-34,10	49,73	223,29	0,00	0,00	0,00	0,00	19,86	29,26	41,74	51,18	56,47	59,19	60,48	60,78	59,67	57,45	54,30	50,12	45,23	39,59	33,50	26,92	20,74	15,48	10,56	6,39	3,47	2,06	1,58	1,52	1,41	1,44	1,68	2,47	3,95	6,46	10,08	14,59	20,16	26,18	33,64
    11 	b.077_CAL01-C11_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:28:57 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,11	-31,32	-32,15	44,88	225,75	0,00	0,00	0,00	0,00	24,79	33,91	46,35	55,38	60,97	63,58	64,79	65,04	63,84	61,39	58,04	53,88	48,88	43,27	37,20	30,76	24,84	19,67	14,84	10,83	8,01	6,67	6,22	6,16	6,04	6,06	6,32	6,94	8,39	10,85	14,36	18,72	24,18	30,13	37,52
    11 	b.077_CAL01-C11_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:28:57 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,02	-35,63	-34,73	49,75	224,27	0,00	0,00	0,00	0,00	19,93	29,08	41,57	50,66	56,31	58,96	60,19	60,47	59,28	56,83	53,48	49,30	44,27	38,63	32,53	26,08	20,13	14,95	10,12	6,09	3,27	1,94	1,49	1,44	1,34	1,39	1,68	2,34	3,84	6,34	9,90	14,30	19,81	25,80	33,21
    12 	r.067_CAL01-M01_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:35:11 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	92,46	1,19	-4,38	4,54	285,15	0,00	0,00	0,00	0,00	41,01	59,56	80,44	89,57	91,69	90,26	89,47	88,90	87,60	86,09	84,71	83,43	82,14	80,98	80,24	79,56	79,23	79,42	79,66	80,27	80,86	81,73	82,41	83,42	84,41	85,66	87,02	88,32	89,70	91,13	91,92	92,62	93,16	93,86	94,15
    12 	r.067_CAL01-M01_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:35:11 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	90,40	1,28	-4,41	4,59	286,20	0,00	0,00	0,00	0,00	35,98	54,58	75,51	84,71	86,88	85,50	84,75	84,23	82,95	81,46	80,08	78,80	77,49	76,35	75,63	74,96	74,64	74,85	75,12	75,76	76,38	77,29	78,00	79,04	80,05	81,34	82,73	84,05	85,45	86,90	87,71	88,43	88,99	89,70	90,01
    13 	r.068_CAL01-M02_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:36:50 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	88,86	6,95	-8,74	11,17	308,50	0,00	0,00	0,00	0,00	40,62	59,01	79,07	88,54	89,94	88,62	87,04	85,49	82,97	80,22	77,18	74,18	71,77	69,76	68,45	67,66	67,86	69,68	72,30	75,15	77,60	79,58	81,10	82,52	83,91	85,25	86,73	87,98	89,57	90,89	91,85	92,51	93,13	93,70	94,10
    13 	r.068_CAL01-M02_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:36:50 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	86,58	7,34	-8,97	11,59	309,31	0,00	0,00	0,00	0,00	35,39	53,85	73,97	83,52	84,99	83,73	82,18	80,68	78,18	75,44	72,40	69,39	66,97	64,96	63,66	62,88	63,11	64,97	67,61	70,50	73,00	75,03	76,59	78,05	79,48	80,86	82,38	83,66	85,27	86,61	87,58	88,27	88,90	89,49	89,89
    14 	r.069_CAL01-M03_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:40:42 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	83,42	15,39	-14,78	21,34	316,17	0,00	0,00	0,00	0,00	40,01	57,73	77,30	86,03	87,27	85,10	82,37	79,41	75,17	70,63	65,84	61,05	57,70	55,15	53,38	52,45	53,24	56,47	61,39	66,95	71,84	75,87	78,66	80,88	82,70	84,58	85,99	87,58	89,04	90,57	91,44	92,30	92,78	93,41	93,77
    14 	r.069_CAL01-M03_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:40:42 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	80,84	16,33	-15,37	22,42	316,72	0,00	0,00	0,00	0,00	34,85	52,62	72,25	81,04	82,33	80,21	77,51	74,58	70,34	65,79	61,00	56,19	52,82	50,27	48,52	47,59	48,40	51,68	56,65	62,26	67,21	71,31	74,15	76,40	78,29	80,21	81,66	83,29	84,78	86,32	87,21	88,10	88,61	89,25	89,62
    15 	r.070_CAL01-M04_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:41:02 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,34	24,54	-20,79	32,17	319,73	0,00	0,00	0,00	0,00	39,41	56,27	74,79	82,67	83,22	80,10	76,19	71,80	66,00	59,79	53,69	48,01	44,13	41,32	39,52	38,68	39,81	43,70	50,11	57,73	64,97	70,92	75,35	78,71	81,17	83,51	85,37	87,10	88,80	90,37	91,23	92,09	92,71	93,35	93,71
    15 	r.070_CAL01-M04_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:41:02 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	74,34	26,22	-21,85	34,13	320,19	0,00	0,00	0,00	0,00	34,20	51,10	69,69	77,63	78,23	75,15	71,26	66,90	61,10	54,89	48,78	43,07	39,16	36,36	34,56	33,74	34,90	38,82	45,28	52,97	60,27	66,28	70,77	74,19	76,71	79,09	81,00	82,77	84,51	86,10	87,00	87,88	88,52	89,17	89,54
    16 	r.071_CAL01-M05_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:41:24 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	71,55	32,65	-25,71	41,56	321,78	0,00	0,00	0,00	0,00	38,27	54,08	71,19	78,71	78,53	74,48	69,52	63,76	56,81	49,78	43,27	37,21	33,33	30,60	29,02	28,33	29,44	33,53	40,37	48,98	57,77	65,52	71,40	75,84	79,30	81,98	84,37	86,19	88,16	89,76	90,78	91,70	92,36	93,07	93,40
    16 	r.071_CAL01-M05_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:41:24 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	68,08	35,26	-27,33	44,62	322,22	0,00	0,00	0,00	0,00	33,08	48,93	66,09	73,67	73,53	69,52	64,58	58,83	51,88	44,85	38,31	32,22	28,31	25,57	24,00	23,32	24,46	28,59	35,47	44,15	53,01	60,83	66,78	71,28	74,81	77,55	79,99	81,86	83,88	85,51	86,56	87,50	88,19	88,91	89,26
    17 	r.072_CAL01-M06_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:41:40 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	66,83	39,07	-29,41	48,90	323,03	0,00	0,00	0,00	0,00	37,17	52,24	68,49	75,03	74,20	69,75	63,73	57,20	49,58	42,20	35,48	29,44	25,79	23,41	21,99	21,30	22,51	26,29	33,18	42,19	51,87	60,64	67,75	73,30	77,41	80,81	83,52	85,50	87,57	89,38	90,53	91,49	92,18	92,93	93,30
    17 	r.072_CAL01-M06_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:41:40 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	62,88	42,68	-31,57	53,08	323,51	0,00	0,00	0,00	0,00	31,96	47,06	63,36	69,94	69,16	64,74	58,73	52,23	44,59	37,20	30,47	24,41	20,73	18,35	16,92	16,24	17,47	21,29	28,23	37,30	47,05	55,91	63,09	68,72	72,89	76,36	79,12	81,15	83,25	85,10	86,27	87,25	87,96	88,73	89,10
    18 	r.073_CAL01-M07_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:41:56 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	60,91	46,62	-33,31	57,30	324,45	0,00	0,00	0,00	0,00	35,61	49,50	64,12	69,84	68,24	62,96	56,16	48,92	40,78	33,27	26,71	21,08	17,96	16,03	15,00	14,50	15,39	18,74	25,15	34,26	44,39	54,27	62,74	69,55	74,78	78,73	81,88	84,37	86,58	88,55	89,85	90,88	91,67	92,43	92,92
    18 	r.073_CAL01-M07_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:41:56 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	56,29	51,77	-36,27	63,21	324,98	0,00	0,00	0,00	0,00	30,42	44,34	59,00	64,77	63,20	57,96	51,18	43,96	35,81	28,30	21,74	16,08	12,94	11,00	9,96	9,46	10,37	13,75	20,20	29,37	39,58	49,53	58,08	64,96	70,27	74,28	77,49	80,03	82,28	84,29	85,61	86,67	87,49	88,27	88,78
    19 	r.074_CAL01-M08_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:42:18 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	53,69	54,28	-36,94	65,65	325,76	0,00	0,00	0,00	0,00	32,98	45,16	57,80	62,34	59,98	54,07	46,58	38,80	30,66	23,56	17,76	13,02	10,80	9,48	8,94	8,73	9,27	11,63	16,83	24,99	35,17	45,65	55,47	63,41	69,71	74,47	78,17	81,12	83,84	86,28	87,98	89,21	90,29	91,22	91,77
    19 	r.074_CAL01-M08_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:42:18 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,15	61,83	-41,09	74,24	326,40	0,00	0,00	0,00	0,00	28,00	40,21	52,88	57,46	55,14	49,26	41,77	34,02	25,87	18,77	12,96	8,21	5,96	4,63	4,08	3,88	4,44	6,81	12,05	20,26	30,51	41,06	50,96	58,97	65,34	70,16	73,94	76,93	79,70	82,17	83,91	85,16	86,28	87,23	87,80
    20 	r.075_CAL01-M09_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:42:33 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	50,02	56,39	-38,02	68,01	326,01	0,00	0,00	0,00	0,00	31,21	41,94	53,73	57,74	55,13	49,08	41,51	33,77	25,93	19,16	13,93	9,96	8,22	7,39	7,01	6,87	7,32	8,98	13,34	20,71	30,40	40,78	50,48	58,44	64,56	69,04	72,82	76,04	79,36	82,46	84,86	86,78	88,29	89,68	90,61
    20 	r.075_CAL01-M09_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:42:33 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,01	65,22	-42,82	78,02	326,71	0,00	0,00	0,00	0,00	26,41	37,17	49,00	53,06	50,48	44,46	36,90	29,18	21,33	14,56	9,33	5,33	3,57	2,74	2,34	2,20	2,66	4,34	8,74	16,16	25,91	36,35	46,12	54,16	60,36	64,91	68,75	72,03	75,39	78,54	80,98	82,93	84,46	85,86	86,82
    21 	r.076_CAL01-M10_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:42:49 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,19	56,63	-38,63	68,55	325,70	0,00	0,00	0,00	0,00	30,30	40,92	51,85	55,37	52,81	46,70	39,24	31,61	23,84	17,35	12,46	8,81	7,28	6,57	6,29	6,16	6,53	8,04	11,93	18,77	28,06	38,09	47,40	54,80	60,52	64,69	68,13	71,53	75,21	78,89	81,92	84,36	86,31	88,07	89,28
    21 	r.076_CAL01-M10_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:42:49 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,72	66,39	-43,98	79,64	326,48	0,00	0,00	0,00	0,00	25,47	36,13	47,09	50,65	48,12	42,05	34,59	26,98	19,22	12,74	7,82	4,16	2,61	1,89	1,59	1,46	1,83	3,37	7,29	14,17	23,50	33,60	42,97	50,44	56,23	60,46	63,97	67,43	71,16	74,89	77,95	80,42	82,39	84,17	85,39
    22 	r.077_CAL01-M11_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:43:09 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,06	56,28	-38,67	68,28	325,50	0,00	0,00	0,00	0,00	30,52	40,80	51,61	55,30	52,61	46,48	39,09	31,45	23,72	17,26	12,39	8,79	7,28	6,60	6,30	6,18	6,55	8,10	11,90	18,70	27,82	37,68	46,83	54,06	59,53	63,48	66,87	70,20	74,03	77,96	81,08	83,69	85,87	87,70	89,03
    22 	r.077_CAL01-M11_wbg		SCE	CM-2600d	------	1004031	1.23	2/1/2022 11:43:09 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,21	66,61	-44,35	80,03	326,34	0,00	0,00	0,00	0,00	25,46	35,76	46,61	50,34	47,69	41,60	34,22	26,59	18,86	12,42	7,54	3,93	2,39	1,71	1,39	1,27	1,65	3,21	7,04	13,87	23,05	32,97	42,18	49,48	55,02	59,02	62,48	65,87	69,75	73,72	76,90	79,55	81,77	83,63	84,98
    23 	y.067_CAL01-Y01_wbg		SCI	CM-2600d	------	1004031	1.23	2/1/2022 11:47:04 AM	2/1/2022 10:20:48 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	93,00	-0,87	-0,25	0,91	196,16	0,00	0,00	0,00	0,00	40,01	57,67	76,27	84,36	86,11	84,86	84,55	85,00	85,09	85,02	84,91	84,52	84,00	83,43	82,97	82,57	82,07	81,76	81,30	81,28	81,49	81,99	82,65	83,53	84,43	85,67	87,14	88,29	89,77	91,13	91,99	92,75	93,30	93,85	94,19
