	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    16 	b.106_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:34:06 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,18	-3,63	-38,47	38,65	264,60	0,00	0,00	0,00	0,00	24,16	28,30	31,63	33,80	35,03	35,74	35,28	33,88	31,54	28,46	24,78	20,65	17,20	14,03	11,22	8,91	7,27	6,21	5,55	5,05	4,57	4,31	4,29	5,01	6,97	10,55	15,95	23,25	32,29	43,17	55,27	65,77	74,34	79,49	83,27
    16 	b.106_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/2/2022 11:34:06 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,26	-3,68	-37,76	37,94	264,44	0,00	0,00	0,00	0,00	23,86	27,95	31,24	33,37	34,58	35,28	34,82	33,47	31,20	28,20	24,60	20,56	17,19	14,09	11,33	9,06	7,44	6,38	5,72	5,21	4,73	4,47	4,46	5,17	7,13	10,74	16,15	23,42	32,46	43,35	55,42	65,90	74,46	79,59	83,35
    17 	b.107_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:34:23 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,80	-3,47	-38,71	38,87	264,88	0,00	0,00	0,00	0,00	24,02	28,12	31,28	33,42	34,80	35,43	35,02	33,58	31,15	28,16	24,46	20,36	16,93	13,75	10,86	8,64	7,08	6,01	5,35	4,88	4,42	4,17	4,14	4,86	6,78	10,32	15,69	22,94	31,93	42,77	54,99	65,62	74,19	79,53	83,31
    17 	b.107_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/2/2022 11:34:23 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,87	-3,51	-38,00	38,16	264,72	0,00	0,00	0,00	0,00	23,74	27,78	30,90	32,99	34,34	34,95	34,55	33,16	30,80	27,89	24,28	20,26	16,92	13,81	10,97	8,78	7,24	6,17	5,51	5,04	4,58	4,33	4,30	5,03	6,94	10,50	15,88	23,12	32,10	42,94	55,13	65,74	74,28	79,61	83,37
    18 	b.108_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:34:37 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,25	-3,63	-38,48	38,66	264,61	0,00	0,00	0,00	0,00	24,10	28,35	31,67	33,82	35,22	35,94	35,36	33,91	31,60	28,65	24,81	20,79	17,28	14,10	11,23	8,90	7,32	6,25	5,58	5,09	4,61	4,33	4,29	5,04	7,03	10,66	16,05	23,39	32,47	43,35	55,42	65,94	74,41	79,70	83,48
    18 	b.108_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/2/2022 11:34:37 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,35	-3,67	-37,75	37,93	264,44	0,00	0,00	0,00	0,00	23,82	28,02	31,29	33,39	34,76	35,47	34,91	33,50	31,26	28,40	24,64	20,70	17,28	14,17	11,35	9,06	7,49	6,43	5,76	5,27	4,78	4,51	4,46	5,21	7,21	10,85	16,25	23,58	32,66	43,53	55,58	66,09	74,54	79,81	83,57
    19 	b.109_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:35:20 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,92	-7,26	-44,86	45,45	260,81	0,00	0,00	0,00	0,00	27,37	31,35	36,55	41,34	44,35	45,74	45,38	43,74	40,74	36,43	31,12	25,42	20,62	16,23	12,61	9,71	7,56	6,11	5,17	4,60	4,22	4,08	4,00	4,17	4,75	5,86	7,80	11,03	15,51	21,93	30,85	41,39	53,67	64,81	74,98
    19 	b.109_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/2/2022 11:35:20 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,94	-7,31	-44,39	44,99	260,65	0,00	0,00	0,00	0,00	27,15	31,08	36,23	40,97	43,95	45,33	44,97	43,36	40,41	36,17	30,95	25,32	20,60	16,26	12,68	9,81	7,67	6,22	5,28	4,70	4,31	4,17	4,09	4,26	4,85	5,98	7,95	11,19	15,68	22,12	31,06	41,62	53,91	65,07	75,23
    20 	b.110_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:35:38 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,48	-8,01	-44,78	45,49	259,86	0,00	0,00	0,00	0,00	27,38	31,40	37,05	42,00	44,89	46,50	46,26	44,73	41,73	37,61	32,19	26,38	21,36	16,69	12,97	9,93	7,74	6,29	5,29	4,70	4,30	4,16	4,09	4,26	4,81	5,99	8,01	11,27	16,03	22,75	32,05	42,94	55,32	66,27	76,09
    20 	b.110_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/2/2022 11:35:38 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,45	-8,02	-44,37	45,09	259,76	0,00	0,00	0,00	0,00	27,18	31,14	36,73	41,61	44,47	46,05	45,80	44,31	41,35	37,30	31,97	26,23	21,28	16,68	13,00	9,99	7,81	6,36	5,37	4,77	4,37	4,24	4,16	4,34	4,90	6,10	8,16	11,43	16,20	22,94	32,24	43,14	55,52	66,47	76,28
    21 	b.111_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:36:01 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,68	-8,44	-44,62	45,41	259,28	0,00	0,00	0,00	0,00	27,39	31,50	37,03	41,93	45,08	46,67	46,41	44,96	41,99	37,88	32,54	26,72	21,55	16,99	13,23	10,03	7,82	6,35	5,33	4,74	4,32	4,17	4,09	4,26	4,81	5,99	7,95	11,24	16,06	22,77	32,01	42,87	55,22	66,00	75,73
    21 	b.111_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/2/2022 11:36:01 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,66	-8,45	-44,17	44,97	259,16	0,00	0,00	0,00	0,00	27,16	31,20	36,68	41,53	44,64	46,21	45,94	44,53	41,60	37,57	32,32	26,57	21,48	16,99	13,26	10,10	7,90	6,43	5,42	4,83	4,41	4,25	4,17	4,34	4,91	6,10	8,08	11,38	16,22	22,95	32,20	43,07	55,43	66,22	75,95
    22 	b.112_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:36:52 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	32,82	5,49	-43,90	44,24	277,12	0,00	0,00	0,00	0,00	13,15	16,08	19,95	24,39	27,97	29,92	30,00	28,23	25,00	21,02	16,63	12,27	8,93	6,31	4,61	3,52	2,96	2,69	2,56	2,50	2,55	2,76	3,26	4,13	5,47	7,25	9,59	12,46	16,07	20,38	25,71	31,77	39,01	46,56	55,17
    22 	b.112_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/2/2022 11:36:52 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	32,96	5,44	-43,89	44,23	277,06	0,00	0,00	0,00	0,00	13,28	16,20	20,08	24,52	28,11	30,06	30,15	28,38	25,13	21,14	16,75	12,37	9,03	6,38	4,67	3,56	2,99	2,71	2,58	2,52	2,58	2,79	3,30	4,18	5,55	7,36	9,74	12,62	16,25	20,57	25,91	31,99	39,22	46,77	55,37
    23 	b.113_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/2/2022 11:37:06 AM	2/2/2022 11:24:46 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,13	5,58	-44,10	44,45	277,21	0,00	0,00	0,00	0,00	13,72	16,58	20,43	24,92	28,44	30,42	30,41	28,69	25,41	21,33	16,90	12,48	9,07	6,46	4,71	3,59	3,03	2,78	2,62	2,61	2,61	2,84	3,33	4,21	5,56	7,42	9,69	12,73	16,19	20,64	26,02	32,05	39,28	46,74	55,35
