	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    11 	b.191_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:32:54 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,07	-6,10	-28,84	29,48	258,05	0,00	0,00	0,00	0,00	17,98	19,27	20,21	21,23	22,20	23,07	23,17	22,43	21,22	19,81	17,95	15,63	13,30	11,04	9,12	7,43	6,06	4,99	4,23	3,89	3,87	4,18	4,71	5,64	6,96	8,72	10,74	13,11	15,72	18,51	21,77	25,16	29,02	33,04	38,20
    12 	b.192_BW4-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:33:08 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	38,40	-5,83	-27,38	27,99	257,99	0,00	0,00	0,00	0,00	18,31	19,57	20,65	21,60	22,63	23,48	23,63	22,92	21,77	20,40	18,52	16,26	13,92	11,73	9,86	8,23	6,88	5,85	5,08	4,74	4,74	5,02	5,51	6,38	7,66	9,34	11,35	13,63	16,18	18,94	22,04	25,31	29,08	33,07	38,01
    12 	b.192_BW4-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:33:08 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,53	-6,24	-28,73	29,40	257,75	0,00	0,00	0,00	0,00	18,42	19,61	20,64	21,57	22,59	23,42	23,53	22,78	21,59	20,19	18,31	16,02	13,62	11,35	9,40	7,68	6,25	5,17	4,37	4,02	4,01	4,32	4,87	5,82	7,19	8,99	11,11	13,48	16,12	18,96	22,13	25,45	29,26	33,27	38,23
    13 	b.193_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:33:45 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,61	4,10	-33,75	34,00	276,93	0,00	0,00	0,00	0,00	12,66	14,43	17,34	22,14	26,97	28,68	27,27	24,47	21,18	18,08	15,42	12,99	10,91	9,12	7,98	7,02	6,10	5,35	4,99	5,11	5,20	5,14	5,04	5,53	7,09	10,25	15,25	22,06	30,05	38,29	46,41	53,33	60,04	65,98	71,93
    13 	b.193_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:33:45 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,72	4,11	-35,19	35,43	276,66	0,00	0,00	0,00	0,00	12,75	14,46	17,33	22,12	26,95	28,66	27,20	24,38	21,03	17,89	15,23	12,77	10,62	8,74	7,52	6,48	5,49	4,69	4,31	4,40	4,50	4,48	4,44	5,02	6,69	9,99	15,12	22,04	30,15	38,51	46,69	53,68	60,43	66,40	72,34
    14 	b.194_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:34:04 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,45	3,89	-33,74	33,97	276,57	0,00	0,00	0,00	0,00	12,28	14,19	17,08	21,94	26,76	28,50	27,15	24,32	21,06	18,03	15,38	12,93	10,82	9,05	7,90	6,96	6,04	5,26	4,92	5,01	5,12	5,01	4,92	5,39	6,90	10,00	15,08	21,80	29,93	38,04	46,35	53,30	59,93	65,93	71,84
    14 	b.194_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:34:04 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,51	3,88	-35,24	35,45	276,29	0,00	0,00	0,00	0,00	12,37	14,22	17,07	21,92	26,73	28,47	27,08	24,20	20,90	17,83	15,18	12,69	10,51	8,65	7,41	6,40	5,42	4,59	4,21	4,29	4,39	4,32	4,29	4,85	6,46	9,70	14,91	21,74	29,99	38,21	46,60	53,63	60,30	66,33	72,26
    15 	b.195_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:34:19 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	37,01	3,70	-33,95	34,15	276,22	0,00	0,00	0,00	0,00	12,69	14,59	17,62	22,57	27,49	29,24	27,92	25,03	21,75	18,67	15,95	13,39	11,21	9,37	8,17	7,18	6,23	5,42	5,06	5,15	5,24	5,18	5,07	5,57	7,15	10,38	15,47	22,58	30,51	38,82	46,94	53,81	60,46	66,41	72,40
    15 	b.195_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:34:19 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,13	3,69	-35,38	35,57	275,95	0,00	0,00	0,00	0,00	12,79	14,62	17,62	22,56	27,48	29,22	27,85	24,93	21,60	18,48	15,76	13,17	10,92	8,99	7,70	6,64	5,62	4,76	4,37	4,44	4,53	4,51	4,46	5,05	6,75	10,11	15,33	22,56	30,61	39,04	47,25	54,19	60,88	66,86	72,86
    16 	b.196_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:35:13 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,53	-3,99	-37,60	37,81	263,94	0,00	0,00	0,00	0,00	24,18	28,37	31,45	33,50	34,91	35,46	34,96	33,70	31,48	28,57	24,90	20,93	17,48	14,34	11,55	9,22	7,56	6,50	5,80	5,31	4,81	4,54	4,52	5,27	7,28	10,86	16,33	23,35	32,30	42,94	54,95	65,35	73,70	79,10	82,99
    16 	b.196_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:35:13 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,77	-4,31	-38,10	38,34	263,54	0,00	0,00	0,00	0,00	23,89	27,96	30,96	32,95	34,31	34,83	34,32	33,06	30,87	28,00	24,43	20,52	17,08	13,94	11,12	8,76	7,06	5,96	5,23	4,70	4,20	3,96	4,00	4,81	6,90	10,58	16,14	23,23	32,25	42,95	54,99	65,41	73,79	79,20	83,07
    17 	b.197_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:35:25 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,03	-3,56	-37,87	38,04	264,63	0,00	0,00	0,00	0,00	24,01	28,07	31,19	33,20	34,37	35,12	34,54	33,13	30,89	28,01	24,40	20,34	17,05	13,87	11,15	8,94	7,30	6,30	5,62	5,14	4,64	4,37	4,37	5,12	7,07	10,61	15,85	22,88	31,67	42,30	54,27	64,84	73,41	78,99	83,02
    17 	b.197_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:35:25 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,24	-3,86	-38,43	38,62	264,27	0,00	0,00	0,00	0,00	23,74	27,69	30,72	32,68	33,80	34,52	33,92	32,50	30,30	27,46	23,94	19,93	16,65	13,46	10,71	8,47	6,78	5,74	5,03	4,53	4,03	3,79	3,83	4,65	6,69	10,33	15,67	22,77	31,63	42,31	54,32	64,91	73,50	79,08	83,10
    18 	b.198_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:35:39 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,10	-3,66	-37,96	38,13	264,49	0,00	0,00	0,00	0,00	23,82	27,93	31,09	33,27	34,54	35,29	34,74	33,44	31,06	28,19	24,53	20,60	17,06	13,89	11,27	8,88	7,27	6,30	5,60	5,13	4,66	4,39	4,36	5,10	7,04	10,56	15,99	23,10	32,11	42,86	54,89	65,35	73,89	79,28	83,13
    18 	b.198_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:35:39 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,27	-3,93	-38,54	38,74	264,18	0,00	0,00	0,00	0,00	23,51	27,51	30,58	32,71	33,94	34,66	34,09	32,79	30,43	27,61	24,03	20,15	16,62	13,45	10,80	8,38	6,73	5,71	4,98	4,50	4,04	3,79	3,82	4,63	6,64	10,28	15,80	22,98	32,04	42,86	54,92	65,39	73,94	79,33	83,17
    19 	b.199_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:36:12 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,99	-7,94	-43,92	44,63	259,76	0,00	0,00	0,00	0,00	26,61	30,50	35,92	40,54	43,56	44,88	44,61	43,17	40,23	36,38	31,21	25,56	20,74	16,33	12,84	9,81	7,64	6,25	5,28	4,70	4,31	4,19	4,10	4,27	4,82	5,94	7,85	10,99	15,51	21,94	30,87	41,26	53,36	64,49	74,71
    19 	b.199_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:36:12 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,20	-8,35	-44,64	45,42	259,41	0,00	0,00	0,00	0,00	26,39	30,17	35,51	40,06	43,04	44,33	44,02	42,59	39,65	35,83	30,73	25,12	20,31	15,88	12,34	9,27	7,05	5,61	4,62	4,01	3,61	3,52	3,47	3,71	4,34	5,56	7,58	10,81	15,42	21,93	30,93	41,38	53,52	64,68	74,91
    20 	b.200_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:36:23 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,30	-7,69	-44,39	45,05	260,17	0,00	0,00	0,00	0,00	27,32	31,44	36,82	41,53	44,55	45,83	45,40	43,96	40,90	36,77	31,62	25,98	21,02	16,59	12,94	9,98	7,82	6,35	5,37	4,77	4,39	4,22	4,15	4,33	4,88	6,04	7,97	11,11	15,80	22,19	31,07	41,47	53,56	64,56	74,81
    20 	b.200_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:36:23 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,52	-8,10	-45,09	45,81	259,81	0,00	0,00	0,00	0,00	27,08	31,08	36,37	41,02	44,01	45,25	44,79	43,35	40,29	36,21	31,13	25,53	20,58	16,14	12,45	9,45	7,23	5,72	4,70	4,07	3,69	3,55	3,52	3,77	4,41	5,68	7,72	10,94	15,73	22,21	31,15	41,60	53,72	64,75	75,00
    21 	b.201_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:36:35 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,78	-8,14	-43,94	44,69	259,50	0,00	0,00	0,00	0,00	27,56	31,62	36,89	41,58	44,70	46,12	45,84	44,47	41,43	37,33	32,20	26,47	21,52	17,07	13,33	10,28	8,08	6,58	5,60	5,02	4,61	4,42	4,35	4,51	5,07	6,21	8,21	11,45	16,04	22,67	31,66	42,30	54,49	65,51	75,61
    21 	b.201_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:36:35 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	44,97	-8,54	-44,64	45,45	259,17	0,00	0,00	0,00	0,00	27,30	31,25	36,43	41,06	44,12	45,51	45,19	43,82	40,79	36,72	31,67	25,98	21,04	16,59	12,81	9,72	7,48	5,93	4,92	4,31	3,89	3,73	3,70	3,94	4,58	5,83	7,93	11,26	15,94	22,65	31,70	42,40	54,63	65,68	75,78
    22 	b.202_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:37:05 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,08	5,31	-43,92	44,24	276,89	0,00	0,00	0,00	0,00	14,25	17,28	21,24	25,81	29,41	31,43	31,41	29,61	26,29	22,13	17,68	13,17	9,67	6,92	5,10	3,94	3,34	3,04	2,88	2,85	2,88	3,10	3,66	4,59	6,04	7,96	10,35	13,39	17,20	21,49	27,10	33,23	40,45	48,05	56,64
    22 	b.202_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/11/2022 11:37:05 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,00	5,38	-45,71	46,02	276,71	0,00	0,00	0,00	0,00	14,36	17,33	21,25	25,81	29,41	31,41	31,35	29,50	26,14	21,94	17,47	12,92	9,34	6,50	4,59	3,35	2,68	2,33	2,13	2,09	2,13	2,38	3,00	4,02	5,55	7,59	10,10	13,22	17,13	21,51	27,18	33,35	40,60	48,21	56,81
    23 	b.203_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/11/2022 11:37:16 AM	2/11/2022 11:27:26 AM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,72	5,66	-44,23	44,59	277,30	0,00	0,00	0,00	0,00	14,19	17,12	21,12	25,59	29,25	31,22	31,17	29,41	26,06	21,89	17,41	12,90	9,42	6,70	4,89	3,76	3,20	2,93	2,78	2,74	2,78	3,03	3,55	4,46	5,87	7,77	10,19	13,15	16,94	21,26	26,85	32,94	40,22	47,74	56,38
