	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    23 	b.173_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:31:03 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,22	5,25	-43,23	43,55	276,92	0,00	0,00	0,00	0,00	13,49	16,23	20,07	24,36	27,90	29,85	29,98	28,27	25,07	21,11	16,79	12,47	9,13	6,55	4,82	3,71	3,15	2,87	2,72	2,70	2,71	2,98	3,48	4,36	5,71	7,58	9,90	12,83	16,52	20,90	26,35	32,43	39,76	47,37	56,18
    24 	b.174_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:31:14 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	32,91	5,71	-44,00	44,37	277,39	0,00	0,00	0,00	0,00	13,46	16,31	20,15	24,54	28,19	30,06	30,12	28,46	25,13	21,08	16,68	12,29	8,94	6,35	4,61	3,53	2,99	2,72	2,57	2,55	2,57	2,82	3,31	4,22	5,55	7,43	9,70	12,74	16,36	20,76	26,22	32,33	39,64	47,26	55,90
    24 	b.174_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:31:14 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,06	5,69	-43,98	44,35	277,38	0,00	0,00	0,00	0,00	13,58	16,42	20,27	24,68	28,33	30,20	30,27	28,60	25,27	21,21	16,80	12,39	9,03	6,42	4,66	3,57	3,02	2,75	2,60	2,59	2,61	2,87	3,36	4,29	5,64	7,54	9,85	12,90	16,54	20,96	26,43	32,53	39,84	47,45	56,07
    25 	b.175_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:31:46 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,45	-7,09	-28,87	29,73	256,21	0,00	0,00	0,00	0,00	15,92	17,11	18,14	19,16	20,41	21,62	22,03	21,44	20,27	18,84	16,90	14,59	12,23	10,00	8,13	6,59	5,39	4,43	3,75	3,46	3,41	3,60	3,96	4,59	5,53	6,82	8,48	10,40	12,75	15,25	18,29	21,46	25,15	29,24	34,38
    25 	b.175_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:31:46 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,53	-7,12	-28,86	29,73	256,13	0,00	0,00	0,00	0,00	15,96	17,15	18,19	19,22	20,48	21,69	22,11	21,52	20,35	18,92	16,98	14,66	12,29	10,06	8,18	6,63	5,42	4,45	3,76	3,48	3,42	3,62	3,99	4,62	5,58	6,88	8,56	10,51	12,86	15,39	18,44	21,63	25,34	29,45	34,60
    26 	b.176_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:31:58 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,71	-7,08	-28,69	29,55	256,13	0,00	0,00	0,00	0,00	16,19	17,40	18,41	19,39	20,54	21,70	22,17	21,54	20,34	18,96	17,09	14,75	12,39	10,17	8,31	6,75	5,51	4,55	3,84	3,54	3,49	3,71	4,08	4,72	5,70	7,03	8,69	10,68	13,01	15,56	18,57	21,70	25,42	29,46	34,49
    26 	b.176_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:31:58 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,84	-7,11	-28,65	29,52	256,06	0,00	0,00	0,00	0,00	16,26	17,47	18,49	19,47	20,63	21,79	22,27	21,64	20,44	19,06	17,19	14,84	12,47	10,25	8,38	6,81	5,56	4,59	3,89	3,58	3,53	3,75	4,12	4,77	5,75	7,11	8,79	10,79	13,14	15,72	18,74	21,88	25,62	29,67	34,70
    27 	b.177_BW4-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:32:09 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,61	-7,19	-28,80	29,68	255,98	0,00	0,00	0,00	0,00	15,78	17,12	18,20	19,26	20,46	21,72	22,16	21,61	20,37	18,98	17,07	14,72	12,35	10,10	8,21	6,66	5,44	4,48	3,79	3,51	3,42	3,66	4,03	4,63	5,62	6,91	8,57	10,54	12,87	15,41	18,46	21,60	25,37	29,44	34,52
    27 	b.177_BW4-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:32:09 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,73	-7,25	-28,74	29,64	255,84	0,00	0,00	0,00	0,00	15,78	17,14	18,24	19,32	20,54	21,82	22,25	21,71	20,47	19,08	17,16	14,80	12,44	10,18	8,28	6,73	5,50	4,52	3,83	3,54	3,46	3,69	4,06	4,67	5,67	6,97	8,67	10,65	12,99	15,56	18,64	21,79	25,57	29,66	34,75
    28 	b.178_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:32:39 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,98	2,19	-34,91	34,98	273,60	0,00	0,00	0,00	0,00	11,18	12,54	15,27	20,24	25,59	27,83	26,89	24,26	20,94	17,67	14,91	12,39	10,22	8,36	7,15	6,22	5,33	4,52	4,13	4,21	4,24	4,12	3,89	4,07	4,99	7,15	11,28	17,99	26,91	36,69	46,37	54,14	61,01	66,76	72,13
    28 	b.178_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:32:39 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,15	2,17	-34,86	34,93	273,56	0,00	0,00	0,00	0,00	11,27	12,64	15,39	20,37	25,73	27,98	27,04	24,42	21,09	17,81	15,04	12,50	10,33	8,45	7,24	6,29	5,39	4,58	4,18	4,26	4,30	4,18	3,95	4,15	5,09	7,30	11,49	18,24	27,22	37,05	46,77	54,59	61,49	67,26	72,63
    29 	b.179_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:32:54 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,22	1,91	-35,21	35,26	273,11	0,00	0,00	0,00	0,00	10,98	12,52	15,33	20,43	26,08	28,36	27,42	24,81	21,38	18,10	15,26	12,63	10,40	8,49	7,25	6,32	5,38	4,54	4,16	4,20	4,24	4,13	3,90	4,02	4,93	7,11	11,19	18,08	26,93	36,94	46,66	54,37	61,13	66,71	72,02
    29 	b.179_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:32:54 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,37	1,91	-35,17	35,22	273,11	0,00	0,00	0,00	0,00	11,05	12,59	15,42	20,53	26,20	28,48	27,55	24,93	21,50	18,21	15,37	12,72	10,49	8,56	7,32	6,38	5,43	4,59	4,20	4,24	4,29	4,19	3,95	4,10	5,03	7,25	11,37	18,30	27,19	37,25	47,00	54,74	61,51	67,10	72,41
    30 	b.180_BW5-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:33:09 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,74	2,26	-35,53	35,61	273,64	0,00	0,00	0,00	0,00	10,86	12,40	15,17	20,28	25,74	28,09	27,11	24,40	20,98	17,74	14,91	12,29	10,09	8,23	7,01	6,08	5,17	4,35	3,96	4,03	4,07	3,96	3,73	3,89	4,78	6,93	11,03	17,73	26,64	36,63	46,40	54,36	61,39	67,26	72,82
    30 	b.180_BW5-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:33:09 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,92	2,23	-35,45	35,52	273,59	0,00	0,00	0,00	0,00	10,95	12,49	15,28	20,40	25,88	28,23	27,25	24,54	21,13	17,88	15,04	12,41	10,19	8,33	7,10	6,16	5,24	4,42	4,02	4,08	4,13	4,02	3,80	3,98	4,90	7,09	11,24	17,98	26,94	36,97	46,77	54,76	61,81	67,69	73,25
