	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
    14 	b.164_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:08:53 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,86	3,82	-34,10	34,32	276,40	0,00	0,00	0,00	0,00	12,83	14,68	17,65	22,51	27,47	29,14	27,82	25,02	21,70	18,52	15,80	13,28	11,13	9,32	8,07	7,11	6,17	5,35	4,97	5,07	5,18	5,12	5,02	5,51	7,11	10,26	15,44	22,38	30,61	38,90	47,24	54,26	60,87	66,87	72,61
    15 	b.165_BW5-A_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:09:05 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	35,97	3,88	-34,03	34,25	276,50	0,00	0,00	0,00	0,00	12,12	13,93	16,78	21,61	26,41	28,18	26,84	24,07	20,80	17,73	15,09	12,66	10,57	8,82	7,67	6,71	5,81	5,06	4,69	4,78	4,86	4,80	4,69	5,13	6,62	9,62	14,59	21,39	29,35	37,72	46,06	53,03	59,69	65,63	71,41
    15 	b.165_BW5-A_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:09:05 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	36,15	3,85	-33,95	34,17	276,47	0,00	0,00	0,00	0,00	12,20	14,02	16,89	21,73	26,54	28,32	26,98	24,22	20,94	17,87	15,22	12,78	10,68	8,92	7,76	6,79	5,88	5,12	4,75	4,84	4,92	4,87	4,77	5,24	6,76	9,79	14,82	21,66	29,66	38,08	46,45	53,45	60,13	66,08	71,86
    16 	b.166_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:10:57 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,69	-4,02	-37,99	38,20	263,96	0,00	0,00	0,00	0,00	24,68	28,80	31,86	33,85	35,28	36,00	35,56	34,27	31,93	29,04	25,18	21,22	17,74	14,46	11,59	9,18	7,55	6,47	5,75	5,27	4,74	4,52	4,49	5,26	7,33	11,10	16,70	24,20	33,27	44,01	56,11	66,36	74,59	79,73	83,22
    16 	b.166_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:10:57 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,79	-4,05	-37,25	37,47	263,79	0,00	0,00	0,00	0,00	24,42	28,47	31,49	33,43	34,83	35,53	35,10	33,86	31,58	28,78	25,01	21,13	17,75	14,54	11,72	9,34	7,72	6,66	5,93	5,45	4,92	4,70	4,67	5,44	7,51	11,29	16,90	24,40	33,45	44,18	56,26	66,48	74,68	79,80	83,26
    17 	b.167_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:11:21 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,04	-3,72	-37,63	37,81	264,35	0,00	0,00	0,00	0,00	23,65	27,80	31,02	32,92	34,25	34,90	34,37	33,11	30,81	27,93	24,25	20,45	17,02	13,92	11,26	8,93	7,36	6,33	5,62	5,14	4,65	4,43	4,42	5,15	7,09	10,60	15,79	22,82	31,47	41,87	53,77	64,22	73,07	78,64	82,70
    17 	b.167_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:11:21 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,16	-3,77	-36,92	37,11	264,17	0,00	0,00	0,00	0,00	23,41	27,50	30,68	32,55	33,85	34,49	33,97	32,76	30,52	27,72	24,13	20,40	17,04	14,01	11,39	9,09	7,54	6,50	5,79	5,31	4,83	4,61	4,59	5,34	7,28	10,81	16,01	23,04	31,69	42,09	53,97	64,42	73,24	78,80	82,85
    18 	b.168_BW1-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:11:33 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,02	-3,68	-37,88	38,06	264,44	0,00	0,00	0,00	0,00	23,76	27,65	31,06	32,99	34,39	35,10	34,59	33,32	31,03	28,08	24,40	20,50	17,04	13,88	11,13	8,85	7,28	6,24	5,57	5,10	4,62	4,39	4,37	5,09	7,03	10,57	15,88	23,12	31,99	42,71	54,82	65,50	74,17	79,75	83,57
    18 	b.168_BW1-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:11:33 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	42,11	-3,70	-37,19	37,37	264,32	0,00	0,00	0,00	0,00	23,51	27,35	30,71	32,60	33,97	34,66	34,16	32,94	30,71	27,83	24,24	20,42	17,04	13,95	11,24	9,00	7,44	6,41	5,74	5,27	4,78	4,56	4,54	5,28	7,22	10,78	16,10	23,33	32,20	42,92	55,02	65,69	74,34	79,91	83,71
    19 	b.169_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:12:19 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,96	-8,33	-44,19	44,97	259,32	0,00	0,00	0,00	0,00	27,87	32,14	37,29	42,08	45,15	46,66	46,34	44,92	41,90	37,77	32,68	26,77	21,77	17,25	13,44	10,41	8,12	6,58	5,56	4,96	4,56	4,40	4,33	4,48	5,08	6,20	8,23	11,40	16,22	22,73	31,93	42,65	54,75	65,73	75,65
    19 	b.169_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:12:19 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,95	-8,36	-43,74	44,53	259,17	0,00	0,00	0,00	0,00	27,65	31,86	36,95	41,69	44,73	46,21	45,89	44,51	41,55	37,49	32,47	26,64	21,72	17,25	13,49	10,49	8,21	6,67	5,65	5,05	4,64	4,49	4,41	4,56	5,17	6,32	8,37	11,55	16,39	22,92	32,13	42,86	54,98	65,96	75,87
    20 	b.170_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:12:31 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,35	-7,54	-44,78	45,41	260,45	0,00	0,00	0,00	0,00	27,98	31,90	37,16	41,86	44,96	46,31	45,86	44,43	41,18	37,02	31,75	25,99	21,11	16,61	12,97	9,94	7,78	6,32	5,33	4,73	4,35	4,21	4,12	4,29	4,88	5,98	7,95	11,10	15,71	22,10	31,05	41,54	53,66	64,87	75,16
    20 	b.170_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:12:31 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,38	-7,58	-44,31	44,96	260,29	0,00	0,00	0,00	0,00	27,77	31,64	36,84	41,50	44,57	45,90	45,46	44,06	40,86	36,77	31,58	25,90	21,09	16,65	13,04	10,04	7,88	6,43	5,45	4,84	4,44	4,31	4,22	4,39	4,98	6,11	8,11	11,28	15,91	22,32	31,28	41,79	53,93	65,16	75,44
    21 	b.171_BW2-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:12:47 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,28	-8,12	-44,30	45,04	259,61	0,00	0,00	0,00	0,00	27,12	31,18	36,53	41,17	44,22	45,76	45,38	44,05	41,05	36,98	31,73	26,11	21,09	16,67	12,93	9,91	7,74	6,25	5,26	4,68	4,30	4,17	4,10	4,26	4,82	5,94	7,99	11,07	15,84	22,34	31,36	41,96	53,97	64,98	74,89
    21 	b.171_BW2-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:12:47 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	45,28	-8,15	-43,84	44,59	259,46	0,00	0,00	0,00	0,00	26,90	30,90	36,19	40,79	43,80	45,33	44,94	43,64	40,70	36,70	31,53	25,98	21,04	16,69	12,99	10,00	7,84	6,35	5,36	4,77	4,39	4,26	4,19	4,35	4,91	6,05	8,13	11,22	16,01	22,53	31,56	42,17	54,19	65,21	75,12
    22 	b.172_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:30:52 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,82	5,06	-43,85	44,14	276,58	0,00	0,00	0,00	0,00	13,95	16,88	20,87	25,39	29,04	31,00	31,12	29,39	26,03	22,00	17,51	13,04	9,56	6,83	5,02	3,84	3,23	2,93	2,79	2,74	2,75	3,02	3,52	4,46	5,87	7,73	10,22	13,13	16,94	21,38	26,89	33,03	40,34	47,97	56,59
    22 	b.172_BW3-D_wbg		SCE	CM-2600d	------	1004031	1.23	2/9/2022 12:30:52 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	34,02	5,01	-43,79	44,07	276,53	0,00	0,00	0,00	0,00	14,07	17,01	21,02	25,56	29,22	31,18	31,30	29,57	26,20	22,16	17,66	13,17	9,67	6,93	5,11	3,92	3,30	2,99	2,84	2,79	2,81	3,08	3,60	4,55	5,98	7,87	10,39	13,31	17,15	21,61	27,13	33,27	40,58	48,22	56,83
    23 	b.173_BW3-D_wbg		SCI	CM-2600d	------	1004031	1.23	2/9/2022 12:31:03 PM	2/9/2022 12:02:10 PM	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	33,03	5,32	-43,27	43,60	277,01	0,00	0,00	0,00	0,00	13,36	16,09	19,92	24,19	27,73	29,66	29,80	28,09	24,89	20,95	16,64	12,33	9,02	6,46	4,74	3,64	3,09	2,82	2,67	2,66	2,67	2,92	3,42	4,29	5,63	7,46	9,75	12,66	16,33	20,68	26,14	32,20	39,53	47,13	55,96
