	Data Name	Data Comment	Group Traits	Instrument Name	Variation	Serial No.	Firmware Version	Timestamp	Calibrated Date	Measurement Type	Geometry	Specular Component	Measurement Area	UV Setting	Observer	Illuminant 1	Illuminant 2	L*(D65)	a*(D65)	b*(D65)	C*(D65)	h(D65)	360nm	370nm	380nm	390nm	400nm	410nm	420nm	430nm	440nm	450nm	460nm	470nm	480nm	490nm	500nm	510nm	520nm	530nm	540nm	550nm	560nm	570nm	580nm	590nm	600nm	610nm	620nm	630nm	640nm	650nm	660nm	670nm	680nm	690nm	700nm	710nm	720nm	730nm	740nm
     6 	b.050_CAL01-C06_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:24:08	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,59	-25,15	-20,84	32,66	219,64	0,00	0,00	0,00	0,00	31,85	45,93	64,15	74,25	78,17	78,73	79,05	79,13	78,12	76,82	74,87	72,56	69,53	65,75	61,10	55,42	49,40	43,78	38,09	32,46	27,59	24,25	22,40	21,31	20,34	19,95	20,41	22,32	25,71	30,66	36,61	42,79	49,39	55,69	62,55
     6 	b.050_CAL01-C06_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:24:08	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	74,69	-27,17	-21,96	34,93	218,95	0,00	0,00	0,00	0,00	26,88	40,99	59,26	69,43	73,39	74,00	74,36	74,49	73,50	72,22	70,28	67,95	64,88	61,08	56,41	50,69	44,65	39,00	33,28	27,62	22,73	19,38	17,54	16,45	15,50	15,13	15,62	17,57	21,02	26,02	32,03	38,26	44,89	51,24	58,12
     7 	b.051_CAL01-C07_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:24:18	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	73,87	-28,91	-24,55	37,93	220,33	0,00	0,00	0,00	0,00	29,39	42,35	59,34	69,87	74,39	75,77	76,35	76,44	75,58	74,17	71,69	68,80	64,98	60,38	54,99	48,64	42,11	36,13	30,22	24,65	19,88	16,90	15,45	14,68	14,01	13,66	14,21	15,74	18,75	23,17	28,78	34,83	41,41	47,94	55,30
     7 	b.051_CAL01-C07_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:24:18	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	70,60	-31,65	-26,04	40,98	219,44	0,00	0,00	0,00	0,00	24,22	37,21	54,27	64,86	69,44	70,89	71,50	71,64	70,80	69,40	66,94	64,02	60,18	55,54	50,12	43,74	37,19	31,19	25,24	19,66	14,87	11,89	10,45	9,69	9,04	8,72	9,31	10,88	13,94	18,42	24,10	30,19	36,82	43,39	50,79
     8 	b.052_CAL01-C08_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:24:29	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	68,58	-31,92	-28,64	42,88	221,90	0,00	0,00	0,00	0,00	26,15	37,39	52,53	62,94	68,07	69,99	70,89	71,21	70,15	68,47	65,73	62,08	57,62	52,35	46,31	39,49	32,80	26,97	21,35	16,35	12,36	10,14	9,15	8,89	8,59	8,41	8,74	10,03	12,15	15,50	20,19	25,53	31,74	38,14	45,77
     8 	b.052_CAL01-C08_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:24:29	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	64,85	-35,65	-30,68	47,04	220,72	0,00	0,00	0,00	0,00	21,03	32,30	47,50	57,95	63,14	65,12	66,05	66,41	65,37	63,70	60,96	57,29	52,79	47,49	41,42	34,58	27,85	22,00	16,36	11,35	7,35	5,13	4,14	3,91	3,62	3,48	3,84	5,16	7,33	10,73	15,48	20,88	27,13	33,58	41,24
     9 	b.053_CAL01-C09_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:25:01	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	65,37	-32,36	-30,75	44,64	223,53	0,00	0,00	0,00	0,00	24,31	34,58	48,47	58,58	64,02	66,23	67,30	67,68	66,59	64,57	61,49	57,58	52,75	47,32	41,07	34,29	27,85	22,34	16,99	12,57	9,33	7,68	6,99	6,91	6,76	6,66	6,98	7,94	9,58	12,37	16,39	21,11	26,89	33,12	40,59
     9 	b.053_CAL01-C09_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:25:01	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	61,40	-36,62	-33,13	49,38	222,14	0,00	0,00	0,00	0,00	19,31	29,61	43,55	53,70	59,20	61,45	62,56	62,98	61,91	59,89	56,82	52,89	48,02	42,56	36,27	29,46	22,98	17,45	12,09	7,66	4,41	2,76	2,09	2,03	1,91	1,83	2,19	3,18	4,87	7,71	11,77	16,55	22,36	28,63	36,12
    10 	b.054_CAL01-C10_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:26:22	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,77	-32,02	-31,69	45,05	224,70	0,00	0,00	0,00	0,00	23,31	33,12	46,54	56,36	61,78	64,34	65,51	65,83	64,58	62,45	59,15	55,11	50,23	44,63	38,44	31,77	25,57	20,28	15,31	11,17	8,22	6,81	6,36	6,28	6,13	6,19	6,38	7,13	8,58	11,10	14,70	19,17	24,63	30,59	38,04
    10 	b.054_CAL01-C10_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:26:22	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,68	-36,42	-34,22	49,97	223,21	0,00	0,00	0,00	0,00	18,36	28,21	41,68	51,54	57,02	59,62	60,81	61,18	59,93	57,81	54,51	50,44	45,54	39,91	33,70	27,01	20,78	15,48	10,50	6,34	3,39	1,98	1,54	1,48	1,35	1,44	1,65	2,44	3,94	6,50	10,15	14,66	20,15	26,14	33,62
    11 	b.055_CAL01-C11_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:26:35	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,22	-31,69	-32,16	45,15	225,42	0,00	0,00	0,00	0,00	23,19	32,75	46,04	55,66	61,34	63,84	65,08	65,35	64,02	61,80	58,35	54,20	49,25	43,63	37,49	30,95	24,80	19,60	14,77	10,72	7,92	6,59	6,17	6,11	5,99	6,03	6,23	6,98	8,40	10,74	14,18	18,57	24,03	29,90	37,38
    11 	b.055_CAL01-C11_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:26:35	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	59,05	-36,17	-34,79	50,19	223,88	0,00	0,00	0,00	0,00	18,26	27,85	41,18	50,85	56,57	59,11	60,38	60,70	59,36	57,16	53,72	49,54	44,55	38,90	32,73	26,17	19,99	14,78	9,94	5,87	3,07	1,74	1,33	1,29	1,19	1,26	1,48	2,27	3,74	6,13	9,61	14,04	19,53	25,44	32,94
    12 	r.045_CAL01-M01_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:27:07	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	92,96	1,35	-3,91	4,13	289,07	0,00	0,00	0,00	0,00	37,67	57,21	79,80	90,42	92,36	91,24	90,08	89,45	88,09	86,93	85,54	84,21	82,95	81,94	81,35	80,74	80,35	80,52	81,08	81,67	82,48	83,20	84,04	85,14	86,17	87,40	88,48	89,70	90,85	91,93	92,69	93,29	93,90	94,28	94,63
    12 	r.045_CAL01-M01_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:27:07	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	91,03	1,42	-3,93	4,18	289,92	0,00	0,00	0,00	0,00	32,95	52,52	75,17	85,85	87,85	86,77	85,66	85,06	83,71	82,55	81,19	79,86	78,59	77,58	77,00	76,39	76,03	76,21	76,78	77,39	78,21	78,97	79,83	80,96	82,03	83,27	84,38	85,63	86,80	87,90	88,67	89,28	89,90	90,29	90,64
    13 	r.046_CAL01-M02_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:27:17	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	89,25	7,42	-8,50	11,28	311,13	0,00	0,00	0,00	0,00	37,79	56,68	78,98	89,26	91,13	89,42	87,69	86,01	83,44	80,64	77,70	74,67	72,13	70,30	69,01	68,26	68,52	70,41	73,32	76,41	79,12	81,17	82,82	84,34	85,76	86,95	88,45	89,49	90,79	91,77	92,56	93,31	93,81	94,24	94,57
    13 	r.046_CAL01-M02_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:27:17	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	87,05	7,81	-8,72	11,71	311,84	0,00	0,00	0,00	0,00	32,81	51,74	74,10	84,43	86,35	84,69	83,01	81,36	78,79	76,01	73,08	70,04	67,48	65,65	64,36	63,63	63,91	65,84	68,77	71,90	74,64	76,73	78,44	79,98	81,44	82,68	84,21	85,28	86,62	87,62	88,43	89,18	89,71	90,13	90,45
    14 	r.047_CAL01-M03_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:27:33	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	83,74	16,02	-14,69	21,74	317,48	0,00	0,00	0,00	0,00	37,31	55,73	77,26	86,98	88,38	85,91	83,13	80,01	75,58	71,06	66,07	61,26	57,83	55,34	53,66	52,78	53,56	56,90	62,29	68,00	73,28	77,31	80,23	82,69	84,59	86,24	87,83	89,15	90,48	91,65	92,39	93,13	93,67	94,15	94,49
    14 	r.047_CAL01-M03_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:27:33	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	81,25	16,94	-15,29	22,82	317,93	0,00	0,00	0,00	0,00	32,32	50,78	72,37	82,15	83,60	81,19	78,44	75,34	70,91	66,38	61,38	56,55	53,10	50,60	48,91	48,04	48,85	52,22	57,66	63,41	68,75	72,84	75,82	78,33	80,28	81,98	83,61	84,97	86,33	87,53	88,29	89,05	89,59	90,08	90,41
    15 	r.048_CAL01-M04_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:27:44	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	77,62	25,22	-20,73	32,64	320,58	0,00	0,00	0,00	0,00	36,86	54,37	74,54	83,67	84,17	80,97	76,83	72,25	66,19	60,03	53,92	48,08	44,19	41,41	39,63	38,86	39,96	44,04	50,73	58,62	66,10	72,30	76,90	80,43	83,13	85,26	87,16	88,66	90,14	91,29	92,20	93,00	93,61	94,05	94,42
    15 	r.048_CAL01-M04_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:27:44	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	74,73	26,89	-21,78	34,60	320,99	0,00	0,00	0,00	0,00	31,84	49,39	69,62	78,80	79,34	76,18	72,07	67,51	61,43	55,27	49,14	43,28	39,36	36,56	34,79	34,03	35,16	39,29	46,01	53,96	61,51	67,79	72,45	76,04	78,81	80,99	82,94	84,47	85,99	87,16	88,08	88,89	89,52	89,96	90,33
    16 	r.049_CAL01-M05_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:27:55	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	71,91	33,20	-25,64	41,95	322,32	0,00	0,00	0,00	0,00	35,99	52,47	71,39	79,70	79,53	75,37	70,20	64,37	57,19	50,24	43,45	37,33	33,52	30,86	29,27	28,57	29,64	33,81	40,99	49,89	58,94	66,71	72,83	77,60	81,09	83,92	86,03	87,78	89,40	90,90	91,72	92,67	93,22	93,78	94,19
    16 	r.049_CAL01-M05_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:27:55	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	68,54	35,77	-27,22	44,95	322,73	0,00	0,00	0,00	0,00	30,97	47,47	66,43	74,79	74,65	70,53	65,38	59,56	52,37	45,40	38,60	32,46	28,61	25,94	24,34	23,65	24,74	28,96	36,19	45,14	54,27	62,11	68,32	73,14	76,71	79,59	81,75	83,56	85,22	86,75	87,59	88,55	89,12	89,68	90,09
    17 	r.050_CAL01-M06_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:28:06	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	67,05	39,66	-29,27	49,29	323,58	0,00	0,00	0,00	0,00	34,85	50,58	68,28	75,68	74,90	70,16	64,04	57,41	49,57	42,35	35,51	29,36	25,74	23,45	22,02	21,38	22,48	26,46	33,55	42,78	52,67	61,55	69,10	74,81	79,01	82,42	84,94	86,84	88,73	90,40	91,26	92,16	92,88	93,45	93,93
    17 	r.050_CAL01-M06_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:28:06	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	63,14	43,27	-31,39	53,46	324,04	0,00	0,00	0,00	0,00	29,68	45,44	63,18	70,62	69,87	65,16	59,07	52,44	44,61	37,38	30,52	24,35	20,71	18,40	16,96	16,34	17,47	21,48	28,62	37,90	47,87	56,83	64,47	70,25	74,52	78,00	80,59	82,54	84,48	86,17	87,05	87,97	88,70	89,28	89,75
    18 	r.051_CAL01-M07_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:28:17	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	61,10	47,17	-33,14	57,65	324,91	0,00	0,00	0,00	0,00	33,18	47,74	63,89	70,25	68,84	63,28	56,37	49,02	40,71	33,31	26,75	21,02	17,90	16,02	14,99	14,48	15,42	18,82	25,40	34,56	45,08	55,16	63,90	70,89	76,26	80,27	83,23	85,73	87,69	89,57	90,60	91,69	92,42	93,15	93,59
    18 	r.051_CAL01-M07_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:28:17	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	56,47	52,40	-36,11	63,64	325,43	0,00	0,00	0,00	0,00	27,97	42,55	58,76	65,16	63,80	58,28	51,38	44,03	35,71	28,30	21,74	15,98	12,84	10,94	9,90	9,40	10,36	13,79	20,42	29,64	40,23	50,39	59,22	66,29	71,74	75,82	78,85	81,42	83,42	85,34	86,39	87,51	88,25	89,00	89,44
    19 	r.052_CAL01-M08_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:28:28	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	53,80	54,79	-36,83	66,02	326,09	0,00	0,00	0,00	0,00	30,98	43,43	57,44	62,69	60,51	54,31	46,58	38,86	30,57	23,44	17,67	12,91	10,66	9,56	8,89	8,60	9,24	11,61	16,93	25,22	35,55	46,26	56,20	64,49	70,78	75,64	79,23	82,16	84,76	87,02	88,53	89,88	90,90	91,80	92,48
    19 	r.052_CAL01-M08_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:28:28	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,03	62,73	-41,19	75,05	326,71	0,00	0,00	0,00	0,00	25,85	38,32	52,37	57,66	55,51	49,34	41,62	33,91	25,61	18,48	12,70	7,91	5,63	4,51	3,83	3,53	4,19	6,59	11,94	20,28	30,68	41,46	51,48	59,85	66,24	71,18	74,84	77,83	80,48	82,78	84,32	85,70	86,74	87,63	88,33
    20 	r.053_CAL01-M09_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:28:39	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	50,08	56,76	-37,94	68,27	326,24	0,00	0,00	0,00	0,00	29,24	40,86	53,46	58,07	55,34	49,29	41,52	33,71	25,79	19,00	13,96	9,84	8,14	7,42	7,00	6,76	7,19	9,05	13,42	20,85	30,61	41,15	50,94	59,21	65,10	69,77	73,49	76,50	79,81	82,74	85,14	87,19	88,71	89,98	90,89
    20 	r.053_CAL01-M09_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:28:39	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	43,48	66,56	-43,25	79,38	326,98	0,00	0,00	0,00	0,00	24,07	35,71	48,34	52,98	50,28	44,25	36,50	28,70	20,77	13,99	8,94	4,80	3,08	2,34	1,91	1,67	2,11	3,99	8,40	15,87	25,69	36,30	46,16	54,51	60,48	65,22	69,01	72,09	75,45	78,44	80,87	82,94	84,49	85,76	86,70
    21 	r.054_CAL01-M10_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:29:01	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	48,30	56,76	-38,53	68,60	325,83	0,00	0,00	0,00	0,00	28,62	39,54	51,63	55,82	53,12	46,86	39,29	31,61	23,80	17,32	12,44	8,80	7,27	6,58	6,32	6,18	6,57	8,14	12,03	19,02	28,38	38,36	47,65	55,24	60,78	64,90	68,12	71,41	74,96	78,70	81,80	84,39	86,52	88,14	89,48
    21 	r.054_CAL01-M10_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:29:01	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	41,24	67,49	-44,39	80,78	326,66	0,00	0,00	0,00	0,00	23,42	34,36	46,49	50,71	48,04	41,81	34,27	26,59	18,79	12,31	7,42	3,76	2,21	1,51	1,23	1,09	1,49	3,07	6,99	14,02	23,42	33,48	42,84	50,49	56,10	60,29	63,58	66,94	70,54	74,34	77,47	80,10	82,26	83,90	85,25
    22 	r.055_CAL01-M11_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:29:12	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	47,88	56,74	-38,65	68,65	325,74	0,00	0,00	0,00	0,00	28,46	39,46	51,25	55,29	52,41	46,33	38,77	31,09	23,33	16,89	12,13	8,54	7,07	6,45	6,19	6,06	6,39	7,85	11,78	18,59	27,74	37,72	46,95	54,43	59,81	63,70	66,83	70,24	74,02	77,75	81,04	83,77	86,06	87,81	89,33
    22 	r.055_CAL01-M11_wbg		SCE	CM-2600d	------	1004031	1.23	31/01/2022 17:29:12	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	40,69	67,73	-44,66	81,13	326,60	0,00	0,00	0,00	0,00	23,25	34,27	46,09	50,16	47,32	41,28	33,74	26,07	18,30	11,86	7,11	3,50	2,01	1,37	1,10	0,97	1,30	2,77	6,73	13,59	22,78	32,82	42,12	49,67	55,13	59,09	62,30	65,77	69,60	73,39	76,72	79,48	81,80	83,57	85,10
    23 	y.045_CAL01-Y01_wbg		SCI	CM-2600d	------	1004031	1.23	31/01/2022 17:29:47	31/01/2022 17:03:22	Reflectance	di:8,de:8	SCI+SCE	SAV(3mm)	400nm cut	------	(None)	(None)	93,48	-0,76	0,30	0,81	158,26	0,00	0,00	0,00	0,00	37,40	55,23	75,99	85,03	86,59	85,47	85,02	85,34	85,43	85,64	85,56	85,29	84,83	84,49	84,27	83,78	83,08	82,83	82,73	82,64	82,97	83,40	84,22	85,06	86,15	87,49	88,40	89,64	90,86	92,01	92,66	93,21	93,78	94,37	94,65
